"clbid","credits","crsid","departments","enrolled","firsties","instructors","juniors","level","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","type","year"
"16617","1.0","321","[""EDUC""]","6","""0/999""","[""Staff""]","""0/999""","300","999","""Prin Secondary Educ""","330","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16618","0.5","340","[""EDUC""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""Senior Seminar Educ""","381","false","","4","""0/999""","""0/999""","""C""","19944","""Research""","1994"
"16619","1.0","1693","[""ENGL""]","8","""0/999""","[""Staff""]","""0/999""","200","999","""Modern British Lit""","237","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16620","1.0","1707","[""ENGL""]","4","""0/999""","[""Staff""]","""0/999""","200","999","""On the Road""","271","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16621","1.0","426","[""ENGL""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""Intro to Shakespeare""","280","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16622","1.0","444","[""ENGL""]","5","""0/999""","[""Staff""]","""0/999""","300","999","""Shakespeare""","380","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16623","1.0","451","[""ENGL""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""IR/Postmodern Fiction""","398","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16624","1.0","504","[""GERM""]","2","""0/999""","[""Staff""]","""0/999""","100","999","""Beginning German I""","111","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16625","1.0","508","[""GERM""]","2","""0/999""","[""Staff""]","""0/999""","200","999","""Intermed German I""","231","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16626","1.0","1757","[""GERM""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""Conversation & Comp I""","251","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16627","1.0","523","[""GERM""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/German Novelle""","298","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16628","1.0","1857","[""HIST""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""America 1960's/Beyond""","287","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16629","1.0","649","[""FAMST""]","3","""0/999""","[""Staff""]","""0/999""","200","999","""Family Relationships""","242","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16630","1.0","651","[""FAMST""]","7","""0/999""","[""Staff""]","""0/999""","200","999","""Human Sexuality""","253","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16631","1.0","653","[""FAMST""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""Internship""","294","true","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16632","1.0","657","[""FAMST""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""IR/Consumer Sci & Mgmt""","398","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16633","1.0","731","[""MATH""]","4","""0/999""","[""Staff""]","""0/999""","100","999","""Calculus I""","120","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16634","1.0","733","[""MATH""]","3","""0/999""","[""Staff""]","""0/999""","100","999","""Calculus II""","126","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16635","1.0","745","[""MATH""]","4","""0/999""","[""Staff""]","""0/999""","200","999","""Elem Real Analysis""","244","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16636","1.0","747","[""MATH""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""Abstract Algebra I""","252","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16637","1.0","803","[""MUSIC""]","6","""0/999""","[""Staff""]","""0/999""","100","999","""The Music Spectrum""","130","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16638","1.0","821","[""MUSIC""]","2","""0/999""","[""Staff""]","""0/999""","200","999","""Counterpoint""","222","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16639","1.0","1974","[""MUSIC""]","2","""0/999""","[""Staff""]","""0/999""","200","999","""The Art of Music""","230","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16640","1.0","2168","[""PHIL""]","11","""0/999""","[""Staff""]","""0/999""","200","999","""Top: Environmental Eth""","247","false","","4","""0/999""","""0/999""","""O""","19944","""Topic""","1994"
"16641","1.0","993","[""PHIL""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""IR/Epistemology/Rel""","398","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16642","0.25","997","[""PEAC""]","4","""0/999""","[""Staff""]","""0/999""","100","999","""Golf""","103","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16643","0.25","1008","[""PEAC""]","1","""0/999""","[""Staff""]","""0/999""","100","999","""Scuba Diving""","126","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16644","0.25","2185","[""PEAC""]","3","""0/999""","[""Staff""]","""0/999""","100","999","""Individual Fitness""","132","false","","4","""0/999""","""0/999""","""C""","19944","""Research""","1994"
"16645","1.0","1058","[""PETH""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/Biomechanics""","298","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16646","1.0","1072","[""PHYS""]","17","""0/999""","[""Staff""]","""0/999""","100","999","""Phenomenological I""","124","false","","4","""0/999""","""0/999""","""C""","19944","""Research""","1994"
"16647","1.0","1110","[""PSCI""]","5","""0/999""","[""Staff""]","""0/999""","100","999","""Int'l Relations""","121","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16648","1.0","1136","[""PSCI""]","2","""0/999""","[""Staff""]","""0/999""","300","999","""Foreign Policy""","381","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16649","1.0","1154","[""PSYCH""]","7","""0/999""","[""Staff""]","""0/999""","100","999","""Introductory Psych""","121","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16650","1.0","1179","[""PSYCH""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/Hmong Adjustment I""","298","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16651","1.0","1186","[""PSYCH""]","3","""0/999""","[""Staff""]","""0/999""","300","999","""Issues: Image & Spat Cog""","390","false","","4","""0/999""","""0/999""","""O""","19944","""Seminar""","1994"
"16652","1.0","1188","[""PSYCH""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""Internship""","394","true","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16653","1.0","1195","[""REL""]","7","""0/999""","[""Staff""]","""0/999""","200","999","""Chri Theol/Moral Life""","207","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16654","1.0","1196","[""REL""]","15","""0/999""","[""Staff""]","""0/999""","200","999","""Chr Theol/Human Exist""","208","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16655","1.0","1294","[""SOAN""]","3","""0/999""","[""Staff""]","""0/999""","100","999","""Int/Cult Anthropology""","128","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16656","1.0","1308","[""SOAN""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""Dying,Death,Bereave""","248","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16657","1.0","1310","[""SOAN""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""Marriage & the Family""","260","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16658","1.0","1316","[""SOAN""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/Northfield Voices""","298","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16659","1.0","1320","[""SOAN""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""IR/Northfield Voices""","398","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16660","1.0","1320","[""SOAN""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""IR/Latino Studies I""","398","false","""A""","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16661","1.0","792","[""THEAT""]","7","""0/999""","[""Staff""]","""0/999""","100","999","""Mass Media""","160","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16662","1.0","1400","[""THEAT""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""Internship""","394","true","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16663","1.0","1400","[""THEAT""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""Internship""","394","true","""A""","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16664","1.0","1401","[""THEAT""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""IR/Mass Media & Educ""","398","false","","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16665","1.0","1401","[""THEAT""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""IR/Audition Technique""","398","false","""A""","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"
"16666","1.0","1401","[""THEAT""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""IR/Rhetoric/Early Wm""","398","false","""B""","4","""0/999""","""0/999""","""O""","19944","""Research""","1994"

