"clbid","credits","crsid","departments","enrolled","firsties","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"5573","1.0","979","[""PHIL""]","10","""0/999""","[""Edmund Santurri""]","""0/999""","200","[""RML 420""]","999","""Ethics/The Good Life""","252","false","","4","""0/999""","""0/999""","""O""","20024","[""M-F 1230-0200PM""]","""Research""","2002"
"5574","0.25","997","[""PEAC""]","7","""0/999""","[""Le Ann K H. Finger""]","""0/999""","100","","999","""Golf""","103","false","","4","""0/999""","""0/999""","""O""","20024","","""Research""","2002"
"5575","0.25","998","[""PEAC""]","8","""0/999""","[""Kenneth Pratt""]","""0/999""","100","[""TOSTRUD_CTR""]","999","""Rock Climbing""","106","false","","4","""0/999""","""0/999""","""O""","20024","[""M-F 1230-0200PM""]","""Research""","2002"
"5576","0.25","1008","[""PEAC""]","3","""0/999""","[""John Campion""]","""0/999""","100","","999","""Scuba Diving""","126","false","","4","""0/999""","""0/999""","""O""","20024","","""Research""","2002"
"5577","0.5","1012","[""PEAC""]","15","""0/999""","[""Christine Daymont""]","""0/999""","100","[""MFH""]","999","""Individual Fitness.50""","133","false","","4","""0/999""","""0/999""","""O""","20024","[""M-F 0645-0745PM""]","""Research""","2002"
"5578","0.5","1016","[""PEAC""]","2","""0/999""","[""Christine Daymont""]","""0/999""","100","[""MFH""]","999","""Wt Training Co-Ed .50""","140","false","","4","""0/999""","""0/999""","""O""","20024","[""M-F 0645-0745PM""]","""Research""","2002"
"5579","1.0","1056","[""PETH""]","7","""0/999""","[""Gary Wicks""]","""0/999""","200","[""RML 525""]","999","""Sports Ethics/Society""","290","false","","4","""0/999""","""0/999""","""O""","20024","[""M-F 1000-1130""]","""Research""","2002"
"5580","1.0","1072","[""PHYS""]","8","""0/999""","[""David Nitz""]","""0/999""","100","[""SC 110""]","999","""Principles Physics I""","124","false","","4","""0/999""","""0/999""","""O""","20024","[""M-F 1000-1130""]","""Research""","2002"
"5581","0.0","1073","[""PHYS""]","8","""0/999""","[""David Nitz""]","""0/999""","100","[""SC 111""]","999","""Principles Phys/Lab""","124","false","""A""","4","""0/999""","""0/999""","""O""","20024","[""WTh 0100-0300PM""]","""Lab""","2002"
"5582","1.0","1156","[""PSYCH""]","4","""0/999""","[""Marit Westergaard""]","""0/999""","200","[""HH 514""]","999","""Issues 1st & 2nd Lang""","222","false","","4","""0/999""","""0/999""","""O""","20024","[""M-F 1230-0200PM""]","""Research""","2002"
"5583","1.0","1195","[""REL""]","11","""0/999""","[""Edmund Santurri""]","""0/999""","200","[""RML 420""]","999","""Chri Theol/Moral Life""","207","false","","4","""0/999""","""0/999""","""O""","20024","[""M-F 1000-1130""]","""Research""","2002"
"5584","1.0","1209","[""REL""]","13","""0/999""","[""Daniel Malotky""]","""0/999""","200","[""RML 577""]","999","""God & Human Suffering""","225","false","","4","""0/999""","""0/999""","""O""","20024","[""M-F 1230-0200PM""]","""Research""","2002"
"5585","1.0","1225","[""REL""]","1","""0/999""","[""Eric Lund""]","""0/999""","200","","999","""Rome and Wittenberg""","262","false","","4","""0/999""","""0/999""","""C""","20024","","""Research""","2002"
"5586","1.0","1289","[""SOAN""]","8","""0/999""","[""Deborah Engelen-Eigles""]","""0/999""","100","[""HH 403""]","999","""Intro to Sociology""","121","false","","4","""0/999""","""0/999""","""O""","20024","[""M-F 1230-0300PM""]","""Research""","2002"
"5587","1.0","1307","[""SOAN""]","8","""0/999""","[""Deborah Engelen-Eigles""]","""0/999""","200","[""HH 403""]","999","""Social Deviance""","245","false","","4","""0/999""","""0/999""","""O""","20024","[""M-F 1000-1200PM""]","""Research""","2002"

