"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"57107","1.0","917","[""NEURO""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57108","1.0","919","[""NEURO""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57109","1.0","931","[""NORW""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20072","","""Internship""","""Research""","2007"
"57110","1.0","936","[""NORW""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","""Internship""","""Research""","2007"
"57111","1.0","942","[""NURS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20072","","""Internship""","""Research""","2007"
"57112","1.0","961","[""NURS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","""Internship""","""Research""","2007"
"57113","1.0","985","[""PHIL""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57114","1.0","992","[""PHIL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57115","1.0","1057","[""ESTH""]","2","""0/999""","","","[""William Sean Goldsworthy""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""2/999""","""0/999""","""O""","20072","","""Internship""","""Research""","2007"
"57116","1.0","1067","[""ESTH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","""Internship""","""Research""","2007"
"57117","1.0","1090","[""PHYS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20072","","""Internship""","""Research""","2007"
"57118","1.0","1100","[""PHYS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","""Internship""","""Research""","2007"
"57119","1.0","1139","[""PSCI""]","2","""0/999""","","","[""Anthony Lott""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""2/999""","""0/999""","""O""","20072","","""Internship""","""Research""","2007"
"57120","1.0","1151","[""PSCI""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","""Internship""","""Research""","2007"
"57121","1.0","1178","[""PSYCH""]","3","""0/999""","","","[""Dana Gross""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""1/999""","""O""","20072","","","""Research""","2007"
"57122","1.0","1188","[""PSYCH""]","1","""0/999""","","","[""Dana Gross""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57123","1.0","1236","[""REL""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57124","1.0","1253","[""REL""]","1","""0/999""","","","[""James Hanson""]","""1/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","""Internship""","""Research""","2007"
"57125","1.0","1275","[""RUSSN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57126","1.0","1279","[""RUSSN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57127","1.0","1315","[""SOAN""]","4","""0/999""","","","[""Thomas A. Williamson""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""1/999""","""O""","20072","","""Internship""","""Research""","2007"
"57128","1.0","1319","[""SOAN""]","0","""0/999""","","","[""Thomas A. Williamson""]","""1/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","""Internship""","""Research""","2007"
"57129","1.0","1341","[""SPAN""]","1","""0/999""","","","[""Luis Guadano Jimenez""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57130","1.0","1354","[""SPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57131","1.0","1366","[""SWRK""]","4","""0/999""","","","[""Mary Carlsen""]","""3/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""O""","20072","","""Internship""","""Research""","2007"
"57132","1.0","1372","[""SWRK""]","1","""0/999""","","","[""Valerie Thomas""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57133","1.0","1394","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20072","","""Internships""","""Research""","2007"
"57134","1.0","1400","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","""Internship""","""Research""","2007"
"57135","1.0","1409","[""STAT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20072","","""Internship""","""Research""","2007"
"57136","1.0","1413","[""STAT""]","1","""0/999""","","","[""Julie M. Legler""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""O""","20072","","""Internship""","""Research""","2007"
"57137","1.0","1477","[""WMNST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20072","","""Internships""","""Research""","2007"
"57138","1.0","1479","[""WMNST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","""Internships""","""Research""","2007"
"57139","1.0","471","[""IDFA""]","","","","","[""Staff""]","","200","","","""Academic Internship""","294","true","","2","","","""O""","20072","","","""Research""","2007"
"57140","1.0","1486","[""ARMS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57141","1.0","1488","[""ARMS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57142","1.0","14","[""AMST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","""Internship""","""Research""","2007"
"57143","1.0","474","[""IDFA""]","","","","","[""Staff""]","","300","","","""Academic Internship""","394","true","","2","","","""O""","20072","","","""Research""","2007"
"57144","1.0","766","[""MATH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","""Internship""","""Research""","2007"
"57145","1.0","18612","[""AFAM""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57146","1.0","18614","[""AFAM""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57147","1.0","18616","[""BMOLS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57148","1.0","18618","[""BMOLS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57149","1.0","670","[""JAPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57150","1.0","668","[""JAPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57151","1.0","18620","[""MEDVL""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57152","1.0","18622","[""MEDVL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57153","1.0","1282","[""RUSST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57154","1.0","1284","[""RUSST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57160","1.0","436","[""ENGL""]","13","""0/0""","","","[""Carol Holly""]","""2/999""","300","[""RML 520""]","15","""Adv Lit Era: America""","340","false","","2","""10/999""","""1/999""","""O""","20072","[""M-F 1040-1240PM""]","""Advanced Studies in Literary Eras: American""","""Topic""","2007"
"57161","1.0","44","[""ART""]","19","""5/999""","","","[""Wendell Arneson""]","""4/999""","200","[""DC 216"", ""DC 216"", ""DC 216""]","22","""Advanced Drawing""","233","false","","2","""5/999""","""5/999""","""O""","20072","[""M-F 0900-1000"", ""M-F 1040-1200PM"", ""M-F 0100-0300PM""]","","""Research""","2007"
"57166","1.0","189","[""CHEM""]","28","""27/999""","","","[""Beth Abdella""]","""1/999""","100","[""SC 378""]","30","""Atom/Molec Structure""","123","false","""A""","2","""0/999""","""0/999""","""C""","20072","[""M-F 1040-1240PM""]","""Atomic and Molecular Structure""","""Research""","2007"
"57167","1.0","189","[""CHEM""]","24","""15/999""","","","[""Nathaniel J. Schaefle""]","""1/999""","100","[""SC 378""]","40","""Atom/Molec Structure""","123","false","""B""","2","""1/999""","""7/999""","""O""","20072","[""M-F 0100-0300PM""]","""Atomic and Molecular Structure""","""Research""","2007"
"57171","1.0","1324","[""SPAN""]","23","""14/15""","","","[""Ariel Strichartz""]","""3/4""","100","[""OM 021"", ""OM 021""]","23","""Beginning Spanish I""","111","false","","2","""0/0""","""6/4""","""C""","20072","[""M-F 0900-1000"", ""M-F 1040-1240PM""]","","""Research""","2007"
"57177","1.0","106","[""BIO""]","36","""24/999""","","106","[""Sara E. Fruehling"", ""Paul A. Rupp""]","""3/4""","100","[""SC 278""]","48","""Cell Bio & Genetics""","125","false","","2","""2/2""","""7/999""","""O""","20072","[""M-F 0100-0300PM""]","""Cellular Biology and Genetics""","""Research""","2007"
"57178","0.0","107","[""BIO""]","18","""17/999""","","106","[""Sara E. Fruehling""]","""0/2""","100","[""SC 273"", ""SC 273""]","24","""Cell Bio & Genetics Lab""","125","false","""A""","2","""1/1""","""0/999""","""C""","20072","[""M-F 0800-1000"", ""M-F 1040-1200PM""]","","""Lab""","2007"
"57186","1.0","232","[""CLASS""]","30","""0/999""","","","[""Timothy R. Howe""]","""11/999""","200","","30","""Class Studies Greece""","251","false","","2","""6/999""","""13/999""","""C""","20072","","""Classical Studies in Greece""","""Research""","2007"
"57187","1.0","1338","[""SPAN""]","15","""2/6""","","","[""Gwendolyn Barnes-Karol""]","""5/999""","200","[""OM 020""]","20","""Contemporary Issues""","274","false","","2","""0/999""","""8/999""","""C""","20072","[""M-F 1040-0300PM""]","""Contemporary Issues in the Spanish-Speaking World""","""Research""","2007"
"57200","1.0","16967","[""FAMST""]","26","""7/999""","","","[""Sharon Powell""]","""7/999""","100","[""OM 004"", ""OM 004""]","18","""Families in Film and Lit""","130","false","","2","""10/999""","""2/999""","""C""","20072","[""MWF 1040-1240PM"", ""MWF 0100-0300PM""]","""Families in Film and Literature""","""Research""","2007"
"57201","1.0","17587","[""NURS""]","27","""6/999""","","","[""Judith Sateren""]","""15/999""","100","[""SC 130"", ""SC 130""]","30","""Family Violence""","130","false","","2","""5/999""","""1/999""","""C""","20072","[""MWF 1040-1240PM"", ""MW 0100-0300PM""]","","""Research""","2007"
"57215","1.0","758","[""MATH""]","17","""1/0""","","","[""Kay E. Smith""]","""3/999""","300","[""SC 184"", ""SC 184""]","25","""Geometry""","356","false","","2","""8/999""","""5/999""","""O""","20072","[""M-F 1040-1200PM"", ""M-F 0100-0300PM""]","","""Research""","2007"
"57223","1.0","18485","[""SOAN""]","30","""11/999""","","","[""Bruce Nordstrom-Loeb""]","""5/999""","200","[""HH 307""]","30","""GLBT Lives and Issues""","246","false","","2","""6/999""","""8/999""","""C""","20072","[""M-F 1040-1240PM""]","","""Research""","2007"
"57231","1.0","1231","[""REL""]","28","""0/999""","","","[""W. Bruce Benson""]","""13/999""","200","","29","""Histor Geograph Bible""","275","false","","2","""4/999""","""11/999""","""C""","20072","","""Historical Geography and the Bible""","""Research""","2007"
"57232","1.0","704","[""ID""]","11","""0/999""","","","[""Wesley Pearson""]","""4/999""","200","","12","""Hospital Health Care""","255","true","","2","""4/999""","""3/999""","""C""","20072","","""Hospital Health Care and the Physician""","""Research""","2007"
"57235","1.0","1357","[""SWRK""]","21","""13/13""","","","[""Mary Carlsen""]","""0/0""","100","[""BMC 110"", ""BMC 110"", ""BMC 110""]","18","""I Want to Help People""","120","false","","2","""0/0""","""8/5""","""C""","20072","[""M-Th 0800-1000"", ""MTh 1040-1240PM"", ""MTh 0100-0300PM""]","","""Research""","2007"
"57236","1.0","489","[""FREN""]","10","""0/999""","","","[""Wendy Allen""]","""2/999""","200","","18","""ID French St--Paris""","275","false","","2","""0/999""","""8/999""","""C""","20072","","""Interdisciplinary French Studies in Paris""","""Research""","2007"
"57237","1.0","1329","[""SPAN""]","22","""5/999""","","","[""Maggie Broner""]","""2/999""","200","","22","""Inter Span II-C Rica""","234","false","","2","""2/999""","""13/999""","""C""","20072","","""Intermediate Spanish II in Costa Rica""","""Research""","2007"
"57238","1.0","1328","[""SPAN""]","22","""0/999""","[""MCG""]","","[""Kris A. Cropsey""]","""2/999""","200","","22","""Inter Span II-Ecuador""","233","false","","2","""0/999""","""20/999""","""C""","20072","","""Intermediate Spanish II in Ecuador""","""Research""","2007"
"57243","1.0","1326","[""SPAN""]","13","""8/15""","","","[""Barbara Olson""]","""0/999""","200","[""OM 031"", ""OM 031""]","23","""Intermed Spanish I""","231","false","","2","""4/999""","""1/999""","""O""","20072","[""M-F 1040-1140"", ""M-F 0100-0300PM""]","""Intermediate Spanish I""","""Research""","2007"
"57244","1.0","455","[""ENVST""]","29","""14/999""","","","[""Michael Swift""]","""2/999""","100","[""SC 129"", ""SC 130""]","28","""Intro: Env Studies""","137","false","","2","""1/999""","""12/999""","""C""","20072","[""M-F 1040-1240PM"", ""F 0100-0400PM""]","""Introduction to Environmental Studies""","""Research""","2007"
"57245","1.0","75","[""ART""]","1","""0/999""","","","[""Nancy M. Thompson""]","""0/999""","300","","999","""IR/Christine de Pizan""","398","false","","2","""1/999""","""0/999""","""O""","20072","","""Independent Research: Art History""","""Research""","2007"
"57246","1.0","97","[""ASIAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57247","1.0","175","[""BIO""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57248","1.0","223","[""CHEM""]","1","""0/999""","","","[""Nathaniel J. Schaefle""]","""0/999""","300","","999","""IR/Molecular Model Study""","398","false","","2","""1/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57249","1.0","236","[""CLASS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57250","1.0","252","[""CHIN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57251","1.0","285","[""ECON""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57252","1.0","307","[""CSCI""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57253","1.0","345","[""EDUC""]","1","""0/999""","","","[""Heather Campbell""]","""0/999""","300","","999","""IR/Educational Assessment""","398","false","","2","""1/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57254","1.0","378","[""DANCE""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57255","1.0","451","[""ENGL""]","2","""0/999""","","","[""Kaethe Schwehn""]","""0/999""","300","","999","""IR/Adv. Revision/Craft""","398","false","","2","""2/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57256","1.0","467","[""ENVST""]","1","""0/999""","","","[""Brett A. Werner""]","""0/999""","300","","999","""IR/Animal Photojournalism""","398","false","","2","""1/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57257","1.0","496","[""FREN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57258","1.0","530","[""GERM""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57259","1.0","551","[""GREEK""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57260","1.0","642","[""HIST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57261","1.0","647","[""HSPST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57262","1.0","657","[""FAMST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57263","1.0","692","[""IS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57264","1.0","710","[""ID""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57265","1.0","726","[""LATIN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57266","1.0","789","[""MGMT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57267","1.0","798","[""MEDIA""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57268","1.0","866","[""MUSIC""]","1","""0/999""","","","[""Andrea Een""]","""0/999""","300","","999","""IR/Str Ped Rolland Havas""","398","false","","2","""1/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57269","1.0","920","[""NEURO""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57270","1.0","937","[""NORW""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57271","1.0","963","[""NURS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57272","1.0","993","[""PHIL""]","1","""0/999""","","","[""Corliss Swain""]","""0/999""","300","","999","""IR/Gender/Soc. Construct""","398","false","","2","""1/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57273","1.0","1068","[""ESTH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57274","1.0","1101","[""PHYS""]","2","""0/999""","","","[""Jason J. Engbrecht""]","""1/999""","300","","999","""IR/Positron Physics""","398","false","","2","""1/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57275","1.0","1152","[""PSCI""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57276","1.0","1190","[""PSYCH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57277","1.0","1257","[""REL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57278","1.0","1280","[""RUSSN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57279","1.0","1320","[""SOAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57280","1.0","1355","[""SPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57281","1.0","1373","[""SWRK""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57282","1.0","1401","[""THEAT""]","1","""0/999""","","","[""Jeanne I. Willcoxon""]","""0/999""","300","","999","""IR/Theat Process/Jrnlism""","398","false","","2","""0/999""","""1/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57283","1.0","1414","[""STAT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57284","1.0","1480","[""WMNST""]","1","""0/999""","","","[""Bruce Nordstrom-Loeb""]","""0/999""","300","","999","""IR/Community Organizing""","398","false","","2","""1/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57285","1.0","1489","[""ARMS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57286","1.0","15","[""AMST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57287","1.0","475","[""IDFA""]","","","","","[""Staff""]","","300","","","""IR/""","398","false","","2","","","""O""","20072","","","""Research""","2007"
"57288","1.0","767","[""MATH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57289","1.0","18615","[""AFAM""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57290","1.0","18619","[""BMOLS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57291","1.0","671","[""JAPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Research""","""Research""","2007"
"57292","1.0","791","[""MEDVL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57293","1.0","1285","[""RUSST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20072","","","""Research""","2007"
"57299","1.0","69","[""ART""]","1","""0/999""","","","[""David E. Ryan""]","""0/999""","200","","999","""IS/Senior Studies Prep""","298","false","","2","""1/999""","""0/999""","""O""","20072","","""Independent Study""","""Research""","2007"
"57300","1.0","94","[""ASIAN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Study""","""Research""","2007"
"57301","1.0","154","[""BIO""]","1","""0/999""","","","[""Michael Swift""]","""0/999""","200","","999","""IS/Manuscript Preparation""","298","false","","2","""1/999""","""0/999""","""O""","20072","","""Independent Study""","""Research""","2007"
"57302","1.0","205","[""CHEM""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Study""","""Research""","2007"
"57303","1.0","234","[""CLASS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Study""","""Research""","2007"
"57304","1.0","249","[""CHIN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Study""","""Research""","2007"
"57305","1.0","277","[""ECON""]","1","""0/999""","","","[""Paul Wojick""]","""0/999""","200","","999","""IS/Financial Markets""","298","false","","2","""1/999""","""0/999""","""O""","20072","","""Independent Study""","""Research""","2007"
"57306","1.0","300","[""CSCI""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Study""","""Research""","2007"
"57307","1.0","314","[""EDUC""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20072","","""Independent Study""","""Research""","2007"
"57308","1.0","375","[""DANCE""]","1","""0/999""","","","[""Anne von Bibra""]","""0/999""","200","","999","""IS/Competitive Ballroom""","298","false","","2","""0/999""","""1/999""","""O""","20072","","""Independent Study""","""Research""","2007"
"57309","1.0","434","[""ENGL""]","1","""0/999""","","","[""Diana Postlethwaite""]","""0/999""","200","","999","""IS/Gnosticism/Pop Culture""","298","false","","2","""1/999""","""0/999""","""O""","20072","","""Independent Study""","""Research""","2007"
"57310","1.0","465","[""ENVST""]","1","""0/999""","","","[""James Farrell""]","""0/999""","200","","999","""IS/Anthropocen Glen Cany""","298","false","","2","""1/999""","""0/999""","""O""","20072","","""Independent Study""","""Research""","2007"
