"clbid","credits","crsid","departments","gereqs","instructors","level","locations","name","number","pn","prerequisites","section","semester","status","term","times","type","year"
"4633","1.0","1178","['PSYCH']","","['Pamela Bacon']","200","","Academic Internship","294","True","False","","2","O","20022","","Research","2002"
"4634","1.0","1178","['PSYCH']","","['Dana Gross']","200","","Academic Internship","294","True","False","A","2","O","20022","","Research","2002"
"4635","1.0","1179","['PSYCH']","","['Leilani Endicott']","200","","IS/Criminal Profiling","298","False","False","","2","O","20022","","Research","2002"
"4636","1.0","1179","['PSYCH']","","['Bonnie Sherman']","200","","IS/Synesthesia","298","False","False","B","2","O","20022","","Research","2002"
"4637","1.0","1186","['PSYCH']","","['Leilani Endicott']","300","['HH 514']","Sem: Child Soc Dev","390","False","False","","2","C","20022","['M-F 1040-1240PM']","Seminar","2002"
"4638","1.0","1188","['PSYCH']","","['Deborah Anderson']","300","","Academic Internship","394","True","False","","2","O","20022","","Research","2002"
"4639","1.0","1190","['PSYCH']","","['Leilani Endicott']","300","","IR/Model Reason/Teens","398","False","False","","2","O","20022","","Research","2002"
"4640","1.0","1190","['PSYCH']","","['Leilani Endicott']","300","","IR/Moral Reasoning","398","False","False","A","2","O","20022","","Research","2002"
"4641","1.0","1197","['REL']","","['L. DeAne Lagerquist']","200","['BMC 102']","Intro Feminist Theol","209","False","False","","2","C","20022","['M-F 0100-0300PM']","Research","2002"
"4642","1.0","1204","['REL']","","['Philip E. Stoltzfus']","200","","Liberation Theologies","219","False","False","","2","O","20022","","Research","2002"
"4643","1.0","1206","['REL']","","['Margaret Odell']","200","['HH 501', 'BMC 101']","The Biblical God","222","False","False","A","2","C","20022","['M-F 0900-1000', 'M-F 1100-1200PM']","Research","2002"
"4644","1.0","1206","['REL']","","['Margaret Odell']","200","['HH 501', 'BMC 101']","The Biblical God","222","False","False","B","2","C","20022","['M-F 0900-1000', 'M-F 0100-0200PM']","Research","2002"
"4645","1.0","1208","['REL']","","['William Poehlmann']","200","['BMC 110']","Adam, Eve & Serpent","224","False","False","","2","O","20022","['M-F 0100-0300PM']","Research","2002"
"4646","1.0","1225","['REL']","","['Eric Lund']","200","","Rome and Wittenberg","262","False","False","","2","C","20022","","Research","2002"
"4647","1.0","1226","['REL']","","['Daniel Malotky']","200","['CH 111']","The Death Penalty","267","False","False","","2","C","20022","['M-F 0100-0300PM']","Research","2002"
"4648","1.0","1231","['REL']","","['W. Bruce Benson']","200","","Histor Geograph Bible","275","False","False","","2","C","20022","","Research","2002"
"4649","1.0","1236","['REL']","","['Jennifer Koenig']","200","","Academic Internship","294","True","False","","2","O","20022","","Research","2002"
"4650","1.0","1237","['REL']","","['Anantanand Rambachan']","200","['BMC 102']","Rel Pluralsm/Communit","295","False","False","","2","C","20022","['M-F 1040-1240PM']","Research","2002"
"4651","1.0","1246","['REL']","","['Susan Lindley']","300","['BMC 110']","Feminist/Christ Ethic","344","False","False","","2","O","20022","['M-F 1040-1240PM']","Research","2002"
"4652","1.0","1247","['REL']","","['Edmund Santurri']","300","['BMC 109']","Christ Theol/Pol Life","366","False","False","","2","O","20022","['M-F 1040-1240PM']","Research","2002"
"4653","1.0","1253","['REL']","","['James Hanson']","300","","Academic Internship","394","True","False","","2","O","20022","","Research","2002"
"4654","1.0","1257","['REL']","","['L. DeAne Lagerquist']","300","","IR/Luth/Catholic Ed","398","False","False","","2","O","20022","","Research","2002"
"4655","1.0","1257","['REL']","","['David Booth']","300","","IR/Bib ISrael & Pal","398","False","False","A","2","O","20022","","Research","2002"
"4656","1.0","1257","['REL']","","['Elizabeth C. Galbraith']","300","","IR/Bonhoeffer's Faith","398","False","False","B","2","O","20022","","Research","2002"
"4657","1.0","1271","['RUSSN']","","['Marc Robinson']","200","","Capitals/Russ Lit-Tr","255","False","False","","2","C","20022","","Research","2002"
"4658","1.0","1287","['SOAN']","","['Thomas A. Williamson']","100","['HH 515']","Modern Elixirs","116","False","False","","2","C","20022","['MTThF 1040-1240PM']","Research","2002"
"4659","1.0","1292","['SOAN']","","['Christopher L. Chiappari']","100","['TB 216']","Food Work and Culture","124","False","False","","2","O","20022","['M-F 0100-0300PM']","Research","2002"
"4660","1.0","1296","['SOAN']","","['Deborah Engelen-Eigles']","200","['OM 015']","Sociology of Internet","220","False","False","","2","O","20022","['MTThF 1040-0100PM']","Research","2002"
"4661","1.0","1298","['SOAN']","","['Carolyn Anderson']","200","","Modern Ireland","231","False","False","","2","C","20022","","Research","2002"
"4662","1.0","1315","['SOAN']","","['Thomas A. Williamson']","200","","Academic Internship","294","True","False","","2","O","20022","","Research","2002"
"4663","1.0","1316","['SOAN']","","['Phyllis G. Myers']","200","","IS/Vietnamese Wedding","298","False","False","","2","O","20022","","Research","2002"
"4664","1.0","1316","['SOAN']","","['Bruce Nordstrom-Loeb']","200","","IS/Women and Islam","298","False","False","A","2","O","20022","","Research","2002"
"4665","1.0","1316","['SOAN']","","['Christopher L. Chiappari']","200","","IS/Counseling Perspec","298","False","False","B","2","O","20022","","Research","2002"
"4666","1.0","1316","['SOAN']","","['Christopher L. Chiappari']","200","","IS/Latino Immersion","298","False","False","C","2","O","20022","","Research","2002"
"4667","1.0","1319","['SOAN']","","['Christopher L. Chiappari']","300","","Academic Internship","394","True","False","","2","O","20022","","Research","2002"
"4668","1.0","1320","['SOAN']","","['Bruce Nordstrom-Loeb']","300","","IR/Images of Intimacy","398","False","False","","2","O","20022","","Research","2002"
"4669","1.0","1320","['SOAN']","","['Christopher L. Chiappari']","300","","IR/Resist in Ctrc Amr","398","False","False","A","2","O","20022","","Research","2002"
"4670","1.0","1325","['SPAN']","","['Joan Odd']","100","['OM 020']","Beginning Spanish II","112","False","False","","2","O","20022","['M-F 1040-1240PM']","Research","2002"
"4671","1.0","1328","['SPAN']","['MCG']","['Frank L. Odd']","200","","Inter Span II-Ecuador","233","False","False","","2","C","20022","","Research","2002"
"4672","1.0","1329","['SPAN']","","['Leon Narvaez']","200","","Int Span II-Costa Ric","234","False","False","","2","C","20022","","Research","2002"
"4673","1.0","1334","['SPAN']","","['Gwendolyn Barnes-Karol']","200","","Spain's Cult/Ling","270","False","False","","2","C","20022","","Research","2002"
"4674","1.0","1362","['SWRK']","","['Naurine Lennox']","200","","Fam Soc Srv Cntrl Mex","256","False","False","","2","C","20022","","Research","2002"
"4675","1.0","1365","['SWRK']","","['Naurine Lennox']","200","","Eval/Sw Practice/Prog","274","False","False","","2","O","20022","","Research","2002"
"4676","1.0","1366","['SWRK']","","['Charlynn Overvoorde']","200","","Academic Internship","294","True","False","","2","O","20022","","Research","2002"
"4677","1.0","1376","['THEAT']","","['Dona W. Freeman']","100","['CHM 140']","Acting for Non-Majors","115","False","False","","2","C","20022","['M-F 1040-0300PM']","Research","2002"
"4678","1.0","1380","['THEAT']","","['Brian Bjorklund']","100","['TB Kelsey', 'TB Kelsey', 'TB Kelsey']","Prod Theater: Intro","133","True","False","","2","O","20022","['M-F 0900-1000', 'M-F 1040-0500PM', 'M-F 0700-1000PM']","Research","2002"
"4679","1.0","1387","['THEAT']","","['Karen Wilson']","200","['TB Haugen', 'TB Haugen', 'TB Haugen']","Prod Theater: Advanced","234","True","False","","2","O","20022","['M-F 0900-1000', 'M-F 1040-0500PM', 'M-F 0700-1000PM']","Research","2002"
"4680","1.0","1394","['THEAT']","","['William Sonnega']","200","","Academic Internship","294","True","False","","2","O","20022","","Research","2002"
"4681","1.0","1395","['THEAT']","","['Karen Wilson']","200","","IS/Comm Disorders","298","False","False","","2","O","20022","","Research","2002"

