"clbid","credits","crsid","departments","enrolled","firsties","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"19918","1.0","2156","[""PHIL""]","18","""8/999""","[""William Narum""]","""8/999""","100","[""H 317"", ""L 520""]","30","""Phil of C.S. Lewis""","127","false","","2","""1/999""","""-1/999""","""O""","19962","[""M-F 1040-1240PM"", ""TTh 1040-1240PM""]","""Research""","1996"
"19919","1.0","2162","[""PHIL""]","23","""15/999""","[""John Poling""]","""5/999""","100","[""H 205""]","25","""Art Georgia O'keeffe""","155","false","","2","""5/999""","""0/999""","""C""","19962","[""MTWF 1040-1200PM"", ""MTWF 0100-0200PM""]","""Research""","1996"
"19920","1.0","2171","[""PHIL""]","29","""2/999""","[""Jeanine Grenberg""]","""12/999""","200","[""H 516""]","30","""The Virtuous Person""","253","false","","2","""16/999""","""0/999""","""C""","19962","[""M-Th 1040-1240PM""]","""Research""","1996"
"19922","1.0","984","[""PHIL""]","20","""1/999""","[""Gordon D. Marino""]","""16/999""","200","[""H 514""]","30","""Freud/Human Behavior""","261","false","","2","""1/999""","""0/999""","""O""","19962","[""M-Th 0100-0300PM""]","""Research""","1996"
"19924","1.0","993","[""PHIL""]","1","""0/999""","[""Charles Wilson""]","""0/999""","300","","999","""IR/Kants 1st Critique""","398","false","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19925","1.0","1057","[""PETH""]","1","""0/999""","[""Paul Wojick""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""O""","19962","","""Research""","1996"
"19926","1.0","1057","[""PETH""]","1","""0/999""","[""Matthew Haugen""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19927","1.0","1057","[""PETH""]","1","""0/999""","[""Daniel Hagen""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19928","1.0","2219","[""PETH""]","4","""2/999""","[""Daniel Hagen""]","""0/999""","300","[""SKOG 1""]","12","""Adv Sport Medicine""","355","false","","2","""1/999""","""0/999""","""O""","19962","[""M-F 1040-1240PM"", ""MTF 00-00""]","""Research""","1996"
"19929","1.0","1068","[""PETH""]","1","""1/999""","[""Matthew Haugen""]","""0/999""","300","","999","""IR/Psych of Sport""","398","false","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19930","1.0","2228","[""PHYS""]","20","""20/999""","[""David Nitz""]","""0/999""","100","[""SC 129""]","20","""Physics of Photogrphy""","120","false","","2","""0/999""","""0/999""","""C""","19962","[""M-F 0800-1000""]","""Research""","1996"
"19931","0.0","2229","[""PHYS""]","20","""20/999""","[""Staff""]","""0/999""","100","","20","""Physics of Photo/Lab""","120","false","","2","""0/999""","""0/999""","""C""","19962","[""M-F 0100-0300PM""]","""Lab""","1996"
"19932","1.0","2230","[""PHYS""]","9","""10/999""","[""James Cederberg""]","""1/999""","100","[""SC 170""]","20","""Physics Audio Systems""","122","false","","2","""4/999""","""0/999""","""O""","19962","[""M-F 0800-0855"", ""M-F 1040-1135""]","""Research""","1996"
"19933","0.0","2231","[""PHYS""]","9","""10/999""","[""Staff""]","""1/999""","100","","20","""Physics Audio/Lab""","122","false","","2","""4/999""","""0/999""","""O""","19962","[""M-F 1230-0300PM""]","""Lab""","1996"
"19934","1.0","1086","[""PHYS""]","21","""1/999""","[""Amy Larsen""]","""12/999""","200","[""SC 170""]","32","""Musical Acoustics""","252","false","","2","""6/999""","""0/999""","""O""","19962","[""M-F 0900-0955"", ""M-F 1140-1230PM""]","""Research""","1996"
"19935","0.0","1087","[""PHYS""]","21","""1/999""","[""Staff""]","""12/999""","200","","32","""Musical Acous/Lab""","252","false","","2","""6/999""","""0/999""","""O""","19962","[""M-F 0100-0330PM""]","""Lab""","1996"
"19936","1.0","1090","[""PHYS""]","2","""0/999""","[""Roger Proksch""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19937","1.0","1101","[""PHYS""]","3","""0/999""","[""Roger Proksch""]","""0/999""","300","","999","""IR/Biophysics""","398","false","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19938","1.0","1101","[""PHYS""]","1","""0/999""","[""Roger Proksch""]","""0/999""","300","","999","""IR/Biophysics & Afm""","398","false","""A""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19940","1.0","1114","[""PSCI""]","17","""0/999""","[""Charles E. Umbanhowar Sr""]","""10/999""","200","[""M 1""]","30","""Politics""","222","false","","2","""3/999""","""0/999""","""O""","19962","[""M-Th 0100-0300PM""]","""Research""","1996"
"19941","1.0","2251","[""PSCI""]","11","""1/999""","[""Michael Chambers""]","""7/999""","200","[""L 177""]","35","""East Asia & World Pol""","230","false","","2","""0/999""","""0/999""","""O""","19962","[""MTh 0800-1000"", ""MTh 1040-1240PM"", ""T 0100-0300PM""]","""Research""","1996"
"19942","1.0","2254","[""PSCI""]","15","""3/999""","[""Jo M. Beld""]","""7/999""","200","[""M 30""]","30","""Public Policy/Family""","237","false","","2","""5/999""","""0/999""","""O""","19962","[""M-F 1040-1240PM"", ""M-F 0100-0300PM""]","""Research""","1996"
"19943","1.0","1139","[""PSCI""]","7","""0/999""","[""Charles E. Umbanhowar Sr""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""2/999""","""0/999""","""O""","19962","","""Research""","1996"
"19944","1.0","1139","[""PSCI""]","1","""0/999""","[""Jo M. Beld""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19945","1.0","2280","[""PSYCH""]","26","""14/999""","[""McMillan Donna K.""]","""10/999""","200","[""H 301""]","28","""Sleep and Dreaming""","224","false","","2","""4/999""","""0/999""","""C""","19962","[""M-F 0100-0300PM""]","""Research""","1996"
"19946","1.0","1157","[""PSYCH""]","13","""2/999""","[""Howard Thorsheim""]","""12/999""","200","[""H 319""]","15","""Psychophysiology""","225","false","","2","""1/999""","""0/999""","""C""","19962","[""M-F 1040-1240PM""]","""Research""","1996"
"19947","1.0","2281","[""PSYCH""]","12","""2/999""","[""Dana Gross""]","""10/999""","200","[""M 21""]","30","""Childhood in China""","226","false","","2","""1/999""","""0/999""","""O""","19962","[""MTThF 1040-1240PM""]","""Research""","1996"
"19948","1.0","2282","[""PSYCH""]","7","""0/999""","[""Konrad Talbot""]","""4/999""","200","[""H 204""]","30","""Alzheimer's Disease""","227","false","","2","""4/999""","""0/999""","""O""","19962","[""M-F 1040-1240PM""]","""Research""","1996"
"19949","1.0","2287","[""PSYCH""]","14","""2/999""","[""Bruce B. Roberts""]","""5/999""","200","[""H 301""]","30","""Psych of Leadership""","253","false","","2","""6/999""","""0/999""","""O""","19962","[""M-F 1040-1240PM""]","""Research""","1996"
"19950","1.0","2290","[""PSYCH""]","15","""2/999""","[""Gerald Ericksen""]","""9/999""","200","[""H 501""]","30","""Freudian/Buddhist Psy""","257","false","","2","""2/999""","""1/999""","""O""","19962","[""M-F 0900-1000"", ""M-F 1040-1140""]","""Research""","1996"
"19951","1.0","1178","[""PSYCH""]","1","""0/999""","[""James Dickson Jr.""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19952","1.0","1178","[""PSYCH""]","1","""0/999""","[""Dana Gross""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19953","1.0","1178","[""PSYCH""]","1","""0/999""","[""Deborah Anderson""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19954","1.0","1179","[""PSYCH""]","1","""0/999""","[""Matthew Haugen"", ""Howard Thorsheim""]","""0/999""","200","","999","""IS/Sport Psychology""","298","false","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19955","1.0","1179","[""PSYCH""]","1","""0/999""","[""Konrad Talbot""]","""0/999""","200","","999","""IS/Nos Brain Pathways""","298","false","""A""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19956","1.0","2311","[""PSYCH""]","15","""2/999""","[""Deborah Anderson""]","""2/999""","300","","30","""Placement Applied Set""","393","true","","2","""12/999""","""0/999""","""C""","19962","","""Research""","1996"
"19957","1.0","1190","[""PSYCH""]","1","""0/999""","[""Staff""]","""0/999""","300","","1","""IR/Nos Brain Pathways""","398","false","""A""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19958","1.0","2313","[""REL""]","28","""15/999""","[""Eric Lund""]","""10/999""","100","[""CH 110""]","25","""Sacred Cities""","140","false","","2","""0/999""","""1/999""","""C""","19962","[""M-F 0100-0300PM""]","""Research""","1996"
"19959","1.0","2315","[""REL""]","26","""5/999""","[""James Hanson""]","""5/999""","200","[""CH 111""]","30","""Jesus""","220","false","","2","""20/999""","""0/999""","""C""","19962","[""M-F 0100-0300PM""]","""Research""","1996"
"19960","1.0","1206","[""REL""]","7","""0/999""","[""Margaret Odell""]","""7/999""","200","","999","""The Biblical God""","222","false","","2","""0/999""","""1/999""","""C""","19962","","""Research""","1996"
"19961","1.0","1208","[""REL""]","16","""4/999""","[""William Poehlmann""]","""3/999""","200","[""CH 109""]","30","""Adam, Eve & Serpent""","224","false","","2","""6/999""","""0/999""","""C""","19962","[""M-F 0100-0300PM""]","""Research""","1996"
"19965","1.0","1247","[""REL""]","19","""2/999""","[""Edmund Santurri""]","""5/999""","300","[""CH 109""]","20","""Christ Theol/Pol Life""","366","false","","2","""9/999""","""0/999""","""O""","19962","[""M-F 1040-1240PM""]","""Research""","1996"
"19966","1.0","1248","[""REL""]","17","""2/999""","[""John Barbour""]","""13/999""","300","[""CH 107B"", ""CH 101"", ""CH 101""]","999","""Wom/Rel: Spiritual Aut""","389","false","","2","""5/999""","""2/999""","""C""","19962","[""M 0200-0330PM"", ""T-F 1040-1240PM"", ""T-F 0100-0300PM""]","""Research""","1996"
"19967","1.0","1271","[""RUSSN""]","19","""2/999""","[""Marc Robinson""]","""10/999""","200","","999","""Capitals/Russ Lit-Tr""","255","false","","2","""5/999""","""0/999""","""C""","19962","","""Research""","1996"
"19968","1.0","2415","[""SOAN""]","27","""11/999""","[""Bruce Nordstrom-Loeb""]","""16/999""","100","[""CHM 224"", ""FLD TRIPS""]","30","""Immigratn, Race, Cult""","140","false","","2","""3/999""","""-1/999""","""C""","19962","[""MTThF 0100-0300PM"", ""W 0900-0330PM""]","""Research""","1996"
"19969","1.0","1298","[""SOAN""]","22","""1/999""","[""James Tallon""]","""6/999""","200","","999","""Modern IReland""","231","false","","2","""11/999""","""0/999""","""C""","19962","","""Research""","1996"
"19970","1.0","1316","[""SOAN""]","1","""0/999""","[""Bruce Nordstrom-Loeb""]","""0/999""","200","","999","""IS/Esl Education""","298","false","","2","""1/999""","""0/999""","""O""","19962","","""Research""","1996"
"19971","1.0","1320","[""SOAN""]","2","""0/999""","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19972","1.0","1325","[""SPAN""]","13","""9/999""","[""Thomas Waldemer""]","""2/999""","100","[""M 4""]","25","""Beginning Spanish II""","112","false","","2","""0/999""","""0/999""","""O""","19962","[""M-F 1040-1240PM""]","""Research""","1996"
"19973","1.0","1326","[""SPAN""]","11","""5/999""","[""Leon Narvaez""]","""3/999""","200","","18","""Inter Span/Costa Rica""","230","false","","2","""1/999""","""0/999""","""C""","19962","","""Research""","1996"
"19974","1.0","1328","[""SPAN""]","17","""0/999""","[""Frank L. Odd""]","""13/999""","200","","18","""Ad Inter Span-Ecuador""","233","false","","2","""2/999""","""0/999""","""C""","19962","","""Research""","1996"
"19975","1.0","1357","[""SWRK""]","17","""11/999""","[""Naurine Lennox""]","""4/999""","100","[""M 3""]","30","""I Want to Help People""","120","false","","2","""0/999""","""0/999""","""O""","19962","[""MTWF 1040-1240PM"", ""MTWF 0100-0300PM""]","""Research""","1996"
"19976","1.0","2449","[""SWRK""]","15","""1/999""","[""David Kuchera""]","""8/999""","200","[""H 215""]","30","""Beyond the Three R's""","236","false","","2","""5/999""","""0/999""","""O""","19962","[""M-Th 0800-1000""]","""Research""","1996"
"19977","1.0","1366","[""SWRK""]","2","""0/999""","[""Mary Carlsen""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19978","1.0","1366","[""SWRK""]","1","""0/999""","[""Naurine Lennox""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19979","1.0","1380","[""THEAT""]","21","""14/999""","[""Brian Bjorklund""]","""6/999""","100","[""KELSEY""]","30","""Prod Theater: Intro""","133","true","","2","""1/999""","""0/999""","""C""","19962","[""M-F 0900-0500PM"", ""M-F 0700-1000PM"", ""M-F 0100-0500PM""]","""Research""","1996"
"19980","1.0","2465","[""THEAT""]","21","""21/999""","[""Michael Maguire""]","""1/999""","100","[""SPT 216""]","25","""Women, Men, Comm""","165","false","","2","""3/999""","""0/999""","""C""","19962","[""M-Th 1100-0130PM""]","""Research""","1996"
"19981","1.0","1387","[""THEAT""]","19","""0/999""","[""William Sonnega""]","""6/999""","200","[""KELSEY""]","25","""Prod Theater: Advanced""","234","true","","2","""8/999""","""0/999""","""C""","19962","[""M-F 0900-0500PM"", ""M-F 0700-1000PM"", ""M-F 0100-0500PM""]","""Research""","1996"
"19983","1.0","1394","[""THEAT""]","2","""1/999""","[""William Sonnega""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19984","1.0","1394","[""THEAT""]","1","""0/999""","[""Kathleen Edelmayer""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19985","1.0","1394","[""THEAT""]","1","""0/999""","[""Larry Schnoor""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19986","1.0","1395","[""THEAT""]","1","""0/999""","[""Larry Schnoor""]","""0/999""","200","","999","""IS/Intercultural Comm""","298","false","","2","""1/999""","""0/999""","""O""","19962","","""Research""","1996"
"19987","1.0","1400","[""THEAT""]","1","""0/999""","[""Larry Schnoor""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""O""","19962","","""Research""","1996"
"19988","1.0","1400","[""THEAT""]","1","""0/999""","[""Kathleen Edelmayer""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19989","1.0","1401","[""THEAT""]","1","""0/999""","[""Brian Bjorklund""]","""0/999""","300","","999","""IR/Probs in Thtr Des""","398","false","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19990","1.0","1415","[""URBAN""]","","","[""Staff""]","","200","","","""Academic Internship""","294","true","","2","","","""O""","19962","","""Research""","1996"
"20025","1.0","1477","[""WMNST""]","1","""0/999""","[""Olivia Frey""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"20026","1.0","1478","[""WMNST""]","1","""0/999""","[""Charles Huff""]","""0/999""","200","","999","""IS/Pornography""","298","false","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"

