"clbid","credits","crsid","departments","enrolled","firsties","instructors","juniors","level","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","type","year"
"15634","1.0","2160","[""PHIL""]","20","""11/999""","[""Staff""]","""9/999""","100","23","""Philosophy of Poetry""","134","false","","2","""3/999""","""0/999""","""C""","19942","""Research""","1994"
"15635","1.0","2161","[""PHIL""]","25","""23/999""","[""Staff""]","""1/999""","100","23","""Ethics East and West""","152","false","","2","""0/999""","""0/999""","""C""","19942","""Research""","1994"
"15636","1.0","2162","[""PHIL""]","21","""16/999""","[""Staff""]","""2/999""","100","23","""Art Georgia O'keeffe""","155","false","","2","""5/999""","""0/999""","""C""","19942","""Research""","1994"
"15637","1.0","2164","[""PHIL""]","18","""1/999""","[""Staff""]","""16/999""","200","23","""Revolutionary Thinkng""","213","false","","2","""6/999""","""0/999""","""C""","19942","""Research""","1994"
"15638","1.0","976","[""PHIL""]","21","""2/999""","[""Staff""]","""10/999""","200","23","""Philosophy & Feminism""","245","false","","2","""11/999""","""0/999""","""C""","19942","""Research""","1994"
"15639","1.0","986","[""PHIL""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/Existentialism""","298","false","","2","""0/999""","""1/999""","""O""","19942","""Research""","1994"
"15640","1.0","989","[""PHIL""]","5","""1/999""","[""Staff""]","""4/999""","300","20","""Personal Turn/Ethics""","373","false","","2","""1/999""","""0/999""","""O""","19942","""Seminar""","1994"
"15641","1.0","1057","[""PETH""]","2","""0/999""","[""Staff""]","""0/999""","200","999","""Internship""","294","true","","2","""1/999""","""0/999""","""O""","19942","""Research""","1994"
"15642","1.0","1058","[""PETH""]","1","""1/999""","[""Staff""]","""2/999""","200","999","""IS/Erg Aids in Sports""","298","false","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15643","1.0","1058","[""PETH""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/Training Room Mgmt""","298","false","""A""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15644","1.0","1058","[""PETH""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/Fitness for Kids P""","298","false","""B""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15645","1.0","2219","[""PETH""]","10","""2/999""","[""Staff""]","""5/999""","300","12","""Adv Sport Medicine""","355","false","","2","""3/999""","""0/999""","""C""","19942","""Research""","1994"
"15646","1.0","2226","[""PHYS""]","8","""8/999""","[""Staff""]","""0/999""","100","24","""Light""","110","false","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15647","1.0","2228","[""PHYS""]","24","""23/999""","[""Staff""]","""0/999""","100","23","""Physics of Photogrphy""","120","false","","2","""0/999""","""0/999""","""C""","19942","""Research""","1994"
"15648","1.0","1086","[""PHYS""]","31","""3/999""","[""Staff""]","""8/999""","200","27","""Musical Acoustics""","252","false","","2","""16/999""","""0/999""","""C""","19942","""Research""","1994"
"15649","1.0","1088","[""PHYS""]","17","""6/999""","[""Staff""]","""10/999""","200","19","""Origin Nuclear Weapon""","254","false","","2","""3/999""","""0/999""","""C""","19942","""Research""","1994"
"15650","1.0","1109","[""PSCI""]","22","""18/999""","[""Staff""]","""3/999""","100","23","""Politics Human Rights""","117","false","","2","""2/999""","""0/999""","""C""","19942","""Research""","1994"
"15651","1.0","2243","[""PSCI""]","19","""4/999""","[""Staff""]","""13/999""","100","23","""Conservatism in Amer""","119","false","","2","""3/999""","""1/999""","""O""","19942","""Research""","1994"
"15652","1.0","2252","[""PSCI""]","5","""1/999""","[""Staff""]","""1/999""","200","23","""Agrarianism & Agripol""","234","false","","2","""3/999""","""0/999""","""O""","19942","""Research""","1994"
"15653","1.0","2254","[""PSCI""]","10","""1/999""","[""Staff""]","""6/999""","200","28","""Public Policy/Family""","237","false","","2","""5/999""","""0/999""","""O""","19942","""Research""","1994"
"15654","1.0","1139","[""PSCI""]","4","""0/999""","[""Staff""]","""3/999""","200","999","""Internship""","294","true","","2","""2/999""","""0/999""","""O""","19942","""Research""","1994"
"15655","1.0","1139","[""PSCI""]","4","""0/999""","[""Staff""]","""0/999""","200","999","""Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15656","1.0","1139","[""PSCI""]","2","""0/999""","[""Staff""]","""0/999""","200","999","""Internship""","294","true","""B""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15657","1.0","2270","[""PSCI""]","20","""4/999""","[""Staff""]","""2/999""","300","25","""The New Europe""","385","false","","2","""11/999""","""0/999""","""O""","19942","""Research""","1994"
"15658","1.0","1151","[""PSCI""]","1","""0/999""","[""Staff""]","""1/999""","300","999","""Internship""","394","true","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15659","1.0","1151","[""PSCI""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""Internship""","394","true","""A""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15660","1.0","2279","[""PSYCH""]","16","""1/999""","[""Staff""]","""9/999""","200","28","""Poverty Effect Child""","223","false","","2","""4/999""","""0/999""","""O""","19942","""Research""","1994"
"15661","1.0","2280","[""PSYCH""]","25","""17/999""","[""Staff""]","""0/999""","200","28","""Sleep and Dreaming""","224","false","","2","""11/999""","""0/999""","""C""","19942","""Research""","1994"
"15662","1.0","1157","[""PSYCH""]","12","""0/999""","[""Staff""]","""2/999""","200","13","""Listening Mind-Body""","225","false","","2","""11/999""","""0/999""","""C""","19942","""Research""","1994"
"15663","1.0","2287","[""PSYCH""]","18","""2/999""","[""Staff""]","""11/999""","200","28","""Psych of Leadership""","253","false","","2","""5/999""","""0/999""","""O""","19942","""Research""","1994"
"15664","1.0","2290","[""PSYCH""]","13","""2/999""","[""Staff""]","""5/999""","200","13","""Freudian/Buddhist Psy""","257","false","","2","""6/999""","""0/999""","""C""","19942","""Research""","1994"
"15665","1.0","1178","[""PSYCH""]","1","""1/999""","[""Staff""]","""0/999""","200","999","""Internship""","294","true","","2","""1/999""","""0/999""","""O""","19942","""Research""","1994"
"15666","1.0","2304","[""PSYCH""]","10","""0/999""","[""Staff""]","""4/999""","300","12","""Psychopharmacology""","380","false","","2","""8/999""","""0/999""","""C""","19942","""Research""","1994"
"15667","1.0","2311","[""PSYCH""]","11","""1/999""","[""Staff""]","""2/999""","300","30","""Placement Help Instit""","393","true","","2","""6/999""","""0/999""","""C""","19942","""Research""","1994"
"15668","1.0","2328","[""REL""]","38","""0/999""","[""Staff""]","""23/999""","200","35","""Jews and Christians""","247","false","","2","""12/999""","""0/999""","""C""","19942","""Research""","1994"
"15669","1.0","2320","[""REL""]","29","""4/999""","[""Staff""]","""10/999""","200","28","""Prayer and Praying""","257","false","","2","""14/999""","""0/999""","""C""","19942","""Research""","1994"
"15670","1.0","2340","[""REL""]","26","""4/999""","[""Staff""]","""0/999""","200","28","""The Holocaust""","258","false","","2","""24/999""","""0/999""","""C""","19942","""Research""","1994"
"15671","1.0","2341","[""REL""]","25","""7/999""","[""Staff""]","""0/999""","200","28","""Rel Autobiographies""","259","false","","2","""21/999""","""0/999""","""C""","19942","""Research""","1994"
"15672","1.0","2342","[""REL""]","30","""5/999""","[""Staff""]","""0/999""","200","28","""Adam, Eve & Serpent""","260","false","","2","""23/999""","""0/999""","""C""","19942","""Research""","1994"
"15673","1.0","1223","[""REL""]","20","""1/999""","[""Staff""]","""8/999""","200","21","""Religion/Culture/Rome""","261","false","","2","""10/999""","""0/999""","""C""","19942","""Research""","1994"
"15674","1.0","2349","[""REL""]","17","""3/999""","[""Staff""]","""6/999""","200","28","""Hindu-Christian Dialg""","268","false","","2","""11/999""","""0/999""","""O""","19942","""Research""","1994"
"15675","1.0","1239","[""REL""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/Existence of God""","298","false","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15676","1.0","1239","[""REL""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/Christianity-China""","298","false","""A""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15677","1.0","2421","[""SOAN""]","20","""0/999""","[""Staff""]","""12/999""","200","28","""Drugs/Alcohol Amer""","232","false","","2","""6/999""","""0/999""","""O""","19942","""Research""","1994"
"15678","1.0","1309","[""SOAN""]","18","""4/999""","[""Staff""]","""12/999""","200","23","""Primitive Societies""","249","false","","2","""7/999""","""0/999""","""C""","19942","""Research""","1994"
"15679","1.0","1316","[""SOAN""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/Chinese Matriline""","298","false","","2","""1/999""","""0/999""","""O""","19942","""Research""","1994"
"15680","1.0","1325","[""SPAN""]","16","""6/999""","[""Staff""]","""5/999""","100","23","""Beginning Spanish II""","112","false","","2","""5/999""","""0/999""","""O""","19942","""Research""","1994"
"15681","1.0","1326","[""SPAN""]","18","""5/999""","[""Staff""]","""10/999""","200","16","""Inter Span/Costa Rica""","230","false","","2","""1/999""","""0/999""","""C""","19942","""Research""","1994"
"15682","1.0","2445","[""SWRK""]","23","""11/999""","[""Staff""]","""7/999""","100","28","""Hiv/Aids in Our Lives""","122","false","","2","""1/999""","""0/999""","""C""","19942","""Research""","1994"
"15683","1.0","1366","[""SWRK""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""Internship""","294","true","","2","""1/999""","""0/999""","""O""","19942","""Research""","1994"
"15684","1.0","1380","[""THEAT""]","8","""3/999""","[""Staff""]","""1/999""","100","30","""Prod Theater: Intro""","133","true","","2","""0/999""","""0/999""","""C""","19942","""Research""","1994"
"15685","1.0","2463","[""THEAT""]","11","""4/999""","[""Staff""]","""3/999""","100","14","""Stage Combat""","136","false","","2","""4/999""","""0/999""","""O""","19942","""Research""","1994"
"15686","1.0","1387","[""THEAT""]","11","""6/999""","[""Staff""]","""2/999""","200","25","""Prod Theater: Advanced""","234","true","","2","""4/999""","""1/999""","""C""","19942","""Research""","1994"
"15687","1.0","2474","[""THEAT""]","8","""1/999""","[""Staff""]","""5/999""","200","23","""Intercultural Communi""","246","false","","2","""1/999""","""0/999""","""O""","19942","""Research""","1994"
"15688","1.0","1393","[""THEAT""]","11","""3/999""","[""Staff""]","""1/999""","200","28","""Intro to Playwriting""","275","false","","2","""2/999""","""0/999""","""O""","19942","""Research""","1994"
"15689","1.0","1394","[""THEAT""]","2","""0/999""","[""Staff""]","""0/999""","200","999","""Internship""","294","true","","2","""2/999""","""0/999""","""O""","19942","""Research""","1994"
"15690","1.0","1395","[""THEAT""]","1","""0/999""","[""Staff""]","""1/999""","200","999","""IS/Non-Verbal Communi""","298","false","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15691","1.0","1395","[""THEAT""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/Adv Stage Combat""","298","false","""A""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15692","1.0","1395","[""THEAT""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/Comm-Grp Relations""","298","false","""B""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15693","1.0","2485","[""THEAT""]","7","""1/999""","[""Staff""]","""1/999""","300","20","""Freedom of Expression""","386","false","","2","""7/999""","""0/999""","""O""","19942","""Research""","1994"
"15694","1.0","1400","[""THEAT""]","2","""1/999""","[""Staff""]","""0/999""","300","999","""Internship""","394","true","","2","""1/999""","""0/999""","""O""","19942","""Research""","1994"
"15695","1.0","1400","[""THEAT""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""Internship""","394","true","""A""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15696","1.0","1401","[""THEAT""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""IR/Women-Broadcasting""","398","false","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15697","1.0","1401","[""THEAT""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""IR/Role of Org in Imp""","398","false","""A""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"

