"clbid","credits","crsid","departments","enrolled","firsties","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"22180","1.0","32","[""ART""]","45","""17/999""","","","[""Matthew Rohn""]","""8/8""","100","[""FH 01""]","50","""Renaissance--Present""","151","false","","3","""5/5""","""17/15""","""O""","19973","[""MWF 0200-0255PM""]","""Research""","1997"
"22181","1.0","34","[""ART""]","27","""0/999""","","","[""Wendell Arneson""]","""13/13""","200","[""FH AB""]","22","""Watercolor Painting""","232","false","","3","""1/4""","""9/8""","""C""","19973","[""MWF 1255-0255PM""]","""Research""","1997"
"22182","1.0","36","[""ART""]","12","""0/999""","","","[""John Saurer""]","""3/6""","200","[""FH 18""]","10","""Sculpt: Direct Metal""","234","false","","3","""0/2""","""8/7""","""C""","19973","[""TTh 1145-0245PM""]","""Research""","1997"
"22185","1.0","43","[""ART""]","19","""0/999""","","","[""Mary Griep""]","""10/10""","200","[""FH 40""]","20","""Figure Drawing""","242","false","","3","""2/2""","""6/8""","""O""","19973","[""MWF 0800-1000""]","""Research""","1997"
"22186","1.0","45","[""ART""]","22","""1/999""","","","[""Ron Gallas""]","""3/8""","200","[""FH 19""]","15","""Ceramics""","244","false","","3","""4/4""","""10/8""","""C""","19973","[""TTh 1145-0245PM""]","""Research""","1997"
"22187","1.0","52","[""ART""]","42","""0/999""","","","[""Matthew Rohn""]","""15/20""","200","[""FH 01""]","50","""Art Since 1945""","253","false","","3","""10/10""","""20/25""","""O""","19973","[""MWF 1045-1140""]","""Research""","1997"
"22188","1.0","61","[""ART""]","32","""2/999""","","","[""A. Malcolm Gimse""]","""5/26""","200","[""FH 01""]","50","""Art of India/SE Asia""","265","false","","3","""9/15""","""12/36""","""O""","19973","[""MWF 1255-0150PM""]","""Research""","1997"
"22189","1.0","1510","[""ART""]","13","""1/999""","","","[""Perette Michelli""]","""2/15""","200","[""FH 01""]","30","""Ital Arch Ren-Rococo""","267","false","","3","""5/5""","""4/23""","""O""","19973","[""MWF 0905-1000""]","""Research""","1997"
"22190","1.0","66","[""ART""]","2","""0/999""","","","[""Perette Michelli""]","""2/10""","200","[""SEM RM""]","10","""Topics in Art History""","275","false","","3","""0/2""","""1/999""","""O""","19973","[""TTh 0120-0245PM""]","""Topic""","1997"
"22192","1.0","68","[""ART""]","1","""0/999""","","","[""A. Malcolm Gimse""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22193","1.0","69","[""ART""]","1","""0/999""","","","[""Ron Gallas""]","""-1/999""","200","","999","""IS/Ceramic Tea Sets""","298","false","","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22194","1.0","69","[""ART""]","1","""0/999""","","","[""Wendell Arneson""]","""0/999""","200","","999","""IS/Adv Painting""","298","false","""A""","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22195","1.0","69","[""ART""]","1","""0/999""","","","[""Margaret Ojala"", ""Matthew Rohn""]","""0/999""","200","","999","""IS/Photographic Theor""","298","false","""B""","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22196","1.0","69","[""ART""]","1","""0/999""","","","[""A. Malcolm Gimse""]","""0/999""","200","","999","""IS/Raka Pottery & Zen""","298","false","""C""","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22197","1.0","69","[""ART""]","1","""0/999""","","","[""Wendell Arneson""]","""0/999""","200","","999","""IS/Mix Media Drawing""","298","false","""D""","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22198","1.0","1514","[""ART""]","4","""0/999""","","","[""Mary Griep""]","""3/999""","300","[""FH 40""]","5","""Figure Drawing II""","342","false","","3","""0/999""","""0/999""","""O""","19973","[""MWF 0800-1000""]","""Research""","1997"
"22199","1.0","71","[""ART""]","24","""0/999""","","","[""Staff""]","""1/999""","300","[""FH 01""]","35","""Senior Studies-Studio""","393","false","","3","""23/35""","""0/999""","""O""","19973","[""Th 0700-1000PM""]","""Research""","1997"
"22200","1.0","74","[""ART""]","9","""0/999""","","","[""Perette Michelli""]","""1/999""","300","[""FH SEM""]","20","""Sr Studies-Art Hist""","395","false","","3","""7/20""","""0/999""","""O""","19973","[""TTh 0120-0245PM""]","""Research""","1997"
"22201","1.0","75","[""ART""]","1","""0/999""","","","[""John Saurer""]","""0/999""","300","","999","""IR/Art & Environment""","398","false","","3","""0/999""","""1/999""","""O""","19973","","""Research""","1997"
"22202","1.0","75","[""ART""]","1","""0/999""","","","[""Margaret Ojala""]","""0/999""","300","","999","""IR/Advanced Photo""","398","false","""A""","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22203","1.0","78","[""ASIAN""]","23","""7/999""","","","[""Phyllis Hyland Larson""]","""3/999""","100","[""MFH 230""]","30","""Asian Cultures""","121","false","","3","""2/999""","""3/999""","""O""","19973","[""TTh 1145-0110PM""]","""Research""","1997"
"22204","1.0","94","[""ASIAN""]","1","""0/999""","","","[""Richard Bodman""]","""0/999""","200","","999","""IS/Advanced Topics""","298","false","","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22205","1.0","94","[""ASIAN""]","1","""0/999""","","","[""Gia Someya""]","""0/999""","200","","999","""IS/Jpnese Semester""","298","false","""A""","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22206","1.0","94","[""ASIAN""]","1","""0/999""","","","[""Robert Entenmann""]","""0/999""","200","","999","""IS/A Hmong Life""","298","false","""B""","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22207","1.0","97","[""ASIAN""]","1","""0/999""","","","[""Xun Pomponio""]","""0/999""","300","","999","""IR/Asian St Sr Sem""","398","false","","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22208","1.0","100","[""BIO""]","20","""2/999""","","","[""David Van Wylen""]","""10/999""","100","[""SC 280"", ""SC 273""]","24","""Biological Science""","121","false","""A""","3","""2/999""","""10/999""","""O""","19973","[""MWF 0905-1000"", ""T 0800-1000""]","""Research""","1997"
"22209","1.0","100","[""BIO""]","18","""8/999""","","","[""David Van Wylen""]","""5/999""","100","[""SC 280"", ""SC 273""]","24","""Biological Science""","121","false","""B""","3","""2/999""","""9/999""","""O""","19973","[""MWF 0905-1000"", ""T 1145-0145PM""]","""Research""","1997"
"22210","1.0","100","[""BIO""]","24","""0/999""","","","[""David Van Wylen""]","""14/999""","100","[""SC 280"", ""SC 273""]","24","""Biological Science""","121","false","""C""","3","""4/999""","""6/999""","""C""","19973","[""MWF 0905-1000"", ""T 0300-0500PM""]","""Research""","1997"
"22211","1.0","108","[""BIO""]","24","""12/999""","","","[""Michael Swift""]","""2/999""","100","[""SC 278"", ""SC 211""]","24","""Organismic Biology""","126","false","""A""","3","""0/999""","""11/999""","""C""","19973","[""MWF 0800-0855"", ""T 0800-1030""]","""Research""","1997"
"22212","1.0","108","[""BIO""]","25","""14/999""","","","[""Michael Swift""]","""0/999""","100","[""SC 278"", ""SC 211""]","24","""Organismic Biology""","126","false","""B""","3","""0/999""","""7/999""","""C""","19973","[""MWF 0800-0855"", ""T 0300-0530PM""]","""Research""","1997"
"22213","1.0","108","[""BIO""]","19","""6/999""","","","[""Louis Henry Kermott""]","""0/999""","100","[""SC 278"", ""SC 211""]","24","""Organismic Biology""","126","false","""D""","3","""0/999""","""11/999""","""O""","19973","[""MWF 1045-1140"", ""M 1255-0325PM""]","""Research""","1997"
"22214","1.0","108","[""BIO""]","23","""9/999""","","","[""Louis Henry Kermott""]","""0/999""","100","[""SC 278"", ""SC 211""]","24","""Organismic Biology""","126","false","""E""","3","""0/999""","""16/999""","""O""","19973","[""MWF 1045-1140"", ""T 1145-0215PM""]","""Research""","1997"
"22215","1.0","108","[""BIO""]","19","""13/999""","","","[""Louis Henry Kermott""]","""0/999""","100","[""SC 278"", ""SC 211""]","24","""Organismic Biology""","126","false","""F""","3","""1/999""","""5/999""","""O""","19973","[""MWF 1045-1140"", ""Th 0800-1030""]","""Research""","1997"
"22219","1.0","118","[""BIO""]","23","""0/999""","","","[""Staff""]","""0/999""","200","","24","""Terrestrial Ecology""","226","false","","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22220","1.0","119","[""BIO""]","20","""0/999""","","","[""Kristen Pritchard""]","""3/999""","200","[""SC 280"", ""SC 263""]","24","""Microbiology""","231","false","""A""","3","""8/999""","""7/999""","""O""","19973","[""MWF 1045-1140"", ""T 1200-0300PM""]","""Research""","1997"
"22221","1.0","119","[""BIO""]","20","""0/999""","","","[""Kristen Pritchard""]","""5/999""","200","[""SC 280"", ""SC 263""]","24","""Microbiology""","231","false","""B""","3","""1/999""","""2/999""","""O""","19973","[""MWF 1045-1140"", ""W 0200-0500PM""]","""Research""","1997"
"22222","1.0","119","[""BIO""]","18","""0/999""","","","[""Kristen Pritchard""]","""3/999""","200","[""SC 280"", ""SC 263""]","24","""Microbiology""","231","false","""C""","3","""2/999""","""8/999""","""O""","19973","[""MWF 1045-1140"", ""Th 0120-0420PM""]","""Research""","1997"
"22223","1.0","122","[""BIO""]","15","""0/999""","","","[""Paul Cabe""]","""10/999""","200","[""SC 280"", ""SC 229""]","24","""Intermediate Genetics""","233","false","""A""","3","""1/999""","""6/999""","""O""","19973","[""MWF 1150-1245PM"", ""W 0200-0500PM""]","""Research""","1997"
"22224","1.0","122","[""BIO""]","16","""0/999""","","","[""Paul Cabe""]","""11/999""","200","[""SC 280"", ""SC 229""]","24","""Intermediate Genetics""","233","false","""B""","3","""2/999""","""5/999""","""O""","19973","[""MWF 1150-1245PM"", ""Th 0800-1100""]","""Research""","1997"
"22225","1.0","122","[""BIO""]","14","""0/999""","","","[""Paul Cabe""]","""8/999""","200","[""SC 280"", ""SC 229""]","24","""Intermediate Genetics""","233","false","""C""","3","""1/999""","""6/999""","""O""","19973","[""MWF 1150-1245PM"", ""Th 0200-0500PM""]","""Research""","1997"
"22226","1.0","1535","[""BIO""]","11","""0/999""","","","[""Anne Walter""]","""13/999""","200","[""SC 274"", ""SC 227""]","16","""Cell Physiology""","241","false","""A""","3","""2/999""","""1/999""","""O""","19973","[""MWF 0800-0855"", ""Th 0800-1100""]","""Research""","1997"
"22227","1.0","1535","[""BIO""]","14","""0/999""","","","[""Anne Walter""]","""8/999""","200","[""SC 274"", ""SC 227""]","16","""Cell Physiology""","241","false","""B""","3","""8/999""","""0/999""","""O""","19973","[""MWF 0800-0855"", ""Th 0120-0420PM""]","""Research""","1997"
"22228","1.0","124","[""BIO""]","23","""0/999""","","","[""Eugene Bakko""]","""0/999""","200","[""SC 278"", ""SC 269""]","16","""Vertebrate Biology""","242","false","""A""","3","""16/999""","""0/999""","""C""","19973","[""TTh 0800-0925"", ""T 0120-0420PM""]","""Research""","1997"
"22229","1.0","124","[""BIO""]","16","""0/999""","","","[""Eugene Bakko""]","""0/999""","200","[""SC 278"", ""SC 269""]","16","""Vertebrate Biology""","242","false","""B""","3","""16/999""","""0/999""","""C""","19973","[""TTh 0800-0925"", ""Th 0120-0420PM""]","""Research""","1997"
"22230","1.0","124","[""BIO""]","11","""0/999""","","","[""Eugene Bakko""]","""0/999""","200","[""SC 278"", ""SC 269""]","999","""Vertebrate Biology""","242","false","""C""","3","""0/999""","""0/999""","""O""","19973","[""TTh 0800-0925"", ""F 0200-0400PM""]","""Research""","1997"
"22231","1.0","134","[""BIO""]","7","""0/999""","","","[""John Giannini""]","""7/999""","200","[""SC 274"", ""SC 227""]","16","""Plant Physiology""","251","false","""A""","3","""2/999""","""0/999""","""O""","19973","[""MWF 1045-1140"", ""M 1255-0355PM""]","""Research""","1997"
"22232","1.0","134","[""BIO""]","5","""0/999""","","","[""John Giannini""]","""2/999""","200","[""SC 274"", ""SC 227""]","16","""Plant Physiology""","251","false","""B""","3","""2/999""","""1/999""","""O""","19973","[""MWF 1045-1140"", ""T 0120-0420PM""]","""Research""","1997"
"22236","1.0","153","[""BIO""]","1","""0/999""","","","[""Louis Henry Kermott""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22237","1.0","154","[""BIO""]","1","""0/999""","","","[""Theodore Johnson""]","""0/999""","200","","999","""IS/Immunology""","298","false","","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22238","1.0","154","[""BIO""]","1","""0/999""","","","[""Theodore Johnson""]","""0/999""","200","","999","""IS/Psychoneuro Immun""","298","false","""A""","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22239","1.0","159","[""BIO""]","10","""0/999""","","","[""Lauri Sammartano""]","""3/999""","300","[""SC 274"", ""SC 229""]","12","""Molecular Biology""","364","false","","3","""9/999""","""0/999""","""O""","19973","[""TTh 0935-1100"", ""T 0120-0420PM""]","""Research""","1997"
"22240","1.0","164","[""BIO""]","11","""0/999""","","","[""Eric Cole""]","""2/999""","300","[""SC 274"", ""SC 253""]","12","""Developmental Biology""","372","false","""A""","3","""7/999""","""0/999""","""O""","19973","[""TTh 1145-0110PM"", ""W 0200-0500PM""]","""Research""","1997"
"22241","1.0","164","[""BIO""]","9","""0/999""","","","[""Eric Cole""]","""6/999""","300","[""SC 274"", ""SC 253""]","12","""Developmental Biology""","372","false","""B""","3","""6/999""","""0/999""","""O""","19973","[""TTh 1145-0110PM"", ""Th 0120-0420PM""]","""Research""","1997"
"22242","1.0","172","[""BIO""]","5","""0/999""","","","[""John Giannini""]","""1/999""","300","[""SC 210""]","16","""Top: Stress Biology""","391","false","","3","""4/999""","""0/999""","""O""","19973","[""Th 0120-0420PM""]","""Topic""","1997"
"22243","1.0","175","[""BIO""]","2","""0/999""","","","[""Eric Cole""]","""2/999""","300","","999","""IR/Cyto Genetics""","398","false","","3","""2/999""","""0/999""","""O""","19973","","""Research""","1997"
"22244","1.0","175","[""BIO""]","2","""0/999""","","","[""Paul Cabe""]","""0/999""","300","","999","""IR/Tech of Molec Ecol""","398","false","""A""","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22245","1.0","175","[""BIO""]","1","""0/999""","","","[""Lauri Sammartano""]","""0/999""","300","","999","""IR/Molecular Stress""","398","false","""B""","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22246","1.0","175","[""BIO""]","1","""0/999""","","","[""Lauri Sammartano""]","""0/999""","300","","999","""IR/Mastitis & Resist""","398","false","""C""","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22247","1.0","175","[""BIO""]","1","""0/999""","","","[""David Van Wylen""]","""0/999""","300","","999","""IR/Myocardialischemia""","398","false","""D""","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22248","1.0","175","[""BIO""]","1","""0/999""","","","[""Louis Henry Kermott""]","""0/999""","300","","999","""IR/Wrgn Song Behavior""","398","false","""E""","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22249","1.0","175","[""BIO""]","1","""0/999""","","","[""Louis Henry Kermott""]","""0/999""","300","","999","""IR/Avian Repro Behav""","398","false","""F""","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22250","1.0","182","[""CHEM""]","38","""32/999""","","","[""Wesley Pearson""]","""3/999""","100","[""SC 378""]","48","""Fundamentls of Chem""","111","false","","3","""3/999""","""4/999""","""O""","19973","[""TTh 0935-1100""]","""Research""","1997"
"22251","0.0","183","[""CHEM""]","21","""24/999""","","","[""Beth Abdella""]","""2/999""","100","[""SC 371""]","24","""Fundamentls Chem/Lab""","111","false","""A""","3","""1/999""","""1/999""","""O""","19973","[""Th 1145-0245PM""]","""Lab""","1997"
"22252","0.0","183","[""CHEM""]","17","""8/999""","","","[""Paul T. Jackson""]","""1/999""","100","[""SC 378/371""]","24","""Fundamentls Chem/Lab""","111","false","""B""","3","""2/999""","""3/999""","""O""","19973","[""F 0200-0500PM""]","""Lab""","1997"
"22253","1.0","1550","[""CHEM""]","18","""1/999""","","","[""Gail Carlson""]","""9/999""","100","[""SC 310""]","999","""Elem Bio-Organic Chem""","122","false","","3","""4/999""","""5/999""","""O""","19973","[""TTh 0800-0925""]","""Research""","1997"
"22254","0.0","1551","[""CHEM""]","17","""1/999""","","","[""Gail Carlson""]","""9/999""","100","[""SC 371/310""]","999","""Elem Bio-Org Chem/Lab""","122","false","","3","""4/999""","""5/999""","""O""","19973","[""W 0200-0500PM""]","""Lab""","1997"
"22255","1.0","194","[""CHEM""]","41","""43/999""","","","[""Robert Hanson""]","""1/999""","100","[""SC 378""]","55","""Chemical Reactions""","126","false","""A""","3","""0/999""","""9/999""","""O""","19973","[""MWF 0800-0855""]","""Research""","1997"
"22256","0.0","195","[""CHEM""]","17","""18/999""","","","[""Mary Walczak""]","""1/999""","100","[""SC 374/363""]","24","""Chem Reactions/Lab""","126","false","""A""","3","""0/999""","""1/999""","""O""","19973","[""M 0200-0500PM""]","""Lab""","1997"
"22257","1.0","194","[""CHEM""]","31","""34/999""","","","[""Mary Walczak""]","""1/999""","100","[""SC 378""]","48","""Chemical Reactions""","126","false","""B""","3","""0/999""","""2/999""","""O""","19973","[""MWF 0905-1000""]","""Research""","1997"
"22258","0.0","195","[""CHEM""]","26","""23/999""","","","[""Mary Walczak""]","""0/999""","100","[""SC 374/363""]","24","""Chem Reactions/Lab""","126","false","""B""","3","""0/999""","""2/999""","""C""","19973","[""T 0800-1100""]","""Lab""","1997"
"22259","1.0","194","[""CHEM""]","51","""36/999""","","","[""Gary Miessler""]","""0/999""","100","[""SC 378""]","45","""Chemical Reactions""","126","false","""C""","3","""5/999""","""20/999""","""C""","19973","[""MWF 1045-1140""]","""Research""","1997"
"22260","0.0","195","[""CHEM""]","24","""19/999""","","","[""Robert Hanson""]","""1/999""","100","[""SC 374/363""]","12","""Chem Reactions/Lab""","126","false","""C""","3","""4/999""","""4/999""","""C""","19973","[""T 1145-0245PM""]","""Lab""","1997"
"22261","1.0","194","[""CHEM""]","53","""42/999""","","","[""Beth Abdella""]","""3/999""","100","[""SC 378""]","55","""Chemical Reactions""","126","false","""D""","3","""1/999""","""11/999""","""C""","19973","[""MWF 1150-1245PM""]","""Research""","1997"
"22262","0.0","195","[""CHEM""]","19","""18/999""","","","[""Mary Walczak""]","""-1/999""","100","[""SC 374/363""]","18","""Chem Reactions/Lab""","126","false","""D""","3","""2/999""","""9/999""","""C""","19973","[""T 0300-0600PM""]","""Lab""","1997"
"22263","0.0","195","[""CHEM""]","25","""18/999""","","","[""Beth Abdella""]","""1/999""","100","[""SC 374/363""]","24","""Chem Reactions/Lab""","126","false","""E""","3","""0/999""","""5/999""","""C""","19973","[""W 0200-0500PM""]","""Lab""","1997"
"22264","0.0","195","[""CHEM""]","26","""16/999""","","","[""Gary Miessler""]","""0/999""","100","[""SC 374/363""]","10","""Chem Reactions/Lab""","126","false","""F""","3","""0/999""","""11/999""","""C""","19973","[""Th 0800-1100""]","""Lab""","1997"
"22265","0.0","195","[""CHEM""]","23","""19/999""","","","[""Mary Walczak""]","""3/999""","100","[""SC 374/363""]","12","""Chem Reactions/Lab""","126","false","""G""","3","""0/999""","""6/999""","""C""","19973","[""Th 1145-0245PM""]","""Lab""","1997"
"22266","0.0","195","[""CHEM""]","15","""20/999""","","","[""Robert Hanson""]","""0/999""","100","[""SC 374/363""]","24","""Chem Reactions/Lab""","126","false","""H""","3","""0/999""","""4/999""","""O""","19973","[""F 0200-0500PM""]","""Lab""","1997"
"22267","1.0","197","[""CHEM""]","37","""0/999""","","","[""Gary O. Spessard""]","""14/999""","200","[""SC 282""]","999","""Organic Chemistry""","248","false","""A""","3","""5/999""","""27/999""","""O""","19973","[""MWF 0800-0855""]","""Research""","1997"
"22268","1.0","197","[""CHEM""]","61","""0/999""","","","[""Wesley Pearson""]","""6/999""","200","[""SC 282""]","999","""Organic Chemistry""","248","false","""B""","3","""3/999""","""56/999""","""O""","19973","[""MWF 0905-1000""]","""Research""","1997"
"22269","0.25","200","[""CHEM""]","20","""0/999""","","","[""Wesley Pearson""]","""9/999""","200","[""SC 378/311""]","24","""Synthesis Lab""","254","true","""A""","3","""1/999""","""14/999""","""O""","19973","[""M 0200-0500PM""]","""Lab""","1997"
"22270","0.25","200","[""CHEM""]","21","""0/999""","","","[""Gary O. Spessard""]","""3/999""","200","[""SC 378/311""]","10","""Synthesis Lab""","254","true","""B""","3","""0/999""","""18/999""","""C""","19973","[""T 0800-1100""]","""Lab""","1997"
"22271","0.25","200","[""CHEM""]","21","""0/999""","","","[""Wesley Pearson""]","""4/999""","200","[""SC 378/311""]","10","""Synthesis Lab""","254","true","""C""","3","""5/999""","""14/999""","""C""","19973","[""T 0120-0420PM""]","""Lab""","1997"
"22272","0.25","200","[""CHEM""]","22","""0/999""","","","[""Wesley Pearson""]","""4/999""","200","[""SC 378/311""]","24","""Synthesis Lab""","254","true","""D""","3","""2/999""","""15/999""","""O""","19973","[""W 0200-0500PM""]","""Lab""","1997"
"22273","0.25","200","[""CHEM""]","19","""0/999""","","","[""Robert Hanson""]","""0/999""","200","[""SC 378/311""]","24","""Synthesis Lab""","254","true","""E""","3","""0/999""","""18/999""","""O""","19973","[""Th 0800-1100""]","""Lab""","1997"
"22274","1.0","201","[""CHEM""]","28","""0/999""","","","[""John Walters""]","""20/999""","200","[""SC 129""]","32","""Analytical Chem""","255","false","","3","""6/999""","""6/999""","""O""","19973","[""TTh 0935-1100""]","""Research""","1997"
"22275","0.25","202","[""CHEM""]","14","""0/999""","","","[""John Walters""]","""12/999""","200","[""SC 321""]","16","""Analytical Lab""","256","true","""A""","3","""1/999""","""2/999""","""O""","19973","[""T 0120-0520PM""]","""Lab""","1997"
"22276","0.25","202","[""CHEM""]","14","""0/999""","","","[""John Walters""]","""8/999""","200","[""SC 321""]","16","""Analytical Lab""","256","true","""B""","3","""5/999""","""4/999""","""O""","19973","[""W 1255-0500PM""]","""Lab""","1997"
"22277","0.25","1554","[""CHEM""]","13","""0/999""","","","[""George L. Hardgrove""]","""9/999""","200","[""SC 329""]","12","""Physical Lab""","257","true","""A""","3","""3/999""","""1/999""","""C""","19973","[""T 0120-0520PM""]","""Lab""","1997"
"22278","0.25","1554","[""CHEM""]","4","""0/999""","","","[""George L. Hardgrove""]","""2/999""","200","[""SC 329""]","16","""Physical Lab""","257","true","""B""","3","""3/999""","""0/999""","""O""","19973","[""W 1255-0500PM""]","""Lab""","1997"
"22279","1.0","204","[""CHEM""]","1","""0/999""","","","[""Gail Carlson""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22280","1.0","205","[""CHEM""]","1","""0/999""","","","[""Mary Walczak""]","""0/999""","200","","999","""IS/Renewable Energy""","298","false","","3","""1/999""","""0/999""","""O""","19973","","""Research""","1997"
"22281","1.0","205","[""CHEM""]","1","""0/999""","","","[""Gary O. Spessard""]","""0/999""","200","","999","""IS/Advan Organic Chem""","298","false","""A""","3","""0/999""","""0/999""","""O""","19973","","""Research""","1997"
"22282","1.0","207","[""CHEM""]","17","""0/999""","","","[""Robert Weinstock-Collins""]","""12/999""","300","[""SC 374""]","999","""Chemical Dynamics""","371","false","","3","""6/999""","""1/999""","""O""","19973","[""MWF 1045-1140""]","""Research""","1997"
"22283","1.0","208","[""CHEM""]","9","""0/999""","","","[""George L. Hardgrove""]","""4/999""","300","","999","""Molecular Structure""","372","false","","3","""6/999""","""0/999""","""O""","19973","","""Research""","1997"
"22284","0.25","210","[""CHEM""]","3","""0/999""","","","[""Gary O. Spessard""]","""0/999""","300","[""SC 340""]","999","""Adv Synthesis Lab""","374","true","","3","""3/999""","""0/999""","""O""","19973","[""Th 0120-0420PM""]","""Lab""","1997"
"22285","0.25","211","[""CHEM""]","2","""0/999""","","","[""Gary Miessler""]","""0/999""","300","","999","""Advanced Lab""","375","true","","3","""1/999""","""0/999""","""O""","19973","","""Lab""","1997"
"22286","0.25","212","[""CHEM""]","5","""0/999""","","","[""George L. Hardgrove""]","""2/999""","300","[""SC 321""]","12","""Spectro-Crystallo Lab""","376","true","","3","""2/999""","""0/999""","""O""","19973","[""M 0200-0500PM""]","""Lab""","1997"
"22287","1.0","218","[""CHEM""]","14","""0/999""","","","[""Gail Carlson""]","""4/999""","300","[""SC 374""]","999","""Metabolic Biochem""","385","false","","3","""10/999""","""0/999""","""O""","19973","[""MWF 0905-1000""]","""Research""","1997"
"22288","1.0","219","[""CHEM""]","11","""0/999""","","","[""Gary Miessler""]","""4/999""","300","[""SC 374""]","999","""Adv Inorganic Chem""","386","false","","3","""4/999""","""0/999""","""O""","19973","[""MWF 1150-1245PM""]","""Research""","1997"
