"clbid","credits","crsid","departments","enrolled","firsties","gereqs","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"7949","1.0","498","[""GE""]","18","""0/999""","","","[""David Wee""]","""0/999""","100","[""RML 420"", ""RML 420""]","18","""First-Year Writing""","111","false","""I""","1","""0/999""","""0/999""","""C""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"7950","1.0","498","[""GE""]","17","""0/999""","","","[""Mary V. Winstead""]","""0/999""","100","[""SC 182"", ""SC 182""]","18","""First-Year Writing""","111","false","""J""","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"7951","1.0","498","[""GE""]","20","""1/999""","","","[""Mark Allister""]","""0/999""","100","[""RML 421"", ""RML 421""]","18","""First-Year Writing""","111","false","""K""","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"7952","1.0","498","[""GE""]","19","""0/999""","","","[""Carol Holly""]","""0/999""","100","[""RML 420"", ""RML 420""]","18","""First-Year Writing""","111","false","""L""","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"7953","1.0","498","[""GE""]","18","""0/999""","","","[""Eliot K. Wilson""]","""0/999""","100","[""RML 577"", ""RML 577""]","18","""First-Year Writing""","111","false","""M""","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"7954","1.0","498","[""GE""]","19","""0/999""","","","[""Jon Eric Nelson""]","""0/999""","100","[""RML 421"", ""RML 421""]","18","""First-Year Writing""","111","false","""N""","1","""0/999""","""0/999""","""C""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"7955","1.0","498","[""GE""]","16","""0/999""","","","[""Mary V. Winstead""]","""0/999""","100","[""SC 182"", ""SC 182""]","18","""First-Year Writing""","111","false","""O""","1","""0/999""","""0/999""","""C""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"7956","1.0","498","[""GE""]","18","""0/999""","","","[""Mark Allister""]","""0/999""","100","[""BMC 109"", ""BMC 109""]","18","""First-Year Writing""","111","false","""P""","1","""0/999""","""0/999""","""C""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"7957","1.0","498","[""GE""]","18","""1/999""","","","[""Mary V. Winstead""]","""0/999""","100","[""RML 421"", ""RML 421""]","18","""First-Year Writing""","111","false","""Q""","1","""0/999""","""0/999""","""C""","20041","[""T 0800-0925"", ""Th 0800-0920""]","""Research""","2004"
"7958","1.0","504","[""GERM""]","17","""19/999""","","","[""Lavern Rippley""]","""0/999""","100","[""OM 015""]","40","""Beginning German I""","111","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0800-0855""]","""Research""","2004"
"7959","1.0","504","[""GERM""]","16","""0/999""","","","[""Karen R. Achberger""]","""0/999""","100","[""OM 035""]","25","""Beginning German I""","111","false","""B""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0800-0855""]","""Research""","2004"
"7960","1.0","505","[""GERM""]","24","""18/999""","","","[""Karl Fink""]","""0/999""","100","[""OM 004""]","30","""Beginning German II""","112","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 0800-0855""]","""Research""","2004"
"7961","1.0","508","[""GERM""]","0","""5/999""","","","[""Karen R. Achberger""]","""0/999""","200","[""OM 035""]","30","""Intermed German I""","231","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855""]","""Research""","2004"
"7962","1.0","508","[""GERM""]","18","""9/999""","","","[""Karl Fink""]","""0/999""","200","[""OM 004""]","30","""Intermed German I""","231","false","""B""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0905-1000""]","""Research""","2004"
"7963","1.0","508","[""GERM""]","11","""3/999""","","","[""Karen R. Achberger""]","""0/999""","200","[""OM 035""]","30","""Intermed German I""","231","false","""C""","1","""0/999""","""0/999""","""O""","20041","[""MWF 1045-1140""]","""Research""","2004"
"7964","1.0","509","[""GERM""]","12","""11/999""","","","[""Lavern Rippley""]","""0/999""","200","[""OM 035""]","30","""Intermed German II""","232","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0905-1000""]","""Research""","2004"
"7965","1.0","509","[""GERM""]","15","""0/999""","","","[""Karl Fink""]","""0/999""","200","[""OM 004""]","14","""Intermed German II""","232","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"7966","1.0","514","[""GERM""]","15","""9/999""","","","[""Lavern Rippley""]","""0/999""","200","[""OM 035""]","30","""Speaking German""","250","false","","1","""0/999""","""0/999""","""O""","20041","[""MTh 0700-0830PM""]","""Research""","2004"
"7967","1.0","515","[""GERM""]","10","""2/999""","","","[""Karen R. Achberger""]","""0/999""","200","[""OM 035""]","30","""Understg Narratives""","251","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"7968","1.0","520","[""GERM""]","8","""0/999""","","","[""Monika Albrecht""]","""0/999""","200","[""OM 035"", ""OM 035""]","30","""Top: Colonial/Post-Col""","272","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Topic""","2004"
"7969","1.0","522","[""GERM""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7970","1.0","523","[""GERM""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7971","1.0","526","[""GERM""]","6","""0/999""","","","[""Monika Albrecht""]","""0/999""","300","[""OM 011""]","30","""Top: Exoticism/Racism""","372","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 1255-0150PM""]","""Topic""","2004"
"7972","1.0","529","[""GERM""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7973","1.0","530","[""GERM""]","1","""0/999""","","","[""Lavern Rippley""]","""0/999""","300","","999","""IR/German Americana""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7974","1.0","530","[""GERM""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7975","1.0","530","[""GERM""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""B""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7976","1.0","531","[""GCON""]","23","""-1/999""","","","[""Jolene Barjasteh""]","""0/999""","100","[""STEENSLAND""]","23","""Greeks and Hebrews""","113","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"7977","1.0","531","[""GCON""]","23","""0/999""","","","[""Diana Postlethwaite""]","""0/999""","100","[""STEENSLAND""]","23","""Greeks and Hebrews""","113","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"7978","1.0","531","[""GCON""]","23","""0/999""","","","[""Edmund Santurri""]","""0/999""","100","[""STEENSLAND""]","23","""Greeks and Hebrews""","113","false","""C""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"7979","1.0","531","[""GCON""]","22","""0/999""","","","[""J. L. Carrington""]","""0/999""","100","[""HH 514""]","23","""Greeks and Hebrews""","113","false","""D""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"7980","1.0","534","[""GCON""]","19","""0/999""","","","[""Rebecca Judge""]","""0/999""","200","[""HH 302""]","23","""New Forces of Secular""","217","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"7981","1.0","534","[""GCON""]","20","""0/999""","","","[""Colin Wells""]","""0/999""","200","[""STEENSLAND""]","23","""New Forces of Secular""","217","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"7982","1.0","534","[""GCON""]","19","""0/999""","","","[""Charles Wilson""]","""0/999""","200","[""STEENSLAND""]","23","""New Forces of Secular""","217","false","""C""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"7983","1.0","534","[""GCON""]","20","""0/999""","","","[""Norman M. Watt""]","""0/999""","200","[""RML 515""]","23","""New Forces of Secular""","217","false","""D""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"7984","1.0","539","[""GREEK""]","20","""17/999""","","","[""Tarik Wareh""]","""0/999""","100","[""OM 030""]","25","""Beginning Greek I""","111","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855""]","""Research""","2004"
"7985","1.0","539","[""GREEK""]","15","""4/999""","","","[""Christopher M. Brunelle""]","""0/999""","100","[""OM 030""]","25","""Beginning Greek I""","111","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"7986","1.0","541","[""GREEK""]","14","""1/999""","","","[""Steve T. Reece""]","""0/999""","200","[""SH 03""]","25","""Intermediate Greek""","231","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"7987","1.0","543","[""GREEK""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7988","1.0","544","[""GREEK""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7989","1.0","548","[""GREEK""]","5","""1/999""","","","[""Anne Groton""]","""0/999""","300","[""OM 003"", ""OM 003""]","10","""Greek Drama""","374","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"7990","1.0","550","[""GREEK""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7991","1.0","551","[""GREEK""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7992","1.0","552","[""HIST""]","18","""19/999""","","","[""Timothy R. Howe""]","""0/999""","100","[""HH 301""]","19","""Ancient Warfare""","101","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"7993","1.0","556","[""HIST""]","18","""19/999""","","","[""Robert Nichols""]","""0/999""","100","[""HH 516"", ""HH 516""]","19","""Fall/Russian Monarchy""","121","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0800-0925"", ""Th 0800-0920""]","""Research""","2004"
"7994","1.0","569","[""HIST""]","21","""18/999""","","","[""Michael Fitzgerald""]","""0/999""","100","[""HH 515""]","19","""Civil Rights Revolutn""","181","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"7995","1.0","570","[""HIST""]","19","""19/999""","","","[""Judy Kutulas""]","""0/999""","100","[""HH 514""]","19","""America Since WW II""","182","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 0905-1000""]","""Research""","2004"
"7996","1.0","572","[""HIST""]","14","""17/999""","","","[""Helena Pohlandt-McCormick""]","""0/999""","100","[""HH 516""]","19","""Top: Histories/Exile""","189","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0905-1000""]","""Topic""","2004"
"7997","1.0","572","[""HIST""]","19","""19/999""","","","[""Dennis R. Hidalgo""]","""0/999""","100","[""OM 031"", ""OM 031""]","19","""Top: Caribbean History""","189","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Topic""","2004"
"7998","1.0","573","[""HIST""]","28","""0/999""","","","[""Timothy R. Howe""]","""0/999""","100","[""RML 577""]","30","""Eur/Anc/Renaissance""","190","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"7999","1.0","577","[""HIST""]","33","""0/999""","","","[""Steven C. Hahn""]","""0/999""","100","[""HH 403""]","30","""America to 1865""","198","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8000","1.0","577","[""HIST""]","32","""0/999""","","","[""Steven C. Hahn""]","""0/999""","100","[""HH 403""]","30","""America to 1865""","198","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8001","1.0","581","[""HIST""]","29","""0/999""","","","[""Timothy R. Howe""]","""0/999""","200","[""OM 031"", ""OM 031""]","30","""Ancient: Greece""","203","false","","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"8002","1.0","589","[""HIST""]","25","""0/999""","","","[""J. L. Carrington""]","""0/999""","200","[""HH 307""]","35","""Reformation Europe""","218","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8003","1.0","591","[""HIST""]","22","""4/999""","","","[""Todd W. Nichol""]","""0/999""","200","[""HH 317"", ""HH 317""]","35","""Modern Scandinavia""","222","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8004","0.25","16223","[""HIST""]","3","""0/999""","","","[""Todd W. Nichol""]","""0/999""","200","","12","""FLC - Norwegian""","222","false","""L""","1","""0/999""","""0/999""","""O""","20041","","""FLAC""","2004"
"8005","1.0","593","[""HIST""]","22","""2/999""","","","[""Dolores Peters""]","""0/999""","200","[""HH 403""]","35","""Modern France""","226","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8006","0.25","593","[""HIST""]","7","""2/999""","","","[""Jolene Barjasteh""]","""0/999""","200","","12","""FLC-French""","226","false","""L""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8007","1.0","595","[""HIST""]","23","""2/999""","","","[""Robert Nichols""]","""0/999""","200","[""HH 307""]","35","""Imperial Russia""","230","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8008","0.25","595","[""HIST""]","0","""0/999""","","","[""Irina Walter""]","""0/999""","200","","12","""FLC-Russian""","230","false","""L""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8009","1.0","608","[""HIST""]","34","""4/999""","","","[""Robert Entenmann""]","""0/999""","200","[""HH 317""]","35","""Chinese Civilization""","250","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8010","0.25","16220","[""HIST""]","3","""0/999""","","","[""Robert Entenmann""]","""0/999""","200","","12","""FLC - Chinese""","250","false","""L""","1","""0/999""","""0/999""","""O""","20041","","""FLAC""","2004"
"8011","1.0","611","[""HIST""]","15","""2/999""","","","[""Robert Entenmann""]","""0/999""","200","[""HH 301"", ""HH 301""]","35","""Modern Japan""","253","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0800-0925"", ""Th 0800-0920""]","""Research""","2004"
"8012","1.0","612","[""HIST""]","33","""0/999""","","","[""Helena Pohlandt-McCormick""]","""0/999""","200","[""HH 307""]","35","""South Africa""","260","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8013","1.0","616","[""HIST""]","34","""1/999""","","","[""Judy Kutulas""]","""0/999""","200","[""HH 501""]","32","""Women in America""","272","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8014","1.0","621","[""HIST""]","34","""1/999""","","","[""Michael Fitzgerald""]","""0/999""","200","[""RML 577"", ""RML 577""]","35","""Civil War/Reconstruct""","288","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8015","1.0","624","[""HIST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8016","1.0","625","[""HIST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8017","1.0","632","[""HIST""]","10","""0/999""","","","[""Dolores Peters""]","""0/999""","300","[""HH 514"", ""HH 514""]","18","""Sem: Race/Gender/Med""","320","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Seminar""","2004"
"8018","1.0","638","[""HIST""]","24","""0/999""","","","[""James Farrell""]","""0/999""","300","[""HH 514""]","18","""Sem: Consumer Culture""","370","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0200-0255PM""]","""Seminar""","2004"
"8019","1.0","638","[""HIST""]","16","""0/999""","","","[""Michael Fitzgerald""]","""0/999""","300","[""RML 577"", ""RML 577""]","18","""Sem: 19th C Soc Histor""","370","false","""B""","1","""0/999""","""0/999""","""O""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Seminar""","2004"
