"clbid","credits","crsid","departments","enrolled","firsties","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"9669","1.0","852","[""MUSIC""]","3","""0/999""","","[""Justin W. Merritt""]","""2/999""","300","[""CHM 232""]","0","""Composition III""","325","false","","3","""1/999""","""0/999""","""C""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9670","1.0","854","[""MUSIC""]","11","""0/999""","","[""Gerald Hoekstra""]","""2/999""","300","[""CHM 239""]","30","""Music of Baroque Era""","342","false","","3","""4/999""","""0/999""","""O""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9671","1.0","857","[""MUSIC""]","19","""0/999""","","[""Alice Hanson""]","""12/999""","300","[""CHM 239"", ""CHM 239""]","30","""Top: Folk/Pop Art Musi""","345","false","","3","""7/999""","""0/999""","""O""","20043","[""T 0800-0925"", ""Th 0800-0920""]","","""Topic""","2004"
"9672","0.25","861","[""MUSIC""]","17","""0/999""","","[""Anton Armstrong""]","""7/999""","300","[""CHM 140""]","15","""Child-Adolescen Voice""","365","false","","3","""9/999""","""0/999""","""C""","20043","[""MW 1045-1140""]","","""Research""","2004"
"9673","0.25","864","[""MUSIC""]","18","""0/999""","","[""John Ferguson""]","""3/999""","300","[""CHM 232"", ""CHM 232""]","15","""Church Music Pract II""","392","false","","3","""4/999""","""0/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9674","1.0","865","[""MUSIC""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9675","1.0","866","[""MUSIC""]","1","""0/999""","","[""Steven Amundson""]","""0/999""","300","","999","""IR/Inst Conducting""","398","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9676","1.0","916","[""NEURO""]","20","""4/999""","","[""Alan F. Ernst"", ""Anne Walter""]","""2/999""","200","[""RML 515"", ""SC 253""]","28","""Intro to Neuroscience""","234","false","","3","""6/999""","""8/999""","""O""","20043","[""MWF 0905-1000"", ""Th 0120-0420PM""]","","""Research""","2004"
"9677","1.0","922","[""NORW""]","23","""13/999""","","[""Nancy Aarsvold""]","""2/999""","100","[""OM 015""]","22","""Begin Norwegian II""","112","false","""A""","3","""0/999""","""6/999""","""C""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9678","1.0","922","[""NORW""]","19","""10/999""","","[""Margaret H. O'Leary""]","""0/999""","100","[""OM 015""]","20","""Begin Norwegian II""","112","false","""B""","3","""4/999""","""7/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9679","1.0","922","[""NORW""]","20","""15/999""","","[""Margaret H. O'Leary""]","""2/999""","100","[""OM 015""]","22","""Begin Norwegian II""","112","false","""C""","3","""2/999""","""2/999""","""C""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9680","1.0","922","[""NORW""]","17","""17/999""","","[""Nancy Aarsvold""]","""0/999""","100","[""OM 015""]","22","""Begin Norwegian II""","112","false","""D""","3","""0/999""","""2/999""","""O""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9681","1.0","927","[""NORW""]","15","""2/999""","","[""Nancy Aarsvold""]","""0/999""","200","[""OM 015""]","25","""Intermed Norwegian II""","232","false","","3","""1/999""","""11/999""","""O""","20043","[""MWF 0800-0855""]","","""Research""","2004"
"9682","1.0","931","[""NORW""]","0","""0/999""","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9683","1.0","932","[""NORW""]","0","""0/999""","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9684","1.0","934","[""NORW""]","7","""0/999""","","[""Margaret H. O'Leary""]","""1/999""","300","[""OM 015""]","25","""Norsk Lit Etter 1890""","372","false","","3","""3/999""","""1/999""","""O""","20043","[""MWF 0200-0255PM""]","","""Research""","2004"
"9685","1.0","935","[""NORW""]","11","""0/999""","","[""Solveig Zempel""]","""7/999""","300","[""OM 015"", ""OM 015""]","30","""Ibsen-Tr""","382","false","","3","""3/999""","""0/999""","""O""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9686","1.0","936","[""NORW""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9687","1.0","937","[""NORW""]","1","""0/999""","","[""Margaret H. O'Leary""]","""0/999""","300","","999","""IR/Norse Mythology""","398","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9688","1.0","943","[""NURS""]","1","""0/999""","","[""Judith Sateren""]","""0/999""","200","","999","""IS/Health Programs""","298","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9689","2.0","950","[""NURS""]","20","""0/999""","","[""Carol H. Austin"", ""Diana Neal""]","""19/999""","300","[""H 215"", ""H 215"", ""H 215""]","20","""Altr Hlth: Adult & Child""","330","false","","3","""1/999""","""0/999""","""C""","20043","[""MWF 0800-0855"", ""MWF 0905-1000"", ""TTh 0700-0230PM""]","","""Research""","2004"
"9690","1.0","954","[""NURS""]","21","""0/999""","","[""Judith Sateren""]","""0/999""","300","[""SC 18"", ""SC 18""]","21","""Alter Mental Health""","360","false","","3","""18/999""","""0/999""","""C""","20043","[""MWF 0905-1000"", ""TTh 0700-0230PM""]","","""Research""","2004"
"9691","2.0","957","[""NURS""]","21","""0/999""","","[""Rita Glazebrook"", ""Mary Kuehn""]","""0/999""","300","[""SC 18"", ""SC 18"", ""SC 18""]","21","""Nurs/Complex Systems""","384","false","","3","""18/999""","""0/999""","""C""","20043","[""MWF 1045-1140"", ""MWF 1150-1245PM"", ""TTh 0700-0330PM""]","","""Research""","2004"
"9692","1.0","963","[""NURS""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9693","1.0","964","[""PHIL""]","21","""9/9""","","[""Anthony J. Rudd""]","""0/0""","100","[""RML 577""]","20","""Making of Modern Mind""","118","false","""A""","3","""0/0""","""9/9""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9694","1.0","964","[""PHIL""]","21","""11/9""","","[""Anthony J. Rudd""]","""0/0""","100","[""HH 515""]","20","""Making of Modern Mind""","118","false","""B""","3","""0/0""","""9/9""","""C""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9695","1.0","964","[""PHIL""]","16","""10/10""","","[""Jennifer C. Manion""]","""0/0""","100","[""TB 227"", ""TB 227""]","20","""Making of Modern Mind""","118","false","""C""","3","""0/0""","""10/10""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9696","1.0","968","[""PHIL""]","21","""0/999""","","[""Anthony J. Rudd""]","""5/999""","200","[""HH 516"", ""HH 516""]","25","""Phil of Mind/Behavior""","231","false","","3","""5/999""","""15/999""","""C""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9697","1.0","971","[""PHIL""]","23","""0/999""","","[""Jeanine Grenberg""]","""1/999""","200","[""HH 514""]","20","""Modern Philosophy""","236","false","","3","""3/999""","""0/999""","""C""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9698","1.0","972","[""PHIL""]","24","""1/999""","","[""Vicki L. Harper""]","""12/999""","200","[""HH 514""]","25","""Formal Logic & Phil""","240","false","","3","""5/999""","""8/999""","""C""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9699","1.0","974","[""PHIL""]","22","""0/999""","","[""Vicki L. Harper""]","""10/999""","200","[""HH 516""]","25","""Aesthetics""","243","false","","3","""10/999""","""6/999""","""C""","20043","[""MWF 0200-0255PM""]","","""Research""","2004"
"9700","1.0","976","[""PHIL""]","21","""10/999""","","[""Karen Gervais""]","""2/999""","200","[""HH 307"", ""HH 307""]","25","""Philosophy & Feminism""","245","false","","3","""1/999""","""9/999""","""O""","20043","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2004"
"9701","1.0","977","[""PHIL""]","23","""0/999""","","[""Karen Gervais""]","""10/999""","200","[""HH 413""]","22","""Biomedical Ethics""","250","false","","3","""8/999""","""3/999""","""C""","20043","[""MWF 0800-0855""]","","""Research""","2004"
"9702","1.0","979","[""PHIL""]","21","""0/999""","","[""Jeanine Grenberg""]","""16/999""","200","[""HH 516""]","22","""Ethics/The Good Life""","252","false","""A""","3","""6/999""","""0/999""","""C""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9703","1.0","979","[""PHIL""]","20","""0/999""","","[""Jeanine Grenberg""]","""3/999""","200","[""HH 516""]","22","""Ethics/The Good Life""","252","false","""B""","3","""19/999""","""0/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9704","1.0","979","[""PHIL""]","24","""0/999""","","[""Edward Langerak""]","""14/999""","200","[""HH 516""]","22","""Ethics/The Good Life""","252","false","""C""","3","""8/999""","""0/999""","""C""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9705","1.0","980","[""PHIL""]","16","""0/999""","","[""Paola L. Kindred""]","""15/999""","200","[""SH 02"", ""SH 02""]","22","""Law,Politics,Morality""","254","false","","3","""7/999""","""0/999""","""C""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9706","1.0","981","[""PHIL""]","17","""0/999""","","[""Corliss Swain""]","""12/999""","200","[""HH 516"", ""HH 516""]","22","""Friendship Love/Gd Lf""","256","false","","3","""10/999""","""0/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9707","1.0","985","[""PHIL""]","0","""0/999""","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9708","1.0","986","[""PHIL""]","1","""0/999""","","[""Gordon D. Marino""]","""0/999""","200","","999","""IS/Existential/Faith""","298","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9709","1.0","991","[""PHIL""]","13","""0/999""","","[""Paola L. Kindred""]","""4/999""","300","[""SH 02"", ""SH 02""]","15","""Top: American Philosop""","375","false","","3","""7/999""","""1/999""","""O""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Topic""","2004"
"9710","1.0","992","[""PHIL""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9711","1.0","993","[""PHIL""]","3","""0/999""","","[""Anthony J. Rudd""]","""0/999""","300","","999","""IR/Macintyre & Ethics""","398","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9712","1.0","993","[""PHIL""]","1","""0/999""","","[""Gordon D. Marino""]","""0/999""","300","","999","""IR/Kierkegaard""","398","false","""A""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9713","1.0","993","[""PHIL""]","1","""0/999""","","[""Anthony J. Rudd""]","""0/999""","300","","999","""IR/Wittgenstein/Music""","398","false","""B""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9714","1.0","993","[""PHIL""]","1","""0/999""","","[""Gordon D. Marino""]","""0/999""","300","","999","""IR/Kierk and Hegel""","398","false","""C""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9715","1.0","993","[""PHIL""]","1","""0/999""","","[""Gordon D. Marino""]","""0/999""","300","","999","""IR/Johannes Climacus""","398","false","""D""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9716","1.0","993","[""PHIL""]","1","""0/999""","","[""Gordon D. Marino""]","""0/999""","300","","999","""IR/Faith & Knowledge""","398","false","""E""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9717","1.0","993","[""PHIL""]","1","""0/999""","","[""Gordon D. Marino""]","""0/999""","300","","999","""IR/Kierk On Truth""","398","false","""F""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9718","1.0","993","[""PHIL""]","1","""0/999""","","[""Gordon D. Marino""]","""0/999""","300","","999","""IR/Limits of Reason""","398","false","""G""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9719","1.0","993","[""PHIL""]","1","""0/999""","","[""Gordon D. Marino""]","""0/999""","300","","999","""IR/God's Existence""","398","false","""H""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9720","1.0","994","[""PHIL""]","10","""0/999""","","[""Corliss Swain""]","""2/999""","300","[""SH 02"", ""SH 02""]","15","""Seminar""","399","false","","3","""10/999""","""1/999""","""O""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Seminar""","2004"
"9721","0.25","995","[""PEAC""]","1","""0/999""","","[""Cynthia Book""]","""0/999""","100","","999","""Individualized Pe""","100","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9722","0.25","996","[""PEAC""]","24","""0/999""","","[""William Thornton""]","""14/999""","100","[""SAC_FH""]","24","""Archery""","101","false","","3","""10/999""","""0/999""","""C""","20043","[""MWF 0800-0855""]","","""Research""","2004"
"9723","0.25","998","[""PEAC""]","12","""0/999""","","[""Amelia J. Taylor""]","""0/999""","100","[""TC""]","12","""Rock Climbing""","106","false","""A""","3","""12/999""","""0/999""","""C""","20043","[""MW 0905-1000""]","","""Research""","2004"
"9724","0.25","998","[""PEAC""]","11","""0/999""","","[""Tegtmeyer Judith""]","""2/999""","100","[""TC""]","12","""Rock Climbing""","106","false","""B""","3","""10/999""","""0/999""","""C""","20043","[""TTh 0905-1000""]","","""Research""","2004"
"9725","0.25","998","[""PEAC""]","12","""0/999""","","[""Tegtmeyer Judith""]","""0/999""","100","[""TC""]","12","""Rock Climbing""","106","false","""C""","3","""12/999""","""0/999""","""C""","20043","[""MW 1045-1140""]","","""Research""","2004"
"9726","0.25","1001","[""PEAC""]","24","""1/999""","","[""Daniel Kosmoski""]","""12/999""","100","[""SAC_GYM_C"", ""SAC_GYM_C""]","24","""Basketball""","111","false","","3","""7/999""","""4/999""","""C""","20043","[""T 1005-1100"", ""Th 0955-1050""]","","""Research""","2004"
"9727","0.25","1003","[""PEAC""]","24","""0/999""","","[""Scott Nesbit""]","""6/999""","100","[""SAC_FH""]","24","""Ultimate Frisbee""","117","false","","3","""18/999""","""0/999""","""C""","20043","[""MW 1255-0150PM""]","","""Research""","2004"
"9728","0.25","1005","[""PEAC""]","10","""2/999""","","[""William Thornton""]","""6/999""","100","[""SAC_POOL"", ""SAC_POOL""]","12","""Lifeguard Training""","122","false","""A""","3","""0/999""","""4/999""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9729","0.25","1005","[""PEAC""]","10","""2/999""","","[""Robert Hauck""]","""1/999""","100","[""SAC_POOL""]","12","""Lifeguard Training""","122","false","""B""","3","""0/999""","""1/999""","""O""","20043","[""TTh 1255-0150PM""]","","""Research""","2004"
"9730","0.25","1006","[""PEAC""]","7","""6/999""","","[""Robert Hauck""]","""1/999""","100","[""SAC_POOL"", ""SAC_POOL""]","15","""Water Safety Instruct""","123","false","","3","""1/999""","""0/999""","""O""","20043","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2004"
"9731","0.25","1008","[""PEAC""]","19","""3/999""","","[""John Campion""]","""11/999""","100","[""SAC_POOL""]","30","""Scuba Diving""","126","false","","3","""7/999""","""9/999""","""C""","20043","[""F 0600-0900PM""]","","""Research""","2004"
"9732","0.25","1009","[""PEAC""]","12","""0/999""","","[""Scott Nesbit""]","""0/999""","100","[""TBA""]","12","""Fly Fishing""","128","false","","3","""12/999""","""0/999""","""C""","20043","[""TTh 1255-0150PM""]","","""Research""","2004"
"9733","0.25","1010","[""PEAC""]","19","""1/999""","","[""Kurt Anderson""]","""7/999""","100","[""SAC_POOL""]","24","""Swim Fitness""","130","false","","3","""11/999""","""5/999""","""C""","20043","[""MW 0800-0855""]","","""Research""","2004"
"9734","0.5","1012","[""PEAC""]","25","""0/999""","","[""Cynthia Book""]","""3/999""","100","[""SAC_GYM_S""]","24","""Individual Fitness.50""","133","false","""A""","3","""21/999""","""0/999""","""C""","20043","[""MWF 0200-0255PM""]","","""Research""","2004"
"9735","0.5","1012","[""PEAC""]","23","""0/999""","","[""Cynthia Book""]","""11/999""","100","[""SAC_GYM_S""]","24","""Individual Fitness.50""","133","false","""B""","3","""6/999""","""7/999""","""C""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9736","0.5","1012","[""PEAC""]","26","""0/999""","","[""William Sean Goldsworthy""]","""5/999""","100","[""SAC_FH""]","24","""Individual Fitness.50""","133","false","""C""","3","""19/999""","""0/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9737","0.5","1012","[""PEAC""]","21","""0/999""","","[""Patrice Buresh""]","""4/999""","100","[""SAC 112""]","24","""Individual Fitness.50""","133","false","""D""","3","""10/999""","""10/999""","""C""","20043","[""MWF 0800-0855""]","","""Research""","2004"
