"clbid","credits","crsid","departments","enrolled","firsties","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"18945","1.0","75","[""ART""]","1","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""A""","1","""0/999""","""0/999""","""O""","19961","","""Research""","1996"
"18946","1.0","78","[""ASIAN""]","25","""8/999""","","","[""Phyllis Hyland Larson""]","""1/999""","100","[""M 1""]","30","""Asian Cultures""","121","false","","1","""5/999""","""10/999""","""O""","19961","[""MWF 1255-0150PM""]","""Research""","1996"
"18947","1.0","94","[""ASIAN""]","1","""0/999""","","","[""Gia Someya""]","""0/999""","200","","999","""IS/Japanese Culture""","298","false","","1","""0/999""","""0/999""","""O""","19961","","""Research""","1996"
"18948","1.0","98","[""ASIAN""]","14","""0/999""","","","[""Pin Pin Wan""]","""4/999""","300","[""M 2""]","30","""Asia Seminar""","399","false","","1","""10/999""","""0/999""","""O""","19961","[""TTh 1145-0100PM""]","""Seminar""","1996"
"18950","0.0","103","[""BIO""]","20","""1/999""","","","[""Staff""]","""10/999""","100","[""SC 253""]","24","""Human Biology/Lab""","123","false","""A""","1","""8/999""","""6/999""","""O""","19961","[""W 0200-0400PM""]","""Lab""","1996"
"18951","0.0","103","[""BIO""]","22","""1/999""","","","[""Staff""]","""4/999""","100","[""SC 253""]","24","""Human Biology/Lab""","123","false","""B""","1","""2/999""","""16/999""","""O""","19961","[""Th 0800-1000""]","""Lab""","1996"
"18952","0.0","103","[""BIO""]","23","""4/999""","","","[""Staff""]","""6/999""","100","[""SC 253""]","24","""Human Biology/Lab""","123","false","""C""","1","""1/999""","""11/999""","""O""","19961","[""Th 1200-0200PM""]","""Lab""","1996"
"18953","0.0","103","[""BIO""]","23","""10/999""","","","[""Staff""]","""2/999""","100","[""SC 253""]","24","""Human Biology/Lab""","123","false","""D""","1","""3/999""","""3/999""","""O""","19961","[""Th 0300-0500PM""]","""Lab""","1996"
"18954","1.0","106","[""BIO""]","48","""39/999""","","","[""Eric Cole""]","""2/999""","100","[""SC 278""]","72","""Cellular Bio & Genetics""","125","false","""A""","1","""1/999""","""12/999""","""C""","19961","[""MWF 0800-0855""]","""Research""","1996"
"18955","0.0","107","[""BIO""]","18","""14/999""","","","[""Staff""]","""1/999""","100","[""SC 273""]","24","""Cell Bio & Genetics/Lab""","125","false","""A""","1","""0/999""","""3/999""","""O""","19961","[""M 0200-0400PM""]","""Lab""","1996"
"18956","1.0","106","[""BIO""]","69","""46/999""","","","[""Kristen Pritchard""]","""1/999""","100","[""SC 278""]","72","""Cellular Bio & Genetics""","125","false","""B""","1","""0/999""","""23/999""","""C""","19961","[""MWF 0905-1000""]","""Research""","1996"
"18957","0.0","107","[""BIO""]","22","""21/999""","","","[""Staff""]","""0/999""","100","[""SC 273""]","24","""Cell Bio & Genetics/Lab""","125","false","""B""","1","""1/999""","""3/999""","""O""","19961","[""T 0300-0500PM""]","""Lab""","1996"
"18958","1.0","106","[""BIO""]","66","""8/999""","","","[""John Giannini""]","""5/999""","100","[""SC 278""]","72","""Cellular Bio & Genetics""","125","false","""C""","1","""5/999""","""55/999""","""C""","19961","[""MWF 1045-1140""]","""Research""","1996"
"18959","0.0","107","[""BIO""]","10","""5/999""","","","[""Staff""]","""1/999""","100","[""SC 273""]","24","""Cell Bio & Genetics/Lab""","125","false","""C""","1","""0/999""","""7/999""","""O""","19961","[""W 1150-0150PM""]","""Lab""","1996"
"18960","1.0","106","[""BIO""]","47","""22/999""","","","[""Paul Cabe""]","""1/999""","100","[""SC 278""]","48","""Cellular Bio & Genetics""","125","false","""D""","1","""1/999""","""26/999""","""C""","19961","[""MWF 1150-1245PM""]","""Research""","1996"
"18961","0.0","107","[""BIO""]","26","""12/999""","","","[""Staff""]","""0/999""","100","[""SC 273""]","24","""Cell Bio & Genetics/Lab""","125","false","""D""","1","""0/999""","""12/999""","""C""","19961","[""T 0800-1000""]","""Lab""","1996"
"18962","0.0","107","[""BIO""]","23","""16/999""","","","[""Staff""]","""1/999""","100","[""SC 273""]","24","""Cell Bio & Genetics/Lab""","125","false","""E""","1","""0/999""","""9/999""","""O""","19961","[""T 1145-0145PM""]","""Lab""","1996"
"18963","0.0","107","[""BIO""]","19","""18/999""","","","[""Staff""]","""0/999""","100","[""SC 263""]","20","""Cell Bio & Genetics/Lab""","125","false","""F""","1","""0/999""","""2/999""","""O""","19961","[""T 0300-0500PM""]","""Lab""","1996"
"18964","0.0","107","[""BIO""]","22","""1/999""","","","[""Staff""]","""2/999""","100","[""SC 273""]","24","""Cell Bio & Genetics/Lab""","125","false","""G""","1","""2/999""","""19/999""","""O""","19961","[""W 0230-0430PM""]","""Lab""","1996"
"18965","0.0","107","[""BIO""]","20","""0/999""","","","[""Staff""]","""1/999""","100","[""SC 273""]","24","""Cell Bio & Genetics/Lab""","125","false","""H""","1","""2/999""","""21/999""","""O""","19961","[""Th 1145-0145PM""]","""Lab""","1996"
"18966","0.0","107","[""BIO""]","24","""6/999""","","","[""Staff""]","""2/999""","100","[""SC 273""]","24","""Cell Bio & Genetics/Lab""","125","false","""I""","1","""1/999""","""15/999""","""C""","19961","[""F 0200-0400PM""]","""Lab""","1996"
"18967","0.0","107","[""BIO""]","26","""11/999""","","","[""Staff""]","""1/999""","100","[""SC 273""]","24","""Cell Bio & Genetics/Lab""","125","false","""J""","1","""1/999""","""12/999""","""C""","19961","[""Th 0800-1000""]","""Lab""","1996"
"18968","0.0","107","[""BIO""]","20","""11/999""","","","[""Staff""]","""0/999""","100","[""SC 273""]","24","""Cell Bio & Genetics/Lab""","125","false","""K""","1","""0/999""","""14/999""","""O""","19961","[""Th 0300-0500PM""]","""Lab""","1996"
"18969","1.0","122","[""BIO""]","71","""0/999""","","","[""Lauri Sammartano""]","""52/999""","200","[""SC 280""]","72","""Intermediate Genetics""","233","false","","1","""13/999""","""13/999""","""C""","19961","[""MWF 0800-0855""]","""Research""","1996"
"18970","0.0","123","[""BIO""]","20","""0/999""","","","[""Staff""]","""18/999""","200","[""SC 263""]","24","""Intermed Genetics/Lab""","233","false","""A""","1","""5/999""","""1/999""","""O""","19961","[""W 1255-0355PM""]","""Lab""","1996"
"18971","0.0","123","[""BIO""]","25","""0/999""","","","[""Staff""]","""21/999""","200","[""SC 263""]","24","""Intermed Genetics/Lab""","233","false","""B""","1","""3/999""","""2/999""","""C""","19961","[""Th 0800-1100""]","""Lab""","1996"
"18972","0.0","123","[""BIO""]","26","""0/999""","","","[""Staff""]","""13/999""","200","[""SC 263""]","24","""Intermed Genetics/Lab""","233","false","""C""","1","""5/999""","""10/999""","""C""","19961","[""Th 0120-0420PM""]","""Lab""","1996"
"18973","1.0","1535","[""BIO""]","18","""1/999""","","","[""Anne Walter""]","""6/999""","200","[""SC 274""]","40","""Cell Physiology""","241","false","","1","""10/999""","""2/999""","""O""","19961","[""TTh 0935-1100""]","""Research""","1996"
"18974","0.0","1536","[""BIO""]","9","""1/999""","","","[""Staff""]","""4/999""","200","[""SC 227""]","20","""Cell Physiology/Lab""","241","false","""A""","1","""3/999""","""2/999""","""O""","19961","[""T 0120-0420PM""]","""Lab""","1996"
"18975","0.0","1536","[""BIO""]","9","""0/999""","","","[""Staff""]","""2/999""","200","[""SC 227""]","20","""Cell Physiology/Lab""","241","false","""B""","1","""7/999""","""0/999""","""O""","19961","[""W 1255-0355PM""]","""Lab""","1996"
"18976","1.0","126","[""BIO""]","86","""1/999""","","","[""David Van Wylen""]","""34/999""","200","[""SC 280""]","84","""Human Anatomy & Physiol""","243","false","","1","""30/999""","""2/999""","""C""","19961","[""MWF 1045-1140""]","""Research""","1996"
"18977","0.0","127","[""BIO""]","24","""0/999""","","","[""Staff""]","""12/999""","200","[""SC 253""]","28","""Human Anat & Phys/Lab""","243","false","""A""","1","""13/999""","""0/999""","""O""","19961","[""M 1255-0355PM""]","""Lab""","1996"
"18978","0.0","127","[""BIO""]","30","""1/999""","","","[""Staff""]","""19/999""","200","[""SC 253""]","28","""Human Anat & Phys/Lab""","243","false","""B""","1","""7/999""","""0/999""","""C""","19961","[""T 0800-1100""]","""Lab""","1996"
"18979","0.0","127","[""BIO""]","32","""0/999""","","","[""Staff""]","""3/999""","200","[""SC 253""]","28","""Human Anat & Phys/Lab""","243","false","""C""","1","""11/999""","""1/999""","""C""","19961","[""T 0120-0420PM""]","""Lab""","1996"
"18980","1.0","128","[""BIO""]","39","""0/999""","","","[""Eugene Bakko""]","""13/999""","200","[""SC 278""]","36","""Animal Physiology""","247","false","","1","""24/999""","""1/999""","""C""","19961","[""TTh 0800-0925""]","""Research""","1996"
"18981","0.0","129","[""BIO""]","16","""0/999""","","","[""Staff""]","""1/999""","200","[""SC 269""]","12","""Animal Physiology/Lab""","247","false","""A""","1","""12/999""","""0/999""","""C""","19961","[""T 0120-0420PM""]","""Lab""","1996"
"18982","0.0","129","[""BIO""]","10","""0/999""","","","[""Staff""]","""5/999""","200","[""SC 269""]","12","""Animal Physiology/Lab""","247","false","""B""","1","""3/999""","""1/999""","""O""","19961","[""W 1255-0355PM""]","""Lab""","1996"
"18983","0.0","129","[""BIO""]","15","""0/999""","","","[""Staff""]","""5/999""","200","[""SC 269""]","12","""Animal Physiology/Lab""","247","false","""C""","1","""7/999""","""1/999""","""C""","19961","[""Th 0120-0420PM""]","""Lab""","1996"
"18985","0.0","131","[""BIO""]","13","""0/999""","","","[""Staff""]","""6/999""","200","[""SC 211""]","24","""Invertebrate Zoo/Lab""","248","false","""A""","1","""4/999""","""4/999""","""O""","19961","[""W 1255-0355PM""]","""Lab""","1996"
"18986","1.0","136","[""BIO""]","17","""0/999""","","","[""Charles Jr. Umbanhowar""]","""9/999""","200","[""SC 274""]","24","""Plant Morphology""","252","false","","1","""3/999""","""7/999""","""O""","19961","[""TTh 0800-0925""]","""Research""","1996"
"18987","0.0","137","[""BIO""]","8","""0/999""","","","[""Staff""]","""3/999""","200","[""SC 211""]","12","""Plant Morphology/Lab""","252","false","""A""","1","""3/999""","""1/999""","""O""","19961","[""M 1255-0355PM""]","""Lab""","1996"
"18988","0.0","137","[""BIO""]","9","""0/999""","","","[""Staff""]","""6/999""","200","[""SC 211""]","12","""Plant Morphology/Lab""","252","false","""B""","1","""0/999""","""6/999""","""O""","19961","[""T 1145-0245PM""]","""Lab""","1996"
"18989","1.0","139","[""BIO""]","35","""0/999""","","","[""Louis Henry Kermott""]","""14/999""","200","[""SC 274""]","36","""Ecological Principles""","261","false","","1","""12/999""","""10/999""","""C""","19961","[""MWF 0800-0855""]","""Research""","1996"
"18990","0.0","140","[""BIO""]","16","""0/999""","","","[""Staff""]","""5/999""","200","[""SC 248""]","18","""Ecolog Principles/Lab""","261","false","""A""","1","""3/999""","""10/999""","""O""","19961","[""Th 0800-1030""]","""Lab""","1996"
"18991","0.0","140","[""BIO""]","18","""0/999""","","","[""Staff""]","""9/999""","200","[""SC 248""]","18","""Ecolog Principles/Lab""","261","false","""B""","1","""9/999""","""0/999""","""C""","19961","[""Th 0120-0350PM""]","""Lab""","1996"
"18992","1.0","144","[""BIO""]","8","""0/999""","","","[""Staff""]","""0/999""","200","","8","""IS in India""","271","false","","1","""0/999""","""0/999""","""O""","19961","","""Research""","1996"
"18993","1.0","145","[""BIO""]","7","""0/999""","","","[""Staff""]","""0/999""","200","","7","""IS in India""","272","false","","1","""0/999""","""0/999""","""O""","19961","","""Research""","1996"
"18994","1.0","145","[""BIO""]","3","""0/0""","","","[""Staff""]","""0/0""","200","","0","""IS in India""","272","false","""A""","1","""0/0""","""0/0""","""O""","19961","","""Research""","1996"
"18995","1.0","153","[""BIO""]","1","""0/999""","","","[""Lauri Sammartano""]","""0/999""","200","","999","""Internship""","294","true","","1","""0/999""","""0/999""","""O""","19961","","""Research""","1996"
"18996","1.0","153","[""BIO""]","1","""0/999""","","","[""Louis Henry Kermott""]","""0/999""","200","","999","""Internship""","294","true","""A""","1","""0/999""","""0/999""","""O""","19961","","""Research""","1996"
"18997","1.0","154","[""BIO""]","3","""0/999""","","","[""David Van Wylen""]","""1/999""","200","","999","""IS/Humn Gross Anatomy""","298","false","","1","""0/999""","""0/999""","""O""","19961","","""Research""","1996"
"18998","1.0","154","[""BIO""]","1","""0/999""","","","[""Lauri Sammartano""]","""0/999""","200","","999","""IS/Women's Health""","298","false","""A""","1","""0/999""","""0/999""","""O""","19961","","""Research""","1996"
"18999","1.0","156","[""BIO""]","2","""0/999""","","","[""Staff""]","""0/999""","300","","2","""IR in India""","321","false","","1","""0/999""","""0/999""","""O""","19961","","""Research""","1996"
"19000","1.0","157","[""BIO""]","1","""0/999""","","","[""Staff""]","""0/999""","300","","1","""IR in India""","322","false","","1","""0/999""","""0/999""","""O""","19961","","""Research""","1996"
"19001","1.0","161","[""BIO""]","12","""0/999""","","","[""Kathleen L. Shea""]","""0/999""","300","[""SC 210""]","12","""Field Ecology""","371","false","","1","""12/999""","""0/999""","""C""","19961","[""TTh 1255-0150PM""]","""Research""","1996"
"19002","0.0","163","[""BIO""]","12","""0/999""","","","[""Staff""]","""0/999""","300","[""SC 210""]","12","""Field Ecology/Disc""","371","false","","1","""12/999""","""0/999""","""C""","19961","[""Th 0200-0300PM""]","""Discussion""","1996"
"19003","0.0","162","[""BIO""]","12","""0/999""","","","[""Staff""]","""0/999""","300","[""SC 248""]","12","""Field Ecology/Lab""","371","false","","1","""12/999""","""0/999""","""C""","19961","[""T 0200-0500PM""]","""Lab""","1996"
"19004","1.0","166","[""BIO""]","36","""0/999""","","","[""Theodore Johnson""]","""0/999""","300","[""SC 378""]","24","""Immunology""","382","false","","1","""24/999""","""0/999""","""C""","19961","[""MWF 1255-0150PM""]","""Research""","1996"
"19005","0.0","168","[""BIO""]","21","""0/999""","","","[""Staff""]","""0/999""","300","[""SC 210""]","12","""Immunology/Disc""","382","false","""A""","1","""12/999""","""0/999""","""C""","19961","[""M 0700-0800PM""]","""Discussion""","1996"
"19006","0.0","168","[""BIO""]","15","""0/999""","","","[""Staff""]","""0/999""","300","[""SC 210""]","12","""Immunology/Disc""","382","false","""B""","1","""12/999""","""0/999""","""C""","19961","[""M 0800-0900PM""]","""Discussion""","1996"
"19007","1.0","175","[""BIO""]","3","""0/999""","","","[""David Van Wylen""]","""1/999""","300","","999","""IR/Myocardialischemia""","398","false","","1","""1/999""","""0/999""","""O""","19961","","""Research""","1996"
"19008","1.0","175","[""BIO""]","1","""0/999""","","","[""Anne Walter""]","""0/999""","300","","999","""IR/Lipid Kinetics""","398","false","""A""","1","""0/999""","""0/999""","""O""","19961","","""Research""","1996"
"19009","1.0","175","[""BIO""]","1","""0/999""","","","[""Anne Walter""]","""0/999""","300","","999","""IR/Lipid Surfaces""","398","false","""B""","1","""0/999""","""0/999""","""O""","19961","","""Research""","1996"
"19010","1.0","175","[""BIO""]","1","""0/999""","","","[""Lauri Sammartano""]","""0/999""","300","","999","""IR/Liver DNA Research""","398","false","""C""","1","""0/999""","""0/999""","""O""","19961","","""Research""","1996"
"19011","1.0","175","[""BIO""]","1","""0/999""","","","[""Anne Walter""]","""0/999""","300","","999","""IR/Membrane Fusion""","398","false","""D""","1","""0/999""","""0/999""","""O""","19961","","""Research""","1996"
"19012","1.0","175","[""BIO""]","1","""0/999""","","","[""Paul Cabe""]","""0/999""","300","","999","""IR/Duckweed Variation""","398","false","""E""","1","""0/999""","""0/999""","""O""","19961","","""Research""","1996"
"19013","1.0","175","[""BIO""]","1","""0/999""","","","[""Eric Cole""]","""0/999""","300","","999","""IR/Ciliate Genetics""","398","false","""F""","1","""0/999""","""0/999""","""O""","19961","","""Research""","1996"
"19014","1.0","182","[""CHEM""]","10","""1/999""","","","[""George L. Hardgrove""]","""0/999""","100","[""SC 374""]","24","""Fundamentals of Chem""","111","false","","1","""0/999""","""10/999""","""O""","19961","[""TTh 0935-1100""]","""Research""","1996"
"19015","0.0","183","[""CHEM""]","10","""1/999""","","","[""Staff""]","""0/999""","100","[""SC 311/378""]","24","""Fundamentals Chem/Lab""","111","false","""A""","1","""0/999""","""10/999""","""O""","19961","[""Th 1145-0245PM""]","""Lab""","1996"
"19016","1.0","187","[""CHEM""]","55","""40/999""","","","[""Robert Hanson""]","""0/999""","100","[""SC 282""]","45","""General Chemistry""","121","false","""A""","1","""0/999""","""5/999""","""C""","19961","[""MWF 1045-1140""]","""Research""","1996"
"19017","0.0","188","[""CHEM""]","20","""9/999""","","","[""Staff""]","""1/999""","100","[""SC 371""]","24","""General Chemistry/Lab""","121","false","""A""","1","""0/999""","""2/999""","""O""","19961","[""W 0200-0500PM""]","""Lab""","1996"
"19018","1.0","187","[""CHEM""]","34","""24/999""","","","[""Robert Hanson""]","""2/999""","100","[""SC 282""]","45","""General Chemistry""","121","false","""B""","1","""2/999""","""2/999""","""O""","19961","[""MWF 1150-1245PM""]","""Research""","1996"
"19019","0.0","188","[""CHEM""]","22","""15/999""","","","[""Staff""]","""0/999""","100","[""SC 371""]","24","""General Chemistry/Lab""","121","false","""B""","1","""1/999""","""2/999""","""O""","19961","[""Th 0800-1100""]","""Lab""","1996"
"19020","0.0","188","[""CHEM""]","27","""20/999""","","","[""Staff""]","""1/999""","100","[""SC 371""]","24","""General Chemistry/Lab""","121","false","""C""","1","""0/999""","""2/999""","""C""","19961","[""Th 1145-0245PM""]","""Lab""","1996"
"19021","0.0","188","[""CHEM""]","20","""19/999""","","","[""Staff""]","""0/999""","100","[""SC 371""]","24","""General Chemistry/Lab""","121","false","""D""","1","""1/999""","""1/999""","""O""","19961","[""Th 0300-0600PM""]","""Lab""","1996"
"19022","1.0","192","[""CHEM""]","41","""42/999""","","","[""Donald A. Tarr""]","""1/999""","100","[""SC 378""]","45","""Struct Chem & Equilib""","125","false","""A""","1","""0/999""","""1/999""","""O""","19961","[""MWF 0800-0855""]","""Research""","1996"
"19023","0.0","193","[""CHEM""]","20","""20/16""","","","[""Staff""]","""5/6""","100","[""SC 363/374""]","28","""Struct Chem & Equ/Lab""","125","false","""A""","1","""2/8""","""4/1""","""O""","19961","[""M 0200-0500PM""]","""Lab""","1996"
"19024","1.0","192","[""CHEM""]","50","""44/999""","","","[""Beth Abdella""]","""0/999""","100","[""SC 378""]","55","""Struct Chem & Equilib""","125","false","""B""","1","""2/999""","""11/999""","""O""","19961","[""MWF 0905-1000""]","""Research""","1996"
"19025","0.0","193","[""CHEM""]","30","""16/16""","","","[""Staff""]","""1/8""","100","[""SC 363/374""]","24","""Struct Chem & Equ/Lab""","125","false","""B""","1","""0/8""","""9/7""","""C""","19961","[""T 0800-1100""]","""Lab""","1996"
"19026","1.0","192","[""CHEM""]","55","""25/999""","","","[""Gary Miessler""]","""3/999""","100","[""SC 378""]","55","""Struct Chem & Equilib""","125","false","""C""","1","""0/999""","""33/999""","""C""","19961","[""MWF 1045-1140""]","""Research""","1996"
"19027","0.0","193","[""CHEM""]","25","""17/16""","","","[""Staff""]","""0/8""","100","[""SC 363/374""]","16","""Struct Chem & Equ/Lab""","125","false","""C""","1","""0/8""","""9/8""","""C""","19961","[""T 1145-0245PM""]","""Lab""","1996"
"19028","1.0","192","[""CHEM""]","45","""20/999""","","","[""Gary Miessler""]","""5/999""","100","[""SC 378""]","55","""Struct Chem & Equilib""","125","false","""D""","1","""0/999""","""30/999""","""O""","19961","[""MWF 1150-1245PM""]","""Research""","1996"
"19029","0.0","193","[""CHEM""]","27","""17/16""","","","[""Staff""]","""0/8""","100","[""SC 363/374""]","16","""Struct Chem & Equ/Lab""","125","false","""D""","1","""0/8""","""11/8""","""C""","19961","[""T 0300-0600PM""]","""Lab""","1996"
"19030","0.0","193","[""CHEM""]","22","""16/16""","","","[""Staff""]","""0/8""","100","[""SC 363/374""]","28","""Struct Chem & Equ/Lab""","125","false","""E""","1","""0/8""","""11/8""","""O""","19961","[""W 0200-0500PM""]","""Lab""","1996"
