"clbid","credits","crsid","departments","enrolled","firsties","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"20952","1.0","434","[""ENGL""]","1","""0/999""","[""Jonathan Hill""]","""0/999""","200","","999","""IS/Classic Brit Novel""","298","false","","4","""0/999""","""0/999""","""O""","19964","","""Research""","1996"
"20953","1.0","442","[""ENGL""]","4","""0/999""","[""Staff""]","""0/999""","300","[""L 520""]","999","""Cr Writ II: Nonfiction""","373","false","","4","""0/999""","""0/999""","""O""","19964","[""M-F 1000-1130""]","""Research""","1996"
"20954","1.0","1728","[""ENVST""]","6","""0/999""","[""Eugene Bakko"", ""Steven McKelvey""]","""0/999""","100","","999","""Minn Natural History""","150","false","","4","""0/999""","""0/999""","""O""","19964","","""Research""","1996"
"20955","1.0","462","[""ENVST""]","7","""0/999""","[""Gary Deason""]","""0/999""","200","","999","""Saving Wild Places""","259","false","","4","""0/999""","""0/999""","""O""","19964","","""Research""","1996"
"20956","1.0","505","[""GERM""]","3","""0/999""","[""Lavern Rippley""]","""0/999""","100","","999","""Beginning German II""","112","false","","4","""0/999""","""0/999""","""O""","19964","","""Research""","1996"
"20957","1.0","1820","[""HIST""]","6","""0/999""","[""Staff""]","""0/999""","200","[""M 20""]","999","""U.S. Since 1865""","206","false","","4","""0/999""","""0/999""","""O""","19964","[""M-F 1000-1130""]","""Research""","1996"
"20958","1.0","649","[""FAMST""]","4","""0/999""","[""C. George Holt""]","""0/999""","200","[""M 4""]","999","""Family Relationships""","242","false","","4","""0/999""","""0/999""","""O""","19964","[""M-F 1000-1130""]","""Research""","1996"
"20959","1.0","651","[""FAMST""]","4","""0/999""","[""C. George Holt""]","""0/999""","200","[""M 26""]","999","""Human Sexuality""","253","false","","4","""0/999""","""0/999""","""O""","19964","[""M-F 1230-0200PM""]","""Research""","1996"
"20960","1.0","731","[""MATH""]","5","""0/999""","[""Philip Gloor""]","""0/999""","100","","999","""Calculus I""","120","false","","4","""0/999""","""0/999""","""O""","19964","","""Research""","1996"
"20961","1.0","733","[""MATH""]","2","""0/999""","[""Philip Gloor""]","""0/999""","100","","999","""Calculus II""","126","false","","4","""0/999""","""0/999""","""O""","19964","","""Research""","1996"
"20962","1.0","803","[""MUSIC""]","1","""0/999""","[""Kenneth G. Graber""]","""0/999""","100","[""CHM 239""]","999","""The Music Spectrum""","130","false","","4","""0/999""","""0/999""","""O""","19964","[""M-F 1230-0200PM""]","""Research""","1996"
"20963","1.0","821","[""MUSIC""]","3","""0/999""","[""Charles Forsberg""]","""0/999""","200","","999","""Counterpoint""","222","false","","4","""0/999""","""0/999""","""O""","19964","","""Research""","1996"
"20964","1.0","822","[""MUSIC""]","2","""0/999""","[""Timothy Mahr""]","""0/999""","200","[""ARR""]","999","""Composition I""","223","false","","4","""0/999""","""0/999""","""O""","19964","[""M-F 1230-0200PM""]","""Research""","1996"
"20965","1.0","1974","[""MUSIC""]","2","""0/999""","[""Charles Forsberg""]","""0/999""","200","[""CHM 239""]","999","""The Art of Music""","230","false","","4","""0/999""","""0/999""","""O""","19964","[""M-F 0800-0930""]","""Research""","1996"
"20966","1.0","847","[""MUSIC""]","1","""0/999""","[""Timothy Mahr""]","""0/999""","200","","999","""IS/Marching Band Tech""","298","false","","4","""0/999""","""0/999""","""O""","19964","","""Research""","1996"
"20967","1.0","851","[""MUSIC""]","1","""0/999""","[""Timothy Mahr""]","""0/999""","300","[""ARR""]","999","""Composition II""","324","false","","4","""0/999""","""0/999""","""O""","19964","[""M-F 1000-1130""]","""Research""","1996"
"20968","1.0","866","[""MUSIC""]","1","""0/999""","[""Gloria J. Kiester""]","""0/999""","300","","999","""IR/String Pedagogy""","398","false","","4","""0/999""","""0/999""","""O""","19964","","""Research""","1996"
"20971","0.25","1007","[""PEAC""]","3","""0/999""","[""Gary Deason""]","""0/999""","100","","999","""Canoeing""","125","false","","4","""0/999""","""0/999""","""O""","19964","","""Research""","1996"
"20972","0.25","2185","[""PEAC""]","3","""0/999""","[""Robert Hauck""]","""0/999""","100","","999","""Individual Fitness""","132","false","","4","""0/999""","""0/999""","""O""","19964","","""Research""","1996"
"20973","0.25","2185","[""PEAC""]","1","""0/999""","[""Staff""]","""0/999""","100","","999","""Individual Fitness""","132","false","""A""","4","""0/999""","""0/999""","""O""","19964","","""Research""","1996"
"20974","0.25","2188","[""PEAC""]","5","""0/999""","[""Christine Daymont""]","""0/999""","100","","999","""Weight Training""","140","false","","4","""0/999""","""0/999""","""O""","19964","","""Research""","1996"
"20976","0.0","1073","[""PHYS""]","11","""0/999""","[""Staff""]","""0/999""","100","","20","""Prin Physics I/Lab""","124","false","","4","""0/999""","""0/999""","""O""","19964","","""Lab""","1996"
"20977","1.0","1101","[""PHYS""]","1","""0/999""","[""Roger Proksch""]","""0/999""","300","","999","""IR/Scan Probe Microsc""","398","false","","4","""0/999""","""0/999""","""O""","19964","","""Research""","1996"
"20978","1.0","1151","[""PSCI""]","1","""0/999""","[""Charles E. Umbanhowar Sr""]","""0/999""","300","","999","""Academic Internship""","394","true","","4","""0/999""","""0/999""","""O""","19964","","""Research""","1996"
"20979","1.0","1188","[""PSYCH""]","1","""0/999""","[""Deborah Anderson""]","""0/999""","300","","999","""Academic Internship""","394","true","","4","""0/999""","""0/999""","""O""","19964","","""Research""","1996"
"20980","1.0","1198","[""REL""]","5","""0/999""","[""Eric Lund""]","""0/999""","200","[""M 15""]","999","""Chr Theol in History""","212","false","","4","""0/999""","""0/999""","""O""","19964","[""M-F 1000-1130""]","""Research""","1996"
"20981","1.0","1216","[""REL""]","3","""0/999""","[""Eric Lund""]","""0/999""","200","[""M 30""]","999","""Judaism,Christ,ISlam""","241","false","","4","""0/999""","""0/999""","""O""","19964","[""M-F 0800-0930""]","""Research""","1996"
"20983","1.0","1294","[""SOAN""]","7","""0/999""","[""Walter T. Hoops""]","""0/999""","100","[""M 15""]","999","""Int/Cult Anthropology""","128","false","","4","""0/999""","""0/999""","""O""","19964","[""M-F 0800-0930""]","""Research""","1996"

