"clbid","credits","crsid","departments","enrolled","firsties","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"21101","1.0","31","[""ART""]","48","""6/999""","","","[""Perette Michelli""]","""10/10""","100","[""FH 01""]","50","""Ancient--Medieval""","150","false","","1","""5/5""","""24/30""","""O""","19971","[""MWF 0200-0255PM""]","""Research""","1997"
"21102","1.0","33","[""ART""]","22","""1/999""","","","[""Wendell Arneson""]","""6/6""","200","[""FH 40""]","20","""Oil/Acrylic Paintng""","231","false","","1","""8/8""","""4/6""","""C""","19971","[""MWF 1255-0255PM""]","""Research""","1997"
"21103","1.0","35","[""ART""]","9","""0/0""","","","[""John Saurer""]","""5/6""","200","[""FH 18""]","10","""Sculpt: Metal Casting""","233","false","","1","""4/6""","""1/1""","""C""","19971","[""TTh 1145-0245PM""]","""Research""","1997"
"21104","1.0","37","[""ART""]","16","""1/999""","","","[""Steven Edwins""]","""9/15""","200","[""FH AB""]","20","""Arch Drawing/Design I""","235","false","","1","""1/6""","""7/10""","""O""","19971","[""MWF 1255-0255PM""]","""Research""","1997"
"21106","1.0","46","[""ART""]","12","""0/0""","","","[""Margaret Ojala""]","""5/11""","200","[""FH 2""]","15","""Photography""","248","false","","1","""4/4""","""1/6""","""O""","19971","[""TTh 1145-0245PM""]","""Research""","1997"
"21107","1.0","51","[""ART""]","38","""1/0""","","","[""Matthew Rohn""]","""10/20""","200","[""FH 01""]","50","""High Modernism""","252","false","","1","""10/10""","""16/30""","""O""","19971","[""MWF 1045-1140""]","""Research""","1997"
"21108","1.0","53","[""ART""]","28","""1/0""","","","[""Perette Michelli""]","""9/22""","200","[""FH 01""]","40","""Italian Renaissance""","254","false","","1","""8/10""","""10/23""","""O""","19971","[""MWF 0905-1000""]","""Research""","1997"
"21109","1.0","57","[""ART""]","41","""2/999""","","","[""A. Malcolm Gimse""]","""8/19""","200","[""FH 01""]","50","""Art of China/Japan""","259","false","","1","""6/10""","""15/36""","""O""","19971","[""MWF 1255-0150PM""]","""Research""","1997"
"21110","1.0","59","[""ART""]","28","""1/999""","","","[""A. Malcolm Gimse""]","""11/21""","200","[""FH 01""]","50","""Hist of Architecture""","261","false","","1","""9/15""","""7/30""","""O""","19971","[""TTh 0120-0245PM""]","""Research""","1997"
"21111","1.0","60","[""ART""]","18","""3/999""","","","[""Perette Michelli""]","""9/21""","200","[""FH 01""]","30","""Romanesque--Gothic""","263","false","","1","""4/10""","""4/17""","""O""","19971","[""TTh 1145-0110PM""]","""Research""","1997"
"21112","1.0","69","[""ART""]","1","""0/999""","","","[""Wendell Arneson""]","""0/999""","200","","999","""IS/Studio Painting 3""","298","false","","1","""0/999""","""0/999""","""O""","19971","","""Research""","1997"
"21113","1.0","1512","[""ART""]","5","""0/999""","","","[""Wendell Arneson""]","""0/7""","300","[""FH 40""]","12","""Painting II""","331","false","","1","""5/8""","""0/999""","""O""","19971","[""MWF 1255-0255PM""]","""Research""","1997"
"21114","1.0","1513","[""ART""]","2","""0/999""","","","[""John Saurer""]","""0/5""","300","[""FH 18""]","6","""Sculpture II""","333","false","","1","""1/4""","""0/999""","""O""","19971","[""TTh 1145-0245PM""]","""Research""","1997"
"21115","1.0","1516","[""ART""]","3","""0/999""","","","[""Margaret Ojala""]","""1/999""","300","[""FH 2""]","6","""Photography II""","348","false","","1","""0/999""","""0/999""","""O""","19971","[""TTh 1145-0245PM""]","""Research""","1997"
"21116","1.0","75","[""ART""]","1","""0/999""","","","[""Matthew Rohn""]","""0/999""","300","","999","""IR/Disp African Art""","398","false","","1","""0/999""","""0/999""","""O""","19971","","""Research""","1997"
"21117","1.0","78","[""ASIAN""]","15","""4/999""","","","[""Barbara Reed""]","""2/999""","100","[""CH 109""]","30","""Asian Cultures""","121","false","","1","""2/999""","""3/999""","""O""","19971","[""MWF 1255-0150PM""]","""Research""","1997"
"21118","1.0","94","[""ASIAN""]","1","""0/999""","","","[""Phyllis Hyland Larson""]","""0/999""","200","","999","""IS/4th Year Japanese""","298","false","","1","""0/999""","""0/999""","""O""","19971","","""Research""","1997"
"21119","1.0","97","[""ASIAN""]","1","""0/999""","","","[""Richard Bodman""]","""0/999""","300","","999","""IR/Modern Chinese Lit""","398","false","","1","""0/999""","""0/999""","""O""","19971","","""Research""","1997"
"21120","1.0","97","[""ASIAN""]","1","""0/999""","","","[""Robert Entenmann""]","""0/999""","300","","999","""IR/Hmong Gender Roles""","398","false","""A""","1","""0/999""","""0/999""","""O""","19971","","""Research""","1997"
"21121","1.0","98","[""ASIAN""]","12","""0/999""","","","[""Richard Bodman""]","""2/999""","300","[""M 1""]","30","""Asia Seminar""","399","false","","1","""11/999""","""0/999""","""O""","19971","[""TTh 0935-1100""]","""Seminar""","1997"
"21122","1.0","102","[""BIO""]","22","""3/999""","","","[""Michael Swift""]","""5/999""","100","[""SC 280"", ""SC 253""]","24","""Human Biology""","123","false","""A""","1","""5/999""","""13/999""","""O""","19971","[""MWF 0905-1000"", ""W 0200-0400PM""]","""Research""","1997"
"21123","1.0","102","[""BIO""]","24","""7/999""","","","[""Michael Swift""]","""6/999""","100","[""SC 280"", ""SC 253""]","24","""Human Biology""","123","false","""B""","1","""0/999""","""12/999""","""C""","19971","[""MWF 0905-1000"", ""Th 0800-1000""]","""Research""","1997"
"21124","1.0","102","[""BIO""]","27","""0/999""","","","[""Michael Swift""]","""8/999""","100","[""SC 280"", ""SC 253""]","24","""Human Biology""","123","false","""C""","1","""2/999""","""15/999""","""C""","19971","[""MWF 0905-1000"", ""Th 1200-0200PM""]","""Research""","1997"
"21125","1.0","102","[""BIO""]","23","""4/999""","","","[""Michael Swift""]","""4/999""","100","[""SC 280"", ""SC 253""]","24","""Human Biology""","123","false","""D""","1","""2/999""","""15/999""","""O""","19971","[""MWF 0905-1000"", ""Th 0300-0500PM""]","""Research""","1997"
"21129","1.0","106","[""BIO""]","21","""13/999""","","","[""Kristen Pritchard""]","""3/999""","100","[""SC 278"", ""SC 273""]","24","""Cellular Bio & Genetics""","125","false","""D""","1","""0/999""","""9/999""","""O""","19971","[""MWF 0905-1000"", ""T 0800-1030""]","""Research""","1997"
"21130","1.0","106","[""BIO""]","23","""15/999""","","","[""Kristen Pritchard""]","""2/999""","100","[""SC 278"", ""SC 273""]","24","""Cellular Bio & Genetics""","125","false","""E""","1","""0/999""","""7/999""","""O""","19971","[""MWF 0905-1000"", ""T 1145-0215PM""]","""Research""","1997"
"21131","1.0","106","[""BIO""]","23","""14/999""","","","[""Kristen Pritchard""]","""1/999""","100","[""SC 278"", ""SC 273""]","24","""Cellular Bio & Genetics""","125","false","""F""","1","""0/999""","""8/999""","""O""","19971","[""MWF 0905-1000"", ""Th 0300-0530PM""]","""Research""","1997"
"21132","1.0","106","[""BIO""]","20","""6/999""","","","[""John Giannini""]","""1/999""","100","[""SC 278"", ""SC 273""]","24","""Cellular Bio & Genetics""","125","false","""G""","1","""0/999""","""16/999""","""O""","19971","[""MWF 1045-1140"", ""W 1150-0220PM""]","""Research""","1997"
"21133","1.0","106","[""BIO""]","22","""0/999""","","","[""John Giannini""]","""0/999""","100","[""SC 278"", ""SC 273""]","24","""Cellular Bio & Genetics""","125","false","""H""","1","""1/999""","""23/999""","""C""","19971","[""MWF 1045-1140"", ""Th 1145-0215PM""]","""Research""","1997"
"21134","1.0","106","[""BIO""]","21","""6/999""","","","[""John Giannini""]","""6/999""","100","[""SC 278"", ""SC 273""]","24","""Cellular Bio & Genetics""","125","false","""I""","1","""0/999""","""10/999""","""O""","19971","[""MWF 1045-1140"", ""F 0200-0430PM""]","""Research""","1997"
"21135","1.0","106","[""BIO""]","19","""13/999""","","","[""Paul Cabe""]","""0/999""","100","[""SC 278"", ""SC 229""]","24","""Cellular Bio & Genetics""","125","false","""J""","1","""1/999""","""10/999""","""O""","19971","[""MWF 1150-1245PM"", ""T 0300-0530PM""]","""Research""","1997"
"21136","1.0","106","[""BIO""]","27","""17/999""","","","[""Paul Cabe""]","""0/999""","100","[""SC 278"", ""SC 273""]","24","""Cellular Bio & Genetics""","125","false","""K""","1","""0/999""","""8/999""","""C""","19971","[""MWF 1150-1245PM"", ""Th 0800-1030""]","""Research""","1997"
"21137","1.0","122","[""BIO""]","30","""1/999""","","","[""Lauri Sammartano""]","""17/999""","200","[""SC 280"", ""SC 263""]","26","""Intermediate Genetics""","233","false","""A""","1","""5/999""","""5/999""","""C""","19971","[""MWF 1045-1140"", ""T 1145-0245PM""]","""Research""","1997"
"21138","1.0","122","[""BIO""]","23","""0/999""","","","[""Lauri Sammartano""]","""17/999""","200","[""SC 280"", ""SC 263""]","26","""Intermediate Genetics""","233","false","""B""","1","""6/999""","""5/999""","""C""","19971","[""MWF 1045-1140"", ""W 1255-0355PM""]","""Research""","1997"
"21139","1.0","122","[""BIO""]","28","""0/999""","","","[""Lauri Sammartano""]","""8/999""","200","[""SC 280"", ""SC 263""]","26","""Intermediate Genetics""","233","false","""C""","1","""5/999""","""13/999""","""C""","19971","[""MWF 1045-1140"", ""Th 0120-0420PM""]","""Research""","1997"
"21140","1.0","126","[""BIO""]","25","""0/999""","","","[""David Van Wylen""]","""8/999""","200","[""SC 280"", ""SC 253""]","24","""Human Anatomy & Physiol""","243","false","""A""","1","""12/999""","""1/999""","""C""","19971","[""MWF 0800-0855"", ""M 1255-0355PM""]","""Research""","1997"
"21141","1.0","126","[""BIO""]","30","""0/999""","","","[""David Van Wylen""]","""15/999""","200","[""SC 280"", ""SC 253""]","24","""Human Anatomy & Physiol""","243","false","""B""","1","""7/999""","""0/999""","""C""","19971","[""MWF 0800-0855"", ""T 0800-1100""]","""Research""","1997"
"21142","1.0","126","[""BIO""]","24","""0/999""","","","[""David Van Wylen""]","""9/999""","200","[""SC 280"", ""SC 253""]","24","""Human Anatomy & Physiol""","243","false","""C""","1","""11/999""","""2/999""","""C""","19971","[""MWF 0800-0855"", ""T 0120-0420PM""]","""Research""","1997"
"21143","1.0","128","[""BIO""]","11","""0/999""","","","[""Eugene Bakko""]","""6/999""","200","[""SC 278"", ""SC 269""]","12","""Animal Physiology""","247","false","""A""","1","""6/999""","""0/999""","""C""","19971","[""TTh 0800-0925"", ""T 0120-0420PM""]","""Research""","1997"
"21144","1.0","128","[""BIO""]","15","""0/999""","","","[""Eugene Bakko""]","""2/999""","200","[""SC 278"", ""SC 269""]","12","""Animal Physiology""","247","false","""B""","1","""10/999""","""0/999""","""C""","19971","[""TTh 0800-0925"", ""W 1255-0355PM""]","""Research""","1997"
"21145","1.0","128","[""BIO""]","13","""0/999""","","","[""Eugene Bakko""]","""3/999""","200","[""SC 278"", ""SC 269""]","12","""Animal Physiology""","247","false","""C""","1","""9/999""","""0/999""","""C""","19971","[""TTh 0800-0925"", ""Th 0120-0420PM""]","""Research""","1997"
"21146","1.0","130","[""BIO""]","16","""2/999""","","","[""Eric Cole""]","""8/999""","200","[""SC 274"", ""SC 211""]","18","""Invertebrate Zoology""","248","false","""A""","1","""5/999""","""3/999""","""O""","19971","[""TTh 1145-0110PM"", ""W 1255-0355PM""]","""Research""","1997"
"21147","1.0","130","[""BIO""]","8","""0/999""","","","[""Eric Cole""]","""0/999""","200","[""SC 274"", ""SC 211""]","18","""Invertebrate Zoology""","248","false","""B""","1","""0/999""","""0/999""","""O""","19971","[""TTh 1145-0110PM"", ""Th 0200-0500PM""]","""Research""","1997"
"21148","1.0","136","[""BIO""]","13","""0/999""","","","[""Joel Olfelt""]","""0/999""","200","[""SC 274"", ""SC 227""]","12","""Plant Morphology""","252","false","""A""","1","""4/999""","""3/999""","""C""","19971","[""TTh 0800-0925"", ""M 1255-0355PM""]","""Research""","1997"
"21149","1.0","136","[""BIO""]","10","""-1/999""","","","[""Joel Olfelt""]","""1/999""","200","[""SC 274"", ""SC 227""]","12","""Plant Morphology""","252","false","""B""","1","""1/999""","""7/999""","""O""","19971","[""TTh 0800-0925"", ""T 1145-0245PM""]","""Research""","1997"
"21150","1.0","139","[""BIO""]","17","""0/999""","","","[""Louis Henry Kermott""]","""10/999""","200","[""SC 274"", ""SC 248""]","18","""Ecological Principles""","261","false","""A""","1","""5/999""","""3/999""","""C""","19971","[""MWF 0800-0855"", ""Th 0800-1030""]","""Research""","1997"
"21151","1.0","139","[""BIO""]","18","""0/999""","","","[""Louis Henry Kermott""]","""9/999""","200","[""SC 274"", ""SC 248""]","18","""Ecological Principles""","261","false","""B""","1","""9/999""","""0/999""","""C""","19971","[""MWF 0800-0855"", ""Th 0120-0350PM""]","""Research""","1997"
"21152","1.0","144","[""BIO""]","9","""0/999""","","","[""Staff""]","""0/999""","200","","9","""IS in India""","271","false","","1","""0/999""","""0/999""","""O""","19971","","""Research""","1997"
"21153","1.0","145","[""BIO""]","2","""0/999""","","","[""Staff""]","""0/999""","200","","2","""IS in India""","272","false","","1","""0/999""","""0/999""","""O""","19971","","""Research""","1997"
"21154","1.0","154","[""BIO""]","4","""0/999""","","","[""David Van Wylen""]","""3/999""","200","","999","""IS/Humn Gross Anatomy""","298","false","","1","""0/999""","""0/999""","""O""","19971","","""Research""","1997"
"21155","1.0","154","[""BIO""]","4","""0/999""","","","[""David Van Wylen""]","""0/999""","200","","999","""IS/Cadaver Dissection""","298","false","""A""","1","""0/999""","""0/999""","""O""","19971","","""Research""","1997"
"21156","1.0","156","[""BIO""]","7","""0/999""","","","[""Staff""]","""0/999""","300","","7","""IR in India""","321","false","","1","""0/999""","""0/999""","""O""","19971","","""Research""","1997"
"21157","1.0","161","[""BIO""]","15","""0/999""","","","[""Kathleen L. Shea""]","""0/999""","300","[""SC 210"", ""SC 248"", ""SC 210""]","12","""Field Ecology""","371","false","","1","""12/999""","""2/999""","""C""","19971","[""TTh 1255-0150PM"", ""T 0200-0500PM"", ""Th 0200-0300PM""]","""Research""","1997"
"21158","1.0","166","[""BIO""]","14","""-1/999""","","","[""Theodore Johnson""]","""0/999""","300","[""SC 274"", ""SC 210""]","12","""Immunology""","382","false","""A""","1","""12/999""","""0/999""","""C""","19971","[""MWF 1255-0150PM"", ""M 0700-0800PM""]","""Research""","1997"
"21159","1.0","166","[""BIO""]","11","""0/999""","","","[""Theodore Johnson""]","""1/999""","300","[""SC 274"", ""SC 210""]","12","""Immunology""","382","false","""B""","1","""12/999""","""0/999""","""C""","19971","[""MWF 1255-0150PM"", ""M 0800-0900PM""]","""Research""","1997"
"21160","1.0","175","[""BIO""]","1","""0/999""","","","[""David Van Wylen""]","""0/999""","300","","999","""IR/Heart Precondition""","398","false","","1","""0/999""","""0/999""","""O""","19971","","""Research""","1997"
"21161","1.0","175","[""BIO""]","1","""0/999""","","","[""Kathleen L. Shea""]","""0/999""","300","","999","""IR/Paleoecology""","398","false","""A""","1","""0/999""","""0/999""","""O""","19971","","""Research""","1997"
"21162","1.0","175","[""BIO""]","1","""0/999""","","","[""Kathleen L. Shea""]","""0/999""","300","","999","""IR/Oak Forest Ecology""","398","false","""B""","1","""0/999""","""0/999""","""O""","19971","","""Research""","1997"
"21163","1.0","175","[""BIO""]","1","""0/999""","","","[""David Van Wylen""]","""0/999""","300","","999","""IR/Cardiac ISchemia""","398","false","""C""","1","""0/999""","""0/999""","""O""","19971","","""Research""","1997"
"21164","1.0","175","[""BIO""]","1","""0/999""","","","[""David Van Wylen""]","""0/999""","300","","999","""IR/Myocardialischemia""","398","false","""D""","1","""0/999""","""0/999""","""O""","19971","","""Research""","1997"
"21165","1.0","175","[""BIO""]","1","""0/999""","","","[""Anne Walter""]","""0/999""","300","","999","""IR/Phospholipase C""","398","false","""E""","1","""0/999""","""0/999""","""O""","19971","","""Research""","1997"
"21166","1.0","187","[""CHEM""]","53","""34/999""","","","[""Robert Hanson""]","""3/999""","100","[""SC 282""]","48","""General Chemistry""","121","false","""A""","1","""1/999""","""9/999""","""C""","19971","[""MWF 1045-1140""]","""Research""","1997"
"21167","0.0","188","[""CHEM""]","19","""9/999""","","","[""Staff""]","""2/999""","100","[""SC 371""]","24","""General Chemistry/Lab""","121","false","""A""","1","""0/999""","""4/999""","""O""","19971","[""W 0200-0500PM""]","""Lab""","1997"
"21168","1.0","187","[""CHEM""]","33","""20/999""","","","[""Robert Hanson""]","""3/999""","100","[""SC 282""]","48","""General Chemistry""","121","false","""B""","1","""1/999""","""8/999""","""O""","19971","[""MWF 1150-1245PM""]","""Research""","1997"
"21169","0.0","188","[""CHEM""]","25","""19/999""","","","[""Staff""]","""1/999""","100","[""SC 371""]","28","""General Chemistry/Lab""","121","false","""B""","1","""1/999""","""3/999""","""O""","19971","[""Th 0800-1100""]","""Lab""","1997"
"21170","0.0","188","[""CHEM""]","24","""19/999""","","","[""Staff""]","""2/999""","100","[""SC 371""]","28","""General Chemistry/Lab""","121","false","""C""","1","""1/999""","""6/999""","""O""","19971","[""Th 1145-0245PM""]","""Lab""","1997"
"21171","0.0","188","[""CHEM""]","18","""7/999""","","","[""Staff""]","""1/999""","100","[""SC 371""]","24","""General Chemistry/Lab""","121","false","""D""","1","""0/999""","""4/999""","""O""","19971","[""Th 0300-0600PM""]","""Lab""","1997"
"21172","1.0","192","[""CHEM""]","53","""33/999""","","","[""Gary Miessler""]","""2/999""","100","[""SC 378""]","60","""Struct Chem & Equilib""","125","false","""A""","1","""3/999""","""19/999""","""O""","19971","[""MWF 0800-0855""]","""Research""","1997"
"21173","0.0","193","[""CHEM""]","26","""17/16""","","","[""Staff""]","""4/6""","100","[""SC 363/374""]","24","""Struct Chem & Equ/Lab""","125","false","""A""","1","""0/8""","""5/1""","""C""","19971","[""M 0200-0500PM""]","""Lab""","1997"
"21174","1.0","192","[""CHEM""]","47","""35/999""","","","[""Beth Abdella""]","""6/999""","100","[""SC 378""]","60","""Struct Chem & Equilib""","125","false","""B""","1","""0/999""","""12/999""","""O""","19971","[""MWF 0905-1000""]","""Research""","1997"
"21175","0.0","193","[""CHEM""]","26","""18/999""","","","[""Staff""]","""1/999""","100","[""SC 363/374""]","24","""Struct Chem & Equ/Lab""","125","false","""B""","1","""2/999""","""8/999""","""C""","19971","[""T 0800-1100""]","""Lab""","1997"
"21176","1.0","192","[""CHEM""]","46","""38/999""","","","[""Mary Walczak""]","""3/999""","100","[""SC 378""]","60","""Struct Chem & Equilib""","125","false","""C""","1","""0/999""","""13/999""","""O""","19971","[""MWF 1045-1140""]","""Research""","1997"
"21177","0.0","193","[""CHEM""]","27","""18/999""","","","[""Staff""]","""3/999""","100","[""SC 363/374""]","20","""Struct Chem & Equ/Lab""","125","false","""C""","1","""1/999""","""6/999""","""C""","19971","[""T 1145-0245PM""]","""Lab""","1997"
"21178","1.0","192","[""CHEM""]","45","""38/999""","","","[""Robert Weinstock-Collins""]","""1/999""","100","[""SC 378""]","55","""Struct Chem & Equilib""","125","false","""D""","1","""0/999""","""6/999""","""O""","19971","[""MWF 1150-1245PM""]","""Research""","1997"
"21179","0.0","193","[""CHEM""]","26","""17/999""","","","[""Staff""]","""2/999""","100","[""SC 363/374""]","24","""Struct Chem & Equ/Lab""","125","false","""D""","1","""0/999""","""7/999""","""C""","19971","[""T 0300-0600PM""]","""Lab""","1997"
"21180","0.0","193","[""CHEM""]","17","""15/14""","","","[""Staff""]","""1/8""","100","[""SC 363/374""]","24","""Struct Chem & Equ/Lab""","125","false","""E""","1","""0/8""","""9/8""","""O""","19971","[""W 0200-0500PM""]","""Lab""","1997"
"21181","0.0","193","[""CHEM""]","24","""21/999""","","","[""Staff""]","""0/999""","100","[""SC 363/374""]","24","""Struct Chem & Equ/Lab""","125","false","""F""","1","""0/999""","""8/999""","""C""","19971","[""Th 0800-1100""]","""Lab""","1997"
"21182","0.0","193","[""CHEM""]","24","""22/999""","","","[""Staff""]","""0/999""","100","[""SC 363/374""]","24","""Struct Chem & Equ/Lab""","125","false","""G""","1","""0/999""","""4/999""","""C""","19971","[""Th 1145-0245PM""]","""Lab""","1997"
"21183","0.0","193","[""CHEM""]","21","""16/21""","","","[""Staff""]","""1/8""","100","[""SC 363/374""]","24","""Struct Chem & Equ/Lab""","125","false","""H""","1","""0/8""","""2/7""","""O""","19971","[""F 0200-0500PM""]","""Lab""","1997"
"21184","1.0","196","[""CHEM""]","54","""0/999""","","","[""Wesley Pearson""]","""4/999""","200","[""SC 282""]","999","""Organic Chemistry""","247","false","""A""","1","""1/999""","""56/999""","""O""","19971","[""MWF 0800-0855""]","""Research""","1997"
"21185","1.0","196","[""CHEM""]","67","""4/999""","","","[""Gary O. Spessard""]","""23/999""","200","[""SC 282""]","999","""Organic Chemistry""","247","false","""B""","1","""4/999""","""39/999""","""O""","19971","[""MWF 0905-1000""]","""Research""","1997"
"21186","0.25","199","[""CHEM""]","22","""0/12""","","","[""Staff""]","""5/11""","200","[""SC 311/378""]","18","""Synthesis Lab""","253","true","""A""","1","""1/12""","""20/999""","""C""","19971","[""M 0200-0500PM""]","""Lab""","1997"
"21187","0.25","199","[""CHEM""]","24","""0/999""","","","[""Staff""]","""8/999""","200","[""SC 311/378""]","12","""Synthesis Lab""","253","true","""B""","1","""1/999""","""18/999""","""C""","19971","[""T 0800-1100""]","""Lab""","1997"
"21188","0.25","199","[""CHEM""]","23","""0/999""","","","[""Staff""]","""11/999""","200","[""SC 311/378""]","12","""Synthesis Lab""","253","true","""C""","1","""1/999""","""13/999""","""C""","19971","[""T 0120-0420PM""]","""Lab""","1997"
"21189","0.25","199","[""CHEM""]","18","""1/6""","","","[""Staff""]","""2/12""","200","[""SC 311/378""]","18","""Synthesis Lab""","253","true","""D""","1","""1/12""","""22/999""","""C""","19971","[""W 0200-0500PM""]","""Lab""","1997"
"21190","0.25","199","[""CHEM""]","23","""0/999""","","","[""Staff""]","""4/999""","200","[""SC 311/378""]","12","""Synthesis Lab""","253","true","""E""","1","""1/999""","""19/999""","""C""","19971","[""Th 0800-1100""]","""Lab""","1997"
"21191","0.25","199","[""CHEM""]","12","""2/999""","","","[""Staff""]","""0/999""","200","[""SC 311/378""]","18","""Synthesis Lab""","253","true","""F""","1","""0/999""","""0/999""","""O""","19971","[""Th 1145-0245PM""]","""Lab""","1997"
"21192","1.0","201","[""CHEM""]","15","""0/999""","","","[""Paul T. Jackson""]","""11/999""","200","[""SC 374""]","32","""Analytical Chem""","255","false","","1","""5/999""","""2/999""","""O""","19971","[""TTh 0935-1100""]","""Research""","1997"
"21193","0.25","202","[""CHEM""]","8","""0/999""","","","[""Paul T. Jackson""]","""4/999""","200","[""SC 321""]","16","""Analytical Lab""","256","true","""A""","1","""4/999""","""1/999""","""O""","19971","[""M 1255-0500PM""]","""Lab""","1997"
"21194","0.25","202","[""CHEM""]","7","""0/999""","","","[""Paul T. Jackson""]","""6/999""","200","[""SC 321""]","8","""Analytical Lab""","256","true","""B""","1","""1/999""","""1/999""","""C""","19971","[""Th 0120-0520PM""]","""Lab""","1997"
"21195","0.25","1554","[""CHEM""]","10","""0/999""","","","[""George L. Hardgrove""]","""8/999""","200","[""SC 329""]","8","""Physical Lab""","257","true","""A""","1","""1/999""","""0/999""","""C""","19971","[""T 0120-0520PM""]","""Lab""","1997"
"21196","0.25","1554","[""CHEM""]","7","""0/999""","","","[""George L. Hardgrove""]","""2/999""","200","[""SC 329""]","16","""Physical Lab""","257","true","""B""","1","""4/999""","""0/999""","""O""","19971","[""W 1255-0500PM""]","""Lab""","1997"
"21197","1.0","207","[""CHEM""]","14","""0/999""","","","[""George L. Hardgrove""]","""11/999""","300","[""SC 374""]","999","""Chemical Dynamics""","371","false","","1","""3/999""","""0/999""","""O""","19971","[""MWF 0800-0855""]","""Research""","1997"
"21198","0.25","209","[""CHEM""]","12","""0/999""","","","[""Gail Carlson""]","""4/999""","300","[""SC 310/371""]","8","""Biochemistry Lab""","373","true","""A""","1","""6/999""","""1/999""","""C""","19971","[""T 0120-0520PM""]","""Research""","1997"
