"clbid","credits","crsid","departments","enrolled","firsties","gereqs","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"6442","1.0","153","[""BIO""]","2","""0/999""","","[""Anne Walter""]","""0/999""","200","","999","""Academic Internship""","294","true","""J""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6443","1.0","154","[""BIO""]","2","""0/999""","","[""William Jurney""]","""0/999""","200","","999","""IS/Orthopedic Injury""","298","false","","2","""1/999""","""0/999""","""O""","20032","","""Research""","2003"
"6444","1.0","154","[""BIO""]","1","""0/999""","","[""Anne Walter""]","""0/999""","200","","999","""IS/Cellular Biology""","298","false","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6445","1.0","154","[""BIO""]","1","""0/999""","","[""Stephen Cronin""]","""0/999""","200","","999","""IS/P53 Gene & Cancer""","298","false","""B""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6446","1.0","154","[""BIO""]","1","""0/999""","","[""Eugene Bakko""]","""0/999""","200","","999","""IS/Marine Ecology""","298","false","""C""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6447","1.0","154","[""BIO""]","1","""0/999""","","[""Diane K. Angell""]","""0/999""","200","","999","""IS/Medical Shadowing""","298","false","""D""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6448","1.0","154","[""BIO""]","1","""0/999""","","[""Diane K. Angell""]","""0/999""","200","","999","""IS/The Dead Zone""","298","false","""E""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6449","1.0","154","[""BIO""]","1","""0/999""","","[""Daniel Hagen""]","""0/999""","200","","999","""IS/Lower Limb Injury""","298","false","""F""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6450","1.0","155","[""BIO""]","6","""0/999""","","[""Diane K. Angell""]","""2/999""","300","[""SC 210"", ""SC 210"", ""SC 210""]","20","""Zoo Biology""","310","false","","2","""5/999""","""1/999""","""O""","20032","[""M-F 0800-1000"", ""M-F 1040-1200PM"", ""M-F 0100-0300PM""]","""Research""","2003"
"6451","1.0","185","[""CHEM""]","12","""5/999""","","[""Gregory W. Muth""]","""0/999""","100","[""SC 374""]","34","""Chem-Life's Beginning""","120","false","","2","""2/999""","""5/999""","""O""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6452","1.0","189","[""CHEM""]","45","""38/999""","","[""Beth Abdella""]","""1/999""","100","[""SC 378""]","60","""Atom/Molec Structure""","123","false","","2","""1/999""","""8/999""","""O""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6453","1.0","1552","[""CHEM""]","13","""5/999""","","[""Paul T. Jackson""]","""2/999""","100","[""SC 374"", ""SC 363""]","24","""Environmental Chem""","124","false","","2","""2/999""","""4/999""","""O""","20032","[""M-F 0800-1000"", ""TWTh 1230-0330PM""]","""Research""","2003"
"6454","1.0","198","[""CHEM""]","12","""0/0""","","[""Gary O. Spessard""]","""0/999""","200","[""SC 310""]","12","""Organometallic Chem""","252","false","","2","""0/999""","""12/999""","""C""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6455","1.0","204","[""CHEM""]","1","""0/999""","","[""Wesley Pearson""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6456","1.0","204","[""CHEM""]","1","""0/999""","","[""Paul T. Jackson""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6457","1.0","215","[""CHEM""]","5","""0/999""","","[""Robert Hanson""]","""3/999""","300","[""SC 310""]","12","""Organic Analys/Theory""","380","false","","2","""2/999""","""0/999""","""O""","20032","[""M-F 0800-1000""]","""Research""","2003"
"6458","1.0","223","[""CHEM""]","1","""0/999""","","[""Jeffrey J. Schwinefus""]","""0/999""","300","","999","""IR/DNA Hydration""","398","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6459","1.0","225","[""CLASS""]","32","""25/999""","","[""Anne Groton""]","""0/999""","100","[""OM 031""]","25","""Ancient Comedy-Tr""","126","false","","2","""1/999""","""0/999""","""C""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6460","1.0","235","[""CLASS""]","1","""0/999""","","[""Steve T. Reece""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6461","1.0","236","[""CLASS""]","1","""0/999""","","[""Jon Bruss""]","""0/999""","300","","999","""IR/Advanced Nt Greek""","398","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6462","1.0","236","[""CLASS""]","1","""0/999""","","[""Christopher M. Brunelle""]","""0/999""","300","","999","""IR/Anc Grk Vocal Tone""","398","false","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6463","1.0","256","[""ECON""]","29","""19/999""","","[""Robert Will""]","""5/999""","100","[""HH 317""]","30","""Capitalism: Econ Hist""","113","false","","2","""2/999""","""4/999""","""C""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6464","1.0","261","[""ECON""]","18","""0/999""","","[""Xun Pomponio""]","""0/999""","200","","20","""Econ Progress China""","218","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6465","1.0","273","[""ECON""]","20","""0/999""","","[""William L. Carlson""]","""0/999""","200","","20","""Britain in Transition""","253","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6466","1.0","276","[""ECON""]","1","""0/999""","","[""Mary Ann Emery""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6467","1.0","276","[""ECON""]","1","""0/999""","","[""Paul Wojick""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6468","1.0","277","[""ECON""]","1","""1/999""","","[""Paul Wojick""]","""0/999""","200","","999","""IS/Chinese Revolution""","298","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6469","1.0","277","[""ECON""]","1","""0/999""","","[""Paul Wojick""]","""0/999""","200","","999","""IS/My Business Eval""","298","false","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6470","1.0","277","[""ECON""]","1","""0/999""","","[""Paul Wojick""]","""0/999""","200","","999","""IS/Econ of Sports""","298","false","""B""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6471","1.0","285","[""ECON""]","1","""0/999""","","[""Anthony Becker""]","""0/999""","300","","999","""IR/Econ Impact Study""","398","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6472","1.0","285","[""ECON""]","1","""0/999""","","[""Rebecca Judge""]","""0/999""","300","","999","""IR/Environ Econ: China""","398","false","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6473","1.0","1618","[""CSCI""]","17","""1/999""","","[""Laurent Trilling"", ""Richard Allen""]","""7/999""","300","[""SC 186"", ""SC 186""]","30","""Sem: Bioinfomatics""","378","false","","2","""7/999""","""2/999""","""O""","20032","[""M-F 0830-1000"", ""M-F 0100-0300PM""]","""Seminar""","2003"
"6474","1.0","308","[""EDUC""]","17","""1/999""","","[""Maria L. Kelly""]","""1/999""","100","","15","""Schools & Communities""","170","true","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6475","1.0","310","[""EDUC""]","13","""0/999""","","[""Myron L. Solid""]","""1/999""","200","","24","""Perspectives On Tchg""","260","true","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6476","1.0","313","[""EDUC""]","1","""0/999""","","[""John Welckle""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6477","1.0","314","[""EDUC""]","1","""0/999""","","[""Maria L. Kelly""]","""0/999""","200","","999","""IS/Education in Uk""","298","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6478","1.0","338","[""EDUC""]","25","""0/999""","","[""Mark Schelske""]","""0/999""","300","","30","""Multi-Cult Ed Hawaii""","378","true","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6479","1.0","339","[""EDUC""]","34","""0/999""","","[""Rosemary A. Pfarr-Baker""]","""0/999""","300","","40","""Urban Ed Practicum""","379","true","","2","""2/999""","""0/999""","""C""","20032","","""Research""","2003"
"6480","1.0","367","[""DNCTH""]","","","","[""Anne von Bibra""]","","100","[""DC 305"", ""DC _STUDIO_1""]","","""World Dance Tradit'ns""","124","false","","2","","","""C""","20032","[""MTThF 1040-1200PM"", ""MTThF 0100-0300PM""]","""Research""","2003"
"6481","1.0","368","[""DNCTH""]","","","","[""Anthony Roberts""]","","100","[""DC _STUDIO_1"", ""DC 100""]","","""Dancing With Computer""","150","false","","2","","","""O""","20032","[""MTThF 1040-1200PM"", ""MTThF 0100-0300PM""]","""Research""","2003"
"6482","1.0","387","[""ENGL""]","22","""23/999""","","[""Karen E. Marsalek""]","""0/0""","100","[""RML 421""]","25","""Reading for Life""","132","false","","2","""0/0""","""2/999""","""C""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6483","1.0","390","[""ENGL""]","25","""12/999""","","[""Jon Eric Nelson""]","""0/0""","100","[""RML 515""]","25","""Detective Fiction""","169","false","","2","""0/0""","""13/999""","""C""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6484","1.0","396","[""ENGL""]","27","""0/0""","","[""Mary Steen""]","""7/999""","200","[""RML 525""]","30","""Fiction Down Under""","215","false","","2","""7/999""","""16/999""","""C""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6485","1.0","414","[""ENGL""]","24","""0/999""","","[""Richard DuRocher""]","""0/999""","200","","20","""Modern IRish Lit""","252","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6486","1.0","418","[""ENGL""]","20","""0/0""","","[""Eliot K. Wilson""]","""6/6""","200","[""RML 520""]","18","""Creative Writing I""","257","false","","2","""6/6""","""6/6""","""C""","20032","[""M-F 0100-0300PM""]","""Research""","2003"
"6487","1.0","419","[""ENGL""]","30","""1/999""","","[""Richard Buckstead""]","""0/999""","200","","20","""Hemingway in Cuba""","259","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6488","1.0","428","[""ENGL""]","8","""0/0""","","[""Joan Hepburn""]","""1/999""","200","[""RML 420""]","30","""Studies in Drama""","282","false","","2","""5/999""","""5/999""","""O""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6489","1.0","435","[""ENGL""]","6","""0/999""","","[""Mary E. Trull""]","""3/999""","300","[""RML 525""]","15","""Top in Lit Eras: Brit""","330","false","","2","""2/999""","""4/999""","""O""","20032","[""M-F 0100-0300PM""]","""Topic""","2003"
"6490","1.0","449","[""ENGL""]","1","""0/999""","","[""Karen E. Marsalek""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6491","1.0","451","[""ENGL""]","2","""0/999""","","[""Jon Eric Nelson""]","""0/999""","300","","999","""IR/The Inklings""","398","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6492","1.0","455","[""ENVST""]","11","""5/5""","","[""Eugene Bakko""]","""2/8""","100","[""SC 129"", ""SC 129"", ""SC 129""]","24","""Intro: Enviro Studies""","137","false","","2","""1/6""","""3/14""","""O""","20032","[""M-F 0800-1000"", ""M-F 1040-1240PM"", ""M-F 0100-0300PM""]","""Research""","2003"
"6493","1.0","464","[""ENVST""]","1","""0/999""","","[""Charles Jr. Umbanhowar""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""1/999""","""O""","20032","","""Research""","2003"
"6494","1.0","464","[""ENVST""]","1","""0/999""","","[""Jason D. Hill""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6495","1.0","464","[""ENVST""]","1","""0/999""","","[""Sheryl D. Breen""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6496","1.0","464","[""ENVST""]","1","""0/999""","","[""Jean C. Porterfield""]","""0/999""","200","","999","""Academic Internship""","294","true","""C""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6497","1.0","464","[""ENVST""]","1","""0/999""","","[""Kathleen L. Shea""]","""0/999""","200","","999","""Academic Internship""","294","true","""D""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6498","1.0","465","[""ENVST""]","1","""0/999""","","[""Bruce A. Anderson""]","""0/999""","200","","999","""IS/Wind Energy""","298","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6499","1.0","466","[""ENVST""]","1","""0/999""","","[""Charles Jr. Umbanhowar""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6500","1.0","467","[""ENVST""]","2","""0/999""","","[""Christopher L. Chiappari""]","""1/999""","300","","999","""IR/Agroecol Ecuador""","398","false","","2","""1/999""","""0/999""","""O""","20032","","""Research""","2003"
"6501","1.0","479","[""FREN""]","11","""6/999""","","[""Alexander Hertich""]","""1/999""","200","[""OM 011""]","25","""Intermed French I""","231","false","","2","""1/999""","""3/999""","""O""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6502","1.0","481","[""FREN""]","14","""0/999""","","[""Herve Pensec""]","""0/999""","200","","16","""Lang/Cul Fr Caribbean""","233","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6503","1.0","482","[""FREN""]","9","""5/999""","","[""Wendy Allen""]","""0/999""","200","[""OM 026""]","12","""Speaking of French""","250","false","","2","""0/999""","""6/999""","""O""","20032","[""M-F 1040-0300PM""]","""Research""","2003"
"6504","1.0","489","[""FREN""]","12","""1/999""","","[""Scott Homler""]","""0/999""","200","","12","""ID French Stud Paris""","275","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6505","1.0","491","[""FREN""]","1","""0/999""","","[""Scott Homler""]","""0/999""","200","","999","""IS/35-Hr Workweek Fr""","298","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6506","1.0","506","[""GERM""]","35","""6/999""","","[""Lavern Rippley""]","""10/999""","100","[""RML 515""]","60","""Fairy/Folk/Fables-Tr""","147","false","","2","""6/999""","""11/999""","""O""","20032","[""M-F 0100-0300PM""]","""Research""","2003"
"6507","1.0","510","[""GERM""]","27","""0/999""","","[""Frederike Von Schwerin-High""]","""0/999""","200","","30","""Lang/Culture Studies""","233","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6508","1.0","511","[""GERM""]","19","""0/999""","","[""Karen R. Achberger""]","""0/999""","200","","18","""Arts in Vienna-Tr""","245","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6509","1.0","530","[""GERM""]","1","""0/999""","","[""Karl Fink""]","""0/999""","300","","999","""IR/Kafkas Zion in Lit""","398","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6510","1.0","530","[""GERM""]","1","""0/999""","","[""Lavern Rippley""]","""0/999""","300","","999","""IR/Schleswig-Holstein""","398","false","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6511","1.0","532","[""GCON""]","23","""0/999""","","[""Rebecca Judge""]","""0/999""","100","[""OM 035""]","23","""Romans & Christians""","115","false","""A""","2","""0/999""","""0/999""","""C""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6512","1.0","532","[""GCON""]","22","""0/999""","","[""Colin Wells""]","""0/999""","100","[""STEENSLAND""]","23","""Romans & Christians""","115","false","""B""","2","""0/999""","""0/999""","""C""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6513","1.0","532","[""GCON""]","22","""0/999""","","[""Charles Wilson""]","""0/999""","100","[""STEENSLAND""]","23","""Romans & Christians""","115","false","""C""","2","""0/999""","""0/999""","""C""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6514","1.0","532","[""GCON""]","22","""0/999""","","[""Norman M. Watt""]","""0/999""","100","[""OM 004""]","23","""Romans & Christians""","115","false","""D""","2","""0/999""","""0/999""","""C""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6515","1.0","537","[""GCON""]","22","""0/999""","","[""Rick A. Fairbanks"", ""James May""]","""0/999""","200","","20","""Great Con/Grand Tour""","271","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6516","1.0","552","[""HIST""]","18","""19/999""","","[""Timothy R. Howe""]","""0/999""","100","[""HH 514""]","19","""Ancient Warfare""","103","false","","2","""0/999""","""0/999""","""C""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6517","1.0","598","[""HIST""]","14","""3/10""","","[""Robert Nichols""]","""0/999""","200","[""HH 307"", ""HH 515""]","35","""Hist/Orthodox Christ""","228","false","","2","""2/999""","""8/999""","""O""","20032","[""M-F 0900-1000"", ""M-F 1040-1140""]","""Research""","2003"
"6518","1.0","1836","[""HIST""]","32","""5/10""","","[""Karla Erickson""]","""10/999""","200","[""HH 307""]","35","""Top: Americn Whiteness""","250","false","""A""","2","""10/999""","""10/999""","""C""","20032","[""M-F 1040-1240PM""]","""Topic""","2003"
"6519","1.0","1836","[""HIST""]","32","""10/10""","","[""Deborah Alexander""]","""4/999""","200","[""SC 282"", ""HH 317""]","35","""Top: Film and History""","250","false","""B""","2","""5/999""","""17/999""","""C""","20032","[""M-F 1040-1240PM"", ""M-F 0100-0300PM""]","""Topic""","2003"
"6520","1.0","607","[""HIST""]","23","""1/999""","","[""Jeane DeLaney""]","""0/999""","200","","25","""Revolutionary Cuba""","257","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6521","0.0","607","[""HIST""]","9","""1/999""","","[""Jeane DeLaney""]","""0/999""","200","","10","""FLC-Spanish""","257","true","""L""","2","""0/999""","""1/999""","""C""","20032","","""Research""","2003"
"6522","1.0","609","[""HIST""]","9","""1/999""","","[""Joseph Dennis""]","""6/999""","200","[""HH 317""]","35","""Modern China""","261","false","","2","""0/999""","""1/999""","""O""","20032","[""M-F 0800-1000""]","""Research""","2003"
