"","clbid","credits","crsid","departments","gereqs","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","type","year","enrolled"
"1",7603,1,4,"['AMST']","",NA,"['James Farrell']",100,"['RML 421']","Perspect Am Culture","",100,"False","False","",1,"C",20041,"['MWF 1045-1140']","Research",2004,33
"2",7604,1,11,"['AMST']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"3",7605,1,12,"['AMST']","",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20041,"","Research",2004,0
"4",7606,1,12,"['AMST']","",NA,"['Staff']",200,"","IS/","",298,"False","False","A",1,"O",20041,"","Research",2004,0
"5",7607,1,14,"['AMST']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"6",7608,1,15,"['AMST']","",NA,"['James Farrell']",300,"","IR/Parent in America","",398,"False","False","",1,"O",20041,"","Research",2004,1
"7",7609,1,15,"['AMST']","",NA,"['Carol Holly']",300,"","IR/Coming Age America","",398,"False","False","A",1,"O",20041,"","Research",2004,1
"20",7622,1,27,"['ART']","",NA,"['Mary Griep']",100,"['DC 216']","Honors Found Drawing","",120,"False","False","",1,"C",20041,"['TTh 0800-1100']","Research",2004,19
"21",7623,1,31,"['ART']","",NA,"['Nancy M. Thompson', 'Karil J. Kucera']",100,"['DC 305']","Intro/Art History I","",150,"False","False","",1,"C",20041,"['MWF 1045-1140']","Research",2004,49
"22",7624,1,33,"['ART']","",NA,"['Wendell Arneson']",200,"['DC 214']","Oil/Acrylic Painting","",221,"False","False","",1,"C",20041,"['MWF 1255-0255PM']","Research",2004,25
"23",7625,1,35,"['ART']","",NA,"['Irve Dell']",200,"['DC 105', 'DC 105']","Sculpt: Metal Casting","",223,"False","False","",1,"C",20041,"['T 1145-0245PM', 'Th 1245-0345PM']","Research",2004,14
"24",7626,1,39,"['ART']","",NA,"['John Saurer']",200,"['DC 212']","Printmkg: Intaglio/Mono","",227,"False","False","",1,"C",20041,"['MWF 1045-1245PM']","Research",2004,14
"25",7627,1,46,"['ART']","",NA,"['Margaret Ojala']",200,"['DC 102', 'DC 102']","Intermed Photography","",238,"False","False","",1,"C",20041,"['T 1145-0245PM', 'Th 1245-0345PM']","Research",2004,15
"26",7628,1,47,"['ART']","",NA,"['Patrick T. Kelley']",200,"['DC 101', 'DC 101']","Video Art Production","",239,"False","False","",1,"O",20041,"['T 1145-0245PM', 'Th 1245-0345PM']","Research",2004,11
"27",7629,1,50,"['ART']","",NA,"['Heather M. Brooks-Shirey']",200,"['DC 305', 'DC 305']","Art 1776-1880","",251,"False","False","",1,"C",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Research",2004,31
"28",7630,1,57,"['ART']","",NA,"['Karil J. Kucera']",200,"['DC 305']","Arts of China","",259,"False","False","",1,"C",20041,"['MWF 1150-1245PM']","Research",2004,31
"29",7631,1,67,"['ART']","",NA,"['Nancy M. Thompson']",200,"['DC 204', 'DC 204']","Women in Art","",277,"False","False","",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,17
"30",7632,1,68,"['ART']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"31",7633,1,69,"['ART']","",NA,"['Wendell Arneson']",200,"","IS/Adv Oil Painting","",298,"False","False","",1,"O",20041,"","Research",2004,1
"32",7634,1,69,"['ART']","",NA,"['Ron Gallas']",200,"","IS/Handbuilt Dishware","",298,"False","False","A",1,"O",20041,"","Research",2004,1
"33",7635,1,69,"['ART']","",NA,"['Ron Gallas']",200,"","IS/Adv Ceramics II","",298,"False","False","B",1,"O",20041,"","Research",2004,2
"34",7636,1,69,"['ART']","",NA,"['Margaret Ojala']",200,"","IS/Photo as Theatre","",298,"False","False","C",1,"O",20041,"","Research",2004,1
"35",7637,1,69,"['ART']","",NA,"['Ron Gallas']",200,"","IS/Ceramics in Series","",298,"False","False","D",1,"O",20041,"","Research",2004,1
"36",7638,1,69,"['ART']","",NA,"['Ron Gallas']",200,"","IS/Fantasy Ceramics","",298,"False","False","E",1,"O",20041,"","Research",2004,1
"37",7639,1,69,"['ART']","",NA,"['Wendell Arneson']",200,"","IS/Adv Oil Painting","",298,"False","False","F",1,"O",20041,"","Research",2004,1
"38",7640,1,69,"['ART']","",NA,"['Wendell Arneson']",200,"","IS/Picasso Use of Wmn","",298,"False","False","G",1,"O",20041,"","Research",2004,1
"39",7641,1,69,"['ART']","",NA,"['Ron Gallas']",200,"","IS/Figurative Ceramic","",298,"False","False","H",1,"O",20041,"","Research",2004,1
"40",7642,1,69,"['ART']","",NA,"['Mary Griep']",200,"","IS/Art/Phil Dialogue","",298,"False","False","I",1,"O",20041,"","Research",2004,1
"41",7643,1,70,"['ART']","",NA,"['John Saurer']",300,"['DC 204']","Topics Sem/Studio Art","",340,"False","False","",1,"C",20041,"['MWF 0800-1000']","Topic",2004,20
"42",7644,1,73,"['ART']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"43",7645,1,75,"['ART']","",NA,"['Heather M. Brooks-Shirey']",300,"","IR/Nonviolence","",398,"False","False","",1,"O",20041,"","Research",2004,1
"44",7646,1,75,"['ART']","",NA,"['Karil J. Kucera']",300,"","IR/Bosatsu in Japan","",398,"False","False","A",1,"O",20041,"","Research",2004,1
"45",7647,1,75,"['ART']","",NA,"['Nancy M. Thompson']",300,"","IR/Iranian Women Art","",398,"False","False","B",1,"O",20041,"","Research",2004,1
"46",7648,1,75,"['ART']","",NA,"['Staff']",300,"","IR/","",398,"False","False","C",1,"O",20041,"","Research",2004,0
"47",7649,1,76,"['ASIAN']","",NA,"['Barbara Reed']",100,"['OM 015', 'OM 015']","Family & Self/E Asia","",111,"False","False","",1,"C",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Research",2004,21
"48",7650,1,78,"['ASIAN']","",NA,"['Richard Bodman']",100,"['OM 001']","Asian Cultures","",121,"False","False","",1,"O",20041,"['MWF 0200-0255PM']","Research",2004,22
"49",7651,1,83,"['ASIAN']","",NA,"['Pin Pin Wan']",100,"['OM 001', 'OM 001']","Cont China Thru Film","",156,"False","False","",1,"C",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Research",2004,31
"50",7652,1,84,"['ASIAN']","",NA,"['Katherine S. Tegtmeyer Pak']",200,"['OM 011', 'OM 011']","Rice & Society/E Asia","",211,"False","False","",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,17
"51",7653,1,94,"['ASIAN']","",NA,"['Pin Pin Wan']",200,"","IS/Film in Chinese","",298,"False","False","",1,"O",20041,"","Research",2004,2
"52",7654,1,94,"['ASIAN']","",NA,"['Phyllis Hyland Larson']",200,"","IS/4th Year Japanese","",298,"False","False","A",1,"O",20041,"","Research",2004,1
"53",7655,1,97,"['ASIAN']","",NA,"['Robert Entenmann']",300,"","IR/Finding Butoh","",398,"False","False","",1,"O",20041,"","Research",2004,1
"54",7656,1,98,"['ASIAN']","",NA,"['Robert Entenmann']",300,"['HH 301', 'HH 301']","Sem: Asia","",399,"False","False","",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Seminar",2004,19
"56",7658,1,102,"['BIO']","",NA,"['Alan F. Ernst']",100,"['SC 280', 'SC 253']","Human Biology","",123,"False","False","A",1,"C",20041,"['MWF 0905-1000', 'W 0300-0500PM']","Research",2004,19
"57",7659,1,102,"['BIO']","",NA,"['Alan F. Ernst']",100,"['SC 280', 'SC 253']","Human Biology","",123,"False","False","B",1,"C",20041,"['MWF 0905-1000', 'Th 0800-1000']","Research",2004,23
"58",7660,1,102,"['BIO']","",NA,"['Alan F. Ernst']",100,"['SC 280', 'SC 253']","Human Biology","",123,"False","False","C",1,"C",20041,"['MWF 0905-1000', 'Th 0215-0415PM']","Research",2004,20
"59",7661,1,106,"['BIO']","",NA,"['Eric Cole']",100,"['SC 278', 'SC 273']","Cell Bio & Genetics","",125,"False","False","A",1,"C",20041,"['MWF 0800-0855', 'Th 0215-0445PM']","Research",2004,24
"60",7662,1,106,"['BIO']","",NA,"['Eric Cole']",100,"['SC 278', 'SC 273']","Cell Bio & Genetics","",125,"False","False","B",1,"C",20041,"['MWF 0800-0855', 'Th 0800-1030']","Research",2004,27
"61",7663,1,106,"['BIO']","",NA,"['John Giannini']",100,"['SC 278', 'SC 273']","Cell Bio & Genetics","",125,"False","False","C",1,"C",20041,"['MWF 0905-1000', 'T 0800-1030']","Research",2004,23
"62",7664,1,106,"['BIO']","",NA,"['John Giannini']",100,"['SC 278', 'SC 273']","Cell Bio & Genetics","",125,"False","False","D",1,"C",20041,"['MWF 0905-1000', 'M 1200-0230PM']","Research",2004,21
"63",7665,1,106,"['BIO']","",NA,"['John Giannini']",100,"['SC 278', 'SC 273']","Cell Bio & Genetics","",125,"False","False","E",1,"C",20041,"['MWF 0905-1000', 'M 0300-0530PM']","Research",2004,25
"64",7666,1,106,"['BIO']","",NA,"['Kimberly A. Kandl']",100,"['SC 278', 'SC 273']","Cell Bio & Genetics","",125,"False","False","F",1,"C",20041,"['MWF 1045-1140', 'T 0300-0530PM']","Research",2004,23
"65",7667,1,106,"['BIO']","",NA,"['Kimberly A. Kandl']",100,"['SC 278', 'SC 273']","Cell Bio & Genetics","",125,"False","False","G",1,"C",20041,"['MWF 1045-1140', 'T 1145-0215PM']","Research",2004,26
"66",7668,1,106,"['BIO']","",NA,"['Nicole R. Hoft']",100,"['SC 278', 'SC 278', 'SC 273']","Cell Bio & Genetics","",125,"False","False","H",1,"C",20041,"['T 0935-1100', 'Th 0930-1050', 'W 0300-0530PM']","Research",2004,24
"67",7669,1,106,"['BIO']","",NA,"['Nicole R. Hoft']",100,"['SC 278', 'SC 278', 'SC 273']","Cell Bio & Genetics","",125,"False","False","I",1,"C",20041,"['T 0935-1100', 'Th 0930-1050', 'F 0200-0430PM']","Research",2004,25
"68",7670,1,106,"['BIO']","",NA,"['Nicole R. Hoft']",100,"['SC 278', 'SC 278', 'SC 273']","Cell Bio & Genetics","",125,"False","False","J",1,"C",20041,"['T 0935-1100', 'Th 0930-1050', 'W 1150-0220PM']","Research",2004,24
"69",7671,1,122,"['BIO']","",NA,"['Jean C. Porterfield']",200,"['SC 280', 'SC 211']","Intermediate Genetics","",233,"False","False","A",1,"C",20041,"['MWF 1045-1140', 'T 0800-1100']","Research",2004,21
"70",7672,1,122,"['BIO']","",NA,"['Jean C. Porterfield']",200,"['SC 280', 'SC 211']","Intermediate Genetics","",233,"False","False","B",1,"C",20041,"['MWF 1045-1140', 'T 0120-0420PM']","Research",2004,19
"71",7673,1,122,"['BIO']","",NA,"['Robert Rutherford']",200,"['SC 280', 'SC 280', 'SC 211']","Intermediate Genetics","",233,"False","False","C",1,"O",20041,"['T 0935-1100', 'Th 0930-1050', 'W 1150-0250PM']","Research",2004,19
"72",7674,1,122,"['BIO']","",NA,"['Robert Rutherford']",200,"['SC 280', 'SC 280', 'SC 211']","Intermediate Genetics","",233,"False","False","D",1,"C",20041,"['T 0935-1100', 'Th 0930-1050', 'Th 0215-0515PM']","Research",2004,22
"73",7675,1,126,"['BIO']","",NA,"['Louis Henry Kermott']",200,"['SC 280', 'SC 253']","Human Anatomy & Physiol","",243,"False","False","A",1,"C",20041,"['MWF 0800-0855', 'M 1255-0355PM']","Research",2004,29
"74",7676,1,126,"['BIO']","",NA,"['Louis Henry Kermott']",200,"['SC 280', 'SC 253']","Human Anatomy & Physiol","",243,"False","False","B",1,"C",20041,"['MWF 0800-0855', 'T 0800-1100']","Research",2004,24
"75",7677,1,126,"['BIO']","",NA,"['Louis Henry Kermott']",200,"['SC 280', 'SC 253']","Human Anatomy & Physiol","",243,"False","False","C",1,"C",20041,"['MWF 0800-0855', 'T 0120-0420PM']","Research",2004,26
"76",7678,1,126,"['BIO']","",NA,"['Louis Henry Kermott']",200,"['SC 280', 'SC 253']","Human Anatomy & Physiol","",243,"False","False","D",1,"C",20041,"['MWF 0800-0855', 'W 1045-0145PM']","Research",2004,22
"77",7679,1,128,"['BIO']","",NA,"['Mary C. Henry']",200,"['SC 278', 'SC 278', 'SC 269']","Animal Physiology","",247,"False","False","A",1,"C",20041,"['T 0800-0925', 'Th 0800-0920', 'T 0120-0420PM']","Research",2004,11
"78",7680,1,128,"['BIO']","",NA,"['Mary C. Henry']",200,"['SC 278', 'SC 278', 'SC 269']","Animal Physiology","",247,"False","False","B",1,"O",20041,"['T 0800-0925', 'Th 0800-0920', 'W 1255-0355PM']","Research",2004,9
"79",7681,1,128,"['BIO']","",NA,"['Mary C. Henry']",200,"['SC 278', 'SC 278', 'SC 269']","Animal Physiology","",247,"False","False","C",1,"C",20041,"['T 0800-0925', 'Th 0800-0920', 'Th 0120-0420PM']","Research",2004,12
"80",7682,1,130,"['BIO']","",NA,"['Michael Swift']",200,"['SC 274', 'SC 274', 'SC 229']","Invertebrate Zoology","",248,"False","False","",1,"O",20041,"['T 0935-1100', 'Th 0930-1050', 'Th 0215-0515PM']","Research",2004,13
"81",7683,1,136,"['BIO']","",NA,"['Jason D. Hill']",200,"['SC 274', 'SC 227']","Plant Morphology","",252,"False","False","",1,"O",20041,"['MWF 0800-0855', 'T 0120-0420PM']","Research",2004,8
"82",7684,1,139,"['BIO']","",NA,"['Diane K. Angell']",200,"['HH 501', 'SC 248']","Ecological Principles","",261,"False","False","A",1,"C",20041,"['MWF 0800-0855', 'M 1255-0355PM']","Research",2004,15
"83",7685,1,139,"['BIO']","",NA,"['Diane K. Angell']",200,"['HH 501', 'SC 248']","Ecological Principles","",261,"False","False","B",1,"C",20041,"['MWF 0800-0855', 'W 1255-0355PM']","Research",2004,17
"84",7686,1,139,"['BIO']","",NA,"['Diane K. Angell']",200,"['HH 501', 'SC 248']","Ecological Principles","",261,"False","False","C",1,"C",20041,"['MWF 0800-0855', 'Th 0800-1100']","Research",2004,16
"85",7687,1,144,"['BIO']","",NA,"['Staff']",200,"","IS in India","",271,"False","False","",1,"O",20041,"","Research",2004,6
"86",7688,1,145,"['BIO']","",NA,"['Staff']",200,"","IS in India","",272,"False","False","",1,"C",20041,"","Research",2004,6
"88",7690,1,153,"['BIO']","",NA,"['Michael Swift']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,1
"89",7691,1,154,"['BIO']","",NA,"['Louis Henry Kermott']",200,"","IS/Human Gross Anat","",298,"False","False","",1,"O",20041,"","Research",2004,8
"90",7692,1,154,"['BIO']","",NA,"['Jean C. Porterfield']",200,"","IS/Pediatric Eye Care","",298,"False","False","A",1,"O",20041,"","Research",2004,1
"91",7693,1,154,"['BIO']","",NA,"['Mary C. Henry']",200,"","IS/Women's Health","",298,"False","False","B",1,"O",20041,"","Research",2004,1
"92",7694,1,154,"['BIO']","",NA,"['Staff']",200,"","IS/","",298,"False","False","C",1,"O",20041,"","Research",2004,0
"93",7695,1,154,"['BIO']","",NA,"['Staff']",200,"","IS/","",298,"False","False","D",1,"O",20041,"","Research",2004,0
"94",7696,1,156,"['BIO']","",NA,"['Staff']",300,"","IR in India","",321,"False","False","",1,"O",20041,"","Research",2004,0
"95",7697,1,157,"['BIO']","",NA,"['Staff']",300,"","IR in India","",322,"False","False","",1,"O",20041,"","Research",2004,0
"96",7698,1,158,"['BIO']","",NA,"['Anne Walter']",300,"['SC 274', 'SC 263']","Cell Physiology","",341,"False","False","",1,"O",20041,"['MWF 0905-1000', 'Th 0120-0420PM']","Research",2004,10
"97",7699,1,161,"['BIO']","",NA,"['Kathleen L. Shea']",300,"['SC 110', 'SC 248', 'SC 210']","Field Ecology","",371,"False","False","",1,"O",20041,"['T 0120-0220PM', 'T 0230-0530PM', 'Th 0215-0405PM']","Research",2004,8
"98",7700,1,166,"['BIO']","",NA,"['Theodore Johnson']",300,"['SC 274', 'SC 210']","Immunology","",382,"False","False","A",1,"C",20041,"['MWF 1045-1140', 'T 0100-0300PM']","Research",2004,13
"99",7701,1,166,"['BIO']","",NA,"['Theodore Johnson']",300,"['SC 274', 'SC 210']","Immunology","",382,"False","False","B",1,"C",20041,"['MWF 1045-1140', 'W 0200-0400PM']","Research",2004,14
"100",7702,1,174,"['BIO']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"101",7703,1,175,"['BIO']","",NA,"['Mary C. Henry']",300,"","IR/Learning in Flies","",398,"False","False","",1,"O",20041,"","Research",2004,1
"102",7704,1,175,"['BIO']","",NA,"['Michael Swift']",300,"","IR/Age/Growth Mussels","",398,"False","False","A",1,"O",20041,"","Research",2004,1
"103",7705,1,175,"['BIO']","",NA,"['Jean C. Porterfield']",300,"","IR/MN Darter Genetics","",398,"False","False","B",1,"O",20041,"","Research",2004,1
"104",7706,1,175,"['BIO']","",NA,"['Anne Walter']",300,"","IR/Probing Membranes","",398,"False","False","C",1,"O",20041,"","Research",2004,1
"105",7707,1,175,"['BIO']","",NA,"['Staff']",300,"","IR/","",398,"False","False","D",1,"O",20041,"","Research",2004,0
"106",7708,1,175,"['BIO']","",NA,"['Staff']",300,"","IR/","",398,"False","False","E",1,"O",20041,"","Research",2004,0
"107",7709,1,175,"['BIO']","",NA,"['Staff']",300,"","IR/","",398,"False","False","F",1,"O",20041,"","Research",2004,0
"108",7710,1,175,"['BIO']","",NA,"['Staff']",300,"","IR/","",398,"False","False","G",1,"O",20041,"","Research",2004,0
"109",7711,1,175,"['BIO']","",NA,"['Staff']",300,"","IR/","",398,"False","False","H",1,"O",20041,"","Research",2004,0
"110",7712,1,176,"['AMCON']","",NA,"['Mary Titus']",100,"['BMC 109']","Freedoms: 1607-1865","",101,"False","False","A",1,"C",20041,"['MWF 1045-1140']","Research",2004,23
"111",7713,1,176,"['AMCON']","",NA,"['L. DeAne Lagerquist']",100,"['BMC 101']","Freedoms: 1607-1865","",101,"False","False","B",1,"C",20041,"['MWF 1045-1140']","Research",2004,23
"112",7714,1,178,"['AMCON']","",NA,"['Matthew Rohn']",200,"['SC 129']","Remaking Am: 1845-1945","",201,"False","False","A",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,14
"113",7715,1,178,"['AMCON']","",NA,"['Judy Kutulas']",200,"['SC 110']","Remaking Am: 1845-1945","",201,"False","False","B",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,11
"114",7716,1,187,"['CHEM']","",NA,"['Anthony T. Watson']",100,"['SC 282']","General Chemistry","",121,"False","False","",1,"O",20041,"['MWF 1045-1140']","Research",2004,67
"118",7720,1,190,"['CHEM']","",NA,"['Mary Walczak']",100,"['SC 378', 'SC 378', 'SC 371']","A Matter of Environ","",124,"False","False","",1,"O",20041,"['T 0935-1100', 'Th 0930-1050', 'W 0100-0400PM']","Research",2004,10
"119",7721,1,192,"['CHEM']","",NA,"['Wesley Pearson']",100,"['SC 282']","Struct Chem & Equilib","",125,"False","False","A",1,"O",20041,"['MWF 0800-0855']","Research",2004,53
"121",7723,1,192,"['CHEM']","",NA,"['Patrick N. Riley']",100,"['SC 282']","Struct Chem & Equilib","",125,"False","False","B",1,"C",20041,"['MWF 0905-1000']","Research",2004,55
"123",7725,1,192,"['CHEM']","",NA,"['Beth Abdella']",100,"['SC 378']","Struct Chem & Equilib","",125,"False","False","C",1,"C",20041,"['MWF 1045-1140']","Research",2004,46
"125",7727,1,192,"['CHEM']","",NA,"['Beth Abdella']",100,"['SC 378']","Struct Chem & Equilib","",125,"False","False","D",1,"O",20041,"['MWF 1150-1245PM']","Research",2004,42
"131",7733,1,196,"['CHEM']","",NA,"['Gary O. Spessard']",200,"['SC 378']","Organic Chemistry","",247,"False","False","A",1,"C",20041,"['MWF 0800-0855']","Research",2004,61
"132",7734,1,196,"['CHEM']","",NA,"['Robert Hanson']",200,"['SC 378']","Organic Chemistry","",247,"False","False","B",1,"O",20041,"['MWF 0905-1000']","Research",2004,58
"139",7741,1,201,"['CHEM']","",NA,"['Paul T. Jackson']",200,"['SC 374', 'SC 374']","Analytical Chem","",255,"False","False","",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,16
"141",7743,1,204,"['CHEM']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"142",7744,1,204,"['CHEM']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","A",1,"O",20041,"","Research",2004,0
"143",7745,1,205,"['CHEM']","",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20041,"","Research",2004,0
"146",7748,1,207,"['CHEM']","",NA,"['Jeffrey J. Schwinefus']",300,"['SC 374']","Physical Chemistry","",371,"False","False","",1,"O",20041,"['MWF 0800-0855']","Research",2004,18
"151",7753,1,214,"['CHEM']","",NA,"['Gregory W. Muth']",300,"['SC 280']","Biochemistry I","",379,"False","False","",1,"C",20041,"['MWF 1150-1245PM']","Research",2004,57
"152",7754,1,217,"['CHEM']","",NA,"['Douglas J. Beussman']",300,"['SC 310']","Instrumental Analysis","",382,"False","False","",1,"C",20041,"['MWF 1045-1140']","Research",2004,8
"153",7755,1,222,"['CHEM']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"154",7756,1,223,"['CHEM']","",NA,"['Douglas J. Beussman']",300,"","IR/Forensic Sci Rsrch","",398,"False","False","",1,"O",20041,"","Research",2004,1
"155",7757,1,223,"['CHEM']","",NA,"['Gary O. Spessard']",300,"","IR/Green Chemistry","",398,"False","False","A",1,"O",20041,"","Research",2004,1
"156",7758,1,223,"['CHEM']","",NA,"['Staff']",300,"","IR/","",398,"False","False","B",1,"O",20041,"","Research",2004,0
"157",7759,1,229,"['CLASS']","",NA,"['Steve T. Reece']",200,"['OM 031', 'OM 031']","Greek & Roman Myth-Tr","",241,"False","False","",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,27
"158",7760,1,233,"['CLASS']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"159",7761,1,234,"['CLASS']","",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20041,"","Research",2004,0
"160",7762,1,235,"['CLASS']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"161",7763,1,236,"['CLASS']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20041,"","Research",2004,0
"162",7764,1,237,"['CHIN']","",NA,"['Richard Bodman']",100,"['OM 001', 'OM 002']","Beginning Chinese I","",111,"False","False","A",1,"O",20041,"['MWF 0905-1000', 'T 0800-0925']","Research",2004,3
"163",7765,1,237,"['CHIN']","",NA,"['Richard Bodman']",100,"['OM 001', 'OM 001']","Beginning Chinese I","",111,"False","False","B",1,"O",20041,"['MWF 1150-1245PM', 'T 0935-1100']","Research",2004,5
"164",7766,1,237,"['CHIN']","",NA,"['Richard Bodman']",100,"['OM 001', 'OM 001']","Beginning Chinese I","",111,"False","False","C",1,"O",20041,"['MWF 0905-1000', 'T 0935-1100']","Research",2004,6
"165",7767,1,237,"['CHIN']","",NA,"['Richard Bodman']",100,"['OM 001', 'OM 002']","Beginning Chinese I","",111,"False","False","D",1,"O",20041,"['MWF 1150-1245PM', 'T 0800-0925']","Research",2004,6
"166",7768,1,241,"['CHIN']","",NA,"['Pin Pin Wan']",200,"['OM 001', 'OM 011', 'OM 011']","Intermed Chinese I","",231,"False","False","",1,"O",20041,"['MWF 1045-1140', 'T 1005-1100', 'Th 0955-1050']","Research",2004,18
"167",7769,1,245,"['CHIN']","",NA,"['Pin Pin Wan']",200,"['OM 036']","Advanced Chinese I","",251,"False","False","",1,"O",20041,"['MWF 0200-0255PM']","Research",2004,3
"168",7770,1,248,"['CHIN']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"169",7771,1,249,"['CHIN']","",NA,"['Pin Pin Wan']",200,"","IS/Film in Chinese","",298,"False","False","",1,"O",20041,"","Research",2004,1
"170",7772,1,251,"['CHIN']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"171",7773,1,252,"['CHIN']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20041,"","Research",2004,0
"172",7774,1,259,"['ECON']","",NA,"['Rebecca Judge']",100,"['HH 317']","Principles of Econ","",121,"False","False","A",1,"C",20041,"['MWF 0800-0855']","Research",2004,31
"173",7775,1,259,"['ECON']","",NA,"['Mark Pernecky']",100,"['HH 413']","Principles of Econ","",121,"False","False","B",1,"O",20041,"['MWF 0905-1000']","Research",2004,22
"174",7776,1,259,"['ECON']","",NA,"['Mark Pernecky']",100,"['HH 413']","Principles of Econ","",121,"False","False","C",1,"O",20041,"['MWF 1045-1140']","Research",2004,26
"175",7777,1,259,"['ECON']","",NA,"['Daniel B. Kramer']",100,"['HH 413']","Principles of Econ","",121,"False","False","D",1,"O",20041,"['MWF 1255-0150PM']","Research",2004,24
"176",7778,1,259,"['ECON']","",NA,"['Daniel B. Kramer']",100,"['HH 413']","Principles of Econ","",121,"False","False","E",1,"O",20041,"['MWF 0200-0255PM']","Research",2004,26
"177",7779,1,259,"['ECON']","",NA,"['David Schodt']",100,"['SC 184', 'SC 184']","Principles of Econ","",121,"False","False","F",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,27
"178",7780,1,264,"['ECON']","",NA,"['Edward David Emery']",200,"['OM 004', 'OM 004']","Economic Methods","",233,"False","False","",1,"O",20041,"['T 0800-0925', 'Th 0800-0920']","Research",2004,19
"179",7781,1,267,"['ECON']","",NA,"['Daniel B. Kramer']",200,"['HH 317']","Environmental Econ","",242,"False","False","",1,"C",20041,"['MWF 1150-1245PM']","Research",2004,27
"180",7782,1,270,"['ECON']","",NA,"['Edward David Emery']",200,"['OM 004', 'OM 004']","Health Care Econ","",245,"False","False","",1,"O",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Research",2004,18
"181",7783,1,272,"['ECON']","",NA,"['Steve Soderlind']",200,"['HH 301']","Urban Economics","",249,"False","False","",1,"O",20041,"['MWF 0800-0855']","Research",2004,21
"182",7784,1,274,"['ECON']","",NA,"['Paul Wojick']",200,"['OM 002']","Macroeconomic Theory","",261,"False","False","A",1,"O",20041,"['MWF 0800-0855']","Research",2004,16
"183",7785,1,274,"['ECON']","",NA,"['Paul Wojick']",200,"['OM 002']","Macroeconomic Theory","",261,"False","False","B",1,"C",20041,"['MWF 0905-1000']","Research",2004,24
"184",7786,1,275,"['ECON']","",NA,"['Anthony Becker']",200,"['HH 413', 'HH 413']","Microeconomic Theory","",262,"False","False","A",1,"C",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Research",2004,24
"185",7787,1,275,"['ECON']","",NA,"['Anthony Becker']",200,"['HH 413', 'HH 413']","Microeconomic Theory","",262,"False","False","B",1,"O",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,10
"186",7788,1,276,"['ECON']","",NA,"['David Carter']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,1
"187",7789,1,276,"['ECON']","",NA,"['Terry J. Fitzgerald']",200,"","Academic Internship","",294,"True","False","A",1,"O",20041,"","Research",2004,1
"188",7790,1,277,"['ECON']","",NA,"['Edward David Emery']",200,"","IS/Eu Econ Transition","",298,"False","False","",1,"O",20041,"","Research",2004,1
"189",7791,1,277,"['ECON']","",NA,"['Staff']",200,"","IS/","",298,"False","False","A",1,"O",20041,"","Research",2004,0
"190",7792,1,279,"['ECON']","",NA,"['Paul Wojick']",300,"['OM 001']","Money and Banking","",374,"False","False","",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,29
