"","clbid","credits","crsid","departments","gereqs","instructors","level","locations","name","number","pn","prerequisites","section","semester","status","term","times","type","year","enrolled"
"15",4463,1,88,"['ASIAN']","","['Pin Pin Wan']",200,"['OM 002', 'OM 002']","Chinese Lit--Tr",236,"False","False","",2,"O",20022,"['M-Th 1040-1240PM', 'M-Th 0200-0300PM']","Research",2002,23
"16",4464,1,94,"['ASIAN']","","['Robert Entenmann']",200,"","IS/Non-Communist Chin",298,"False","False","",2,"O",20022,"","Research",2002,1
"17",4465,1,94,"['ASIAN']","","['Pin Pin Wan']",200,"","IS/Chinese IDentity",298,"False","False","A",2,"O",20022,"","Research",2002,1
"18",4466,1,94,"['ASIAN']","","['Pin Pin Wan']",200,"","IS/Imperialism Asia",298,"False","False","B",2,"O",20022,"","Research",2002,1
"19",4467,1,94,"['ASIAN']","","['Phyllis Hyland Larson']",200,"","IS/Inten Japanese Rev",298,"False","False","C",2,"O",20022,"","Research",2002,1
"20",4468,1,97,"['ASIAN']","","['Phyllis Hyland Larson']",300,"","IR/Zen in Modern Jap",398,"False","False","",2,"O",20022,"","Research",2002,1
"56",4504,1,226,"['CLASS']","","['Jon Bruss']",100,"['OM 031']","Alexander the Great",127,"False","False","",2,"O",20022,"['M-F 0100-0300PM']","Research",2002,14
"57",4505,1,232,"['CLASS']","","['Anne Groton']",200,"","Class Studies Greece",251,"False","False","",2,"C",20022,"","Research",2002,30
"58",4506,1,234,"['CLASS']","","['James May']",200,"","IS/Greek Lyric Poetry",298,"False","False","",2,"O",20022,"","Research",2002,1
"59",4507,1,236,"['CLASS']","","['Steve T. Reece']",300,"","IR/Ancient Biology",398,"False","False","",2,"O",20022,"","Research",2002,1
"60",4508,1,254,"['ECON']","","['Xun Pomponio']",100,"['HH 317']","Transition Economies",111,"False","False","",2,"O",20022,"['M-F 1040-1240PM']","Research",2002,15
"61",4509,1,254,"['ECON']","","['Edward David Emery']",100,"['OM 004', 'OM 004']","Capitalism: Econ Hist",111,"False","False","",2,"O",20022,"['M-F 0900-1000', 'M-F 1040-1210PM']","Research",2002,25
"62",4510,1,262,"['ECON']","","['Mark Pernecky']",200,"['OM 011', 'OM 011']","Economic Justice",220,"False","False","",2,"C",20022,"['MWF 0900-1000', 'MWF 1045-1245PM']","Research",2002,19
"63",4511,1,276,"['ECON']","","['Terry J. Fitzgerald']",200,"","Academic Internship",294,"True","False","",2,"O",20022,"","Research",2002,1
"64",4512,1,276,"['ECON']","","['Bruce Dalgaard']",200,"","Academic Internship",294,"True","False","A",2,"O",20022,"","Research",2002,3
"65",4513,1,277,"['ECON']","","['Richard Goedde']",200,"","IS/Rain Distribution",298,"False","False","",2,"O",20022,"","Research",2002,1
"66",4514,1,284,"['ECON']","","['Richard Goedde']",300,"","Academic Internship",394,"True","False","",2,"O",20022,"","Research",2002,1
"67",4515,1,285,"['ECON']","","['Richard Goedde']",300,"","IR/Warranty Study",398,"False","False","",2,"O",20022,"","Research",2002,1
"69",4517,1,308,"['EDUC']","","['Maria L. Kelly']",100,"","Schools & Communities",170,"True","False","",2,"O",20022,"","Research",2002,11
"70",4518,1,310,"['EDUC']","","['Martha Harris']",200,"","Perspectives On Tchg",260,"True","False","",2,"C",20022,"","Research",2002,22
"71",4519,1,314,"['EDUC']","","['Maria L. Kelly']",200,"","IS/Early Child Pract",298,"False","False","",2,"O",20022,"","Research",2002,1
"72",4520,1,338,"['EDUC']","","['Myron L. Solid']",300,"","Multi-Cult Ed Hawaii",378,"True","False","",2,"C",20022,"","Research",2002,23
"73",4521,1,339,"['EDUC']","","['Rosemary A. Pfarr-Baker']",300,"","Urban Ed Practicum",379,"True","False","",2,"C",20022,"","Research",2002,35
"75",4523,1,382,"['ENGL']","","['Joseph L. Mbele']",100,"['RML 525']","Trickstr/Post-Col Lit",108,"False","False","",2,"C",20022,"['M-F 0100-0300PM']","Research",2002,26
"76",4524,1,387,"['ENGL']","","['Mary Steen']",100,"['RML 525']","Reading for Life",132,"False","False","",2,"C",20022,"['M-F 1040-1240PM']","Research",2002,25
"77",4525,1,390,"['ENGL']","","['Jon Eric Nelson']",100,"['RML 515']","Detective Fiction",169,"False","False","",2,"C",20022,"['M-F 0100-0300PM']","Research",2002,22
"78",4526,1,415,"['ENGL']","","['David Wee']",200,"","The Moral Vision",253,"False","False","",2,"C",20022,"","Research",2002,30
"79",4527,1,421,"['ENGL']","","['Jonathan Hill']",200,"","Lit Eastern Caribbean",270,"False","False","",2,"C",20022,"","Research",2002,25
"80",4528,1,428,"['ENGL']","","['Karen E. Marsalek']",200,"['RML 515']","Studies in Drama",282,"False","False","",2,"O",20022,"['M-F 1040-1240PM']","Research",2002,21
"81",4529,1,430,"['ENGL']","","['Joan Hepburn']",200,"","Performing Arts in NY",284,"False","False","",2,"C",20022,"","Research",2002,14
"82",4530,1,434,"['ENGL']","","['Elizabeth Hutchins']",200,"","IS/Writing Child Lit",298,"False","False","",2,"O",20022,"","Research",2002,1
"83",4531,1,434,"['ENGL']","","['Jon Eric Nelson']",200,"","IS/Detective Fiction",298,"False","False","A",2,"O",20022,"","Research",2002,1
"84",4532,1,436,"['ENGL']","","['Carol Holly']",300,"['RML 420']","Advanced Amer Lit",340,"False","False","",2,"C",20022,"['M-F 1040-1240PM']","Topic",2002,16
"85",4533,1,446,"['ENGL']","","['Karen Cherewatuk']",300,"['RML 520', 'RML 520']","Brit Auth: Chaucer",391,"False","False","",2,"O",20022,"['M-F 0900-1000', 'M-F 1040-1140']","Seminar",2002,9
"86",4534,1,1732,"['ENVST']","","['Jean C. Porterfield']",200,"","Biosphere Ecology",260,"False","False","",2,"C",20022,"","Research",2002,14
"87",4535,1,464,"['ENVST']","","['Kristina MacPherson']",200,"","Academic Internship",294,"True","False","",2,"O",20022,"","Research",2002,1
"88",4536,1,464,"['ENVST']","","['Robert Jacobel']",200,"","Academic Internship",294,"True","False","A",2,"O",20022,"","Research",2002,1
"89",4537,1,479,"['FREN']","","['M. Clare Mather']",200,"['OM 021']","Intermed French I",231,"False","False","",2,"O",20022,"['M-F 1040-1240PM']","Research",2002,16
"90",4538,1,481,"['FREN']","","['Scott Homler']",200,"","Lang/Cul Fr Caribbean",233,"False","False","",2,"C",20022,"","Research",2002,12
"91",4539,1,482,"['FREN']","","['Wendy Allen']",200,"['OM 026']","Speaking of French",250,"False","False","",2,"O",20022,"['M-F 1040-0300PM']","Research",2002,12
"92",4540,1,489,"['FREN']","","['Herve Pensec']",200,"","ID French Stud Paris",275,"False","False","",2,"C",20022,"","Research",2002,10
"93",4541,1,506,"['GERM']","","['Karen Pauly']",100,"['RML 515']","Fairy/Folk/Fables-Tr",147,"False","False","",2,"C",20022,"['M-F 0800-1000']","Research",2002,50
"94",4542,1,510,"['GERM']","","['Frederike Von Schwerin-High']",200,"","Lang/Culture Studies",233,"False","False","",2,"C",20022,"","Research",2002,25
"95",4543,1,523,"['GERM']","","['Karen Pauly']",200,"","IS/German Grammar",298,"False","False","",2,"O",20022,"","Research",2002,1
"96",4544,1,529,"['GERM']","","['Frederike Von Schwerin-High']",300,"","Academic Internship",394,"True","False","",2,"O",20022,"","Research",2002,1
"97",4545,1,532,"['GCON']","","['Jolene Barjasteh']",100,"['STEENSLAND']","Romans & Christians",115,"False","False","A",2,"C",20022,"['M-F 1040-1240PM']","Research",2002,22
"98",4546,1,532,"['GCON']","","['Steve T. Reece']",100,"['STEENSLAND']","Romans & Christians",115,"False","False","B",2,"C",20022,"['M-F 1040-1240PM']","Research",2002,21
"99",4547,1,532,"['GCON']","","['Douglas Schuurman']",100,"['STEENSLAND']","Romans & Christians",115,"False","False","C",2,"C",20022,"['M-F 1040-1240PM']","Research",2002,23
"100",4548,1,544,"['GREEK']","","['Staff']",200,"","IS/Greek Lyric Poetry",298,"False","False","",2,"O",20022,"","Research",2002,1
"101",4549,1,1771,"['HIST']","","['Rosemary Moore']",100,"['RML 421']","Food in Ancient World",104,"False","False","",2,"C",20022,"['M-F 0100-0300PM']","Research",2002,23
"102",4550,1,1787,"['HIST']","","['Jamie Monson']",100,"['OM 031', 'OM 031']","Life Hist/African Wmn",128,"False","False","",2,"C",20022,"['M-F 0900-1000', 'M-F 1040-1140']","Research",2002,27
"103",4551,1,1809,"['HIST']","","['Odd S. Lovoll']",100,"['HH 501']","Norwegian/Amer Exper",155,"False","False","",2,"C",20022,"['M-Th 1040-1240PM']","Research",2002,56
"104",4552,1,600,"['HIST']","","['J. L. Carrington']",200,"['HH 403']","Women in Medieval Eur",231,"False","False","",2,"C",20022,"['M-F 0100-0300PM']","Research",2002,28
"105",4553,1,1836,"['HIST']","","['Robert Nichols']",200,"['HH 307', 'HH 307']","Top: Russian Hist/Lit",250,"False","False","A",2,"O",20022,"['M-F 0900-1000', 'M-F 1040-1140']","Topic",2002,18
"106",4555,1,1844,"['HIST']","","['Stephen Blake']",200,"['HH 307']","British India",255,"False","False","",2,"C",20022,"['M-F 0100-0300PM']","Research",2002,31
"107",4556,1,606,"['HIST']","","['Jeane DeLaney']",200,"['HH 317']","20th Century Cuba",258,"False","False","",2,"O",20022,"['M-F 0100-0300PM']","Research",2002,27
"108",4557,1,623,"['HIST']","","['Michael Fitzgerald']",200,"","Civil Rights /HECUA",259,"False","False","",2,"C",20022,"","Research",2002,10
"109",4558,1,624,"['HIST']","","['Steven C. Hahn']",200,"","Academic Internship",294,"True","False","",2,"O",20022,"","Research",2002,1
"110",4559,1,624,"['HIST']","","['J. L. Carrington']",200,"","Academic Internship",294,"True","False","A",2,"O",20022,"","Research",2002,1
"111",4560,1,625,"['HIST']","","['Todd W. Nichol']",200,"","IS/Veblen & Norw-Ame",298,"False","False","",2,"C",20022,"","Research",2002,1
"112",4561,1,625,"['HIST']","","['Jeane DeLaney']",200,"","IS/Juan Peron",298,"False","False","A",2,"O",20022,"","Research",2002,1
"113",4562,1,642,"['HIST']","","['Staff']",300,"","IR/Veblen & Norw-Ame",398,"False","False","",2,"O",20022,"","Research",2002,1
"114",4563,1,650,"['FAMST']","","['C. George Holt']",200,"","Family Relatns Hawaii",246,"False","False","",2,"C",20022,"","Research",2002,22
"115",4564,1,653,"['FAMST']","","['C. George Holt']",200,"","Academic Internship",294,"True","False","",2,"O",20022,"","Research",2002,1
"116",4565,1,656,"['FAMST']","","['C. George Holt']",300,"","Academic Internship",394,"True","False","",2,"O",20022,"","Research",2002,1
"117",4566,1,673,"['IS']","","['Charles E. Umbanhowar Sr']",200,"['OM 011']","Top: Politics & Scienc",202,"False","False","",2,"C",20022,"['M-Th 0100-0300PM']","Topic",2002,22
"118",4567,1,678,"['IS']","","['Paul T. Jackson', 'Michael Swift']",200,"['SC 278', 'SC 278']","Rational Risk Assess",207,"False","False","",2,"O",20022,"['M-F 1040-1200PM', 'M-F 0100-0300PM']","Topic",2002,8
"119",4568,1,679,"['IS']","","['Richard Allen']",200,"['SC 188', 'SC 188']","Geometry and Culture",208,"False","False","",2,"O",20022,"['M-F 1040-1200PM', 'M-F 0100-0230PM']","Topic",2002,11
"120",4569,1,686,"['IS']","","['William Sonnega']",200,"","Academic Internship",294,"True","False","",2,"O",20022,"","Research",2002,1
"121",4570,1,687,"['IS']","","['Christopher L. Chiappari']",200,"","IS/Resist in Ctrl Am",298,"False","False","",2,"O",20022,"","Research",2002,1
"122",4571,1,691,"['IS']","","['Mark Schelske']",300,"","Academic Internship",394,"True","False","",2,"O",20022,"","Research",2002,1
"123",4572,1,692,"['IS']","","['Gary Wicks']",300,"","IR/Sports Literature",398,"False","False","",2,"O",20022,"","Research",2002,1
"124",4573,1,701,"['ID']","","['Lavern Rippley', 'Steve Soderlind']",200,"","The Mare Balticum",249,"False","False","",2,"C",20022,"","Research",2002,47
"125",4574,1,1918,"['ID']","","['John Walters']",200,"['SC 18', 'SC 18']","Computers in Health",251,"False","False","",2,"C",20022,"['M-F 1040-1230PM', 'M-F 0130-0330PM']","Research",2002,13
"126",4575,1,704,"['ID']","","['Wesley Pearson']",200,"","Hospital Health Care",255,"True","False","",2,"C",20022,"","Research",2002,12
"127",4576,1,705,"['ID']","","['Gary C. Gisselman']",200,"","Theater in London",258,"False","False","",2,"C",20022,"","Research",2002,26
"128",4577,1,1923,"['ID']","","['Rosemary A. Pfarr-Baker']",200,"","Dimens Multicult/ACM",260,"False","False","",2,"C",20022,"","Research",2002,1
"129",4578,1,1926,"['ID']","","['Steve Soderlind']",200,"","Dev & Comm /HECUA",263,"False","False","",2,"C",20022,"","Research",2002,11
"130",4579,1,708,"['ID']","","['Matthew Richey']",200,"","IS/Deaf Culture",298,"False","False","",2,"O",20022,"","Research",2002,1
"131",4580,1,709,"['ID']","","['Maggie Broner']",300,"","Academic Internship",394,"True","False","",2,"O",20022,"","Research",2002,1
"137",4586,1,769,"['MGMT']","","['Kathy C. Thomforde']",200,"['TB 227']","Arts Management",229,"False","False","",2,"O",20022,"['M-F 1040-1240PM']","Research",2002,20
"138",4587,1,770,"['MGMT']","","['Richard Goedde']",200,"['HH 413', 'HH 205']","Computer Applications",230,"False","False","",2,"C",20022,"['MWF 1040-1140', 'MWF 0100-0300PM']","Research",2002,22
"139",4588,1,771,"['MGMT']","","['Mary Ann Emery']",200,"['HH 403', 'OM 035', 'OM 035']","Personal Finance",231,"False","False","",2,"C",20022,"['MWF 0900-1000', 'MWF 1040-1140', 'MWF 0115-0230PM']","Research",2002,31
"140",4589,1,775,"['MGMT']","","['Lisa Lindley']",200,"['HH 317']","Internationl Business",240,"False","False","",2,"O",20022,"['M-F 0800-1000']","Research",2002,5
"141",4590,1,784,"['MGMT']","","['Mary Ann Emery']",200,"","Academic Internship",294,"True","False","",2,"O",20022,"","Research",2002,4
"142",4591,1,784,"['MGMT']","","['Richard Goedde']",200,"","Academic Internship",294,"True","False","A",2,"O",20022,"","Research",2002,1
"143",4592,1,784,"['MGMT']","","['Kathy C. Thomforde']",200,"","Academic Internship",294,"True","False","B",2,"O",20022,"","Research",2002,1
"144",4593,1,795,"['MEDIA']","","['William Sonnega']",200,"","Academic Internship",294,"True","False","",2,"O",20022,"","Research",2002,2
"145",4594,1,803,"['MUSIC']","","['Linda Berger']",100,"['CHM 222', 'CHM 224', 'L 477']","The Music Spectrum",130,"False","False","",2,"C",20022,"['M-F 1040-1130', 'MWF 1140-1240PM', 'TTh 1140-1240PM']","Research",2002,22
"146",4595,1,805,"['MUSIC']","","['David Carter']",100,"['CHM 232']","Orchestral Music",132,"False","False","",2,"C",20022,"['M-F 1040-1240PM']","Research",2002,30
"147",4596,1,823,"['MUSIC']","","['Peter S. Hamlin']",200,"['CHM 239']","Music/Electronic Med",225,"False","False","",2,"C",20022,"['M-F 1040-1240PM']","Research",2002,20
"148",4597,1,824,"['MUSIC']","","['Gerald Hoekstra']",200,"['CHM 239']","History of Jazz",231,"False","False","",2,"C",20022,"['M-F 0100-0300PM']","Research",2002,26
"149",4598,1,840,"['MUSIC']","","['James McKeel']",200,"['DC STUDIO 1', 'DC STUDIO 1']","Opera Workshop",269,"False","False","",2,"C",20022,"['M-Th 1040-1230PM', 'M-Th 0130-0300PM']","Research",2002,26
"150",4599,1,847,"['MUSIC']","","['Nancy Paddleford']",200,"","IS/Choral Study Mexic",298,"False","False","",2,"O",20022,"","Research",2002,1
"151",4600,1,847,"['MUSIC']","","['Catherine R. Rodland']",200,"","IS/Elder Service",298,"False","False","A",2,"O",20022,"","Research",2002,1
"152",4601,1,847,"['MUSIC']","","['David Carter']",200,"","IS/Practice & Pedagogy",298,"False","False","B",2,"O",20022,"","Research",2002,1
"153",4602,1,847,"['MUSIC']","","['Martin Hodel']",200,"","IS/Trumpet Ped/Lit",298,"False","False","C",2,"O",20022,"","Research",2002,1
"154",4603,1,847,"['MUSIC']","","['Timothy Mahr']",200,"","IS/Comp Cd Production",298,"False","False","D",2,"O",20022,"","Research",2002,1
"155",4604,1,866,"['MUSIC']","","['Kenneth G. Graber']",300,"","IR/The Piano Concerto",398,"False","False","",2,"O",20022,"","Research",2002,1
"156",4605,1,866,"['MUSIC']","","['Robert C. Smith']",300,"","IR/20th C Art Song",398,"False","False","A",2,"O",20022,"","Research",2002,1
"157",4606,1,866,"['MUSIC']","","['John Ferguson']",300,"","IR/Historical Organ",398,"False","False","B",2,"O",20022,"","Research",2002,1
"158",4607,1,866,"['MUSIC']","","['Kenneth G. Graber']",300,"","IR/Piano Literature",398,"False","False","C",2,"O",20022,"","Research",2002,1
"159",4608,1,866,"['MUSIC']","","['Peter S. Hamlin']",300,"","IR/Electronic Music",398,"False","False","D",2,"O",20022,"","Research",2002,1
"160",4609,1,866,"['MUSIC']","","['Charles Gray']",300,"","IR/Bartok & Schumann",398,"False","False","E",2,"O",20022,"","Research",2002,1
"161",4610,1,923,"['NORW']","","['Solveig Zempel']",100,"['OM 001']","Nord Folklore/Myth-Tr",127,"False","False","",2,"O",20022,"['M-F 0100-0300PM']","Research",2002,37
"162",4611,1,929,"['NORW']","","['Ingeborg Kongslien']",200,"['OM 021']","Lit/Top of World--Tr",247,"False","False","",2,"O",20022,"['M-F 0100-0300PM']","Research",2002,6
"163",4612,1,939,"['NURS']","","['Mary Kuehn']",100,"['H 403']","Nutrition & Wellness",110,"False","False","",2,"C",20022,"['M-F 1040-1240PM']","Research",2002,46
"164",4613,1,943,"['NURS']","","['Mary Johnson']",200,"","IS/Healing & Wellness",298,"False","False","",2,"O",20022,"","Research",2002,1
"165",4614,1,943,"['NURS']","","['Judith Sateren']",200,"","IS/Role of A Midwife",298,"False","False","A",2,"O",20022,"","Research",2002,1
"166",4615,1,961,"['NURS']","","['Diana Neal']",300,"","Academic Internship",394,"True","False","",2,"O",20022,"","Research",2002,2
"167",4616,1,966,"['PHIL']","","['Vicki L. Harper']",100,"['HH 301']","Philosophy and Lit",120,"False","False","",2,"C",20022,"['M-F 0100-0300PM']","Research",2002,29
"168",4617,1,967,"['PHIL']","","['Edward Langerak']",100,"['HH 516']","Death/Meaning of Life",147,"False","False","",2,"C",20022,"['M-F 1040-1240PM']","Research",2002,19
"169",4618,1,977,"['PHIL']","","['Karen Gervais']",200,"['HH 413']","Biomedical Ethics",250,"False","False","",2,"C",20022,"['M-F 0800-1000']","Research",2002,25
"170",4619,1,986,"['PHIL']","","['Charles Taliaferro']",200,"","IS/Ecotourism Ethics",298,"False","False","",2,"O",20022,"","Research",2002,2
"171",4620,1,986,"['PHIL']","","['Charles Taliaferro']",200,"","IS/Cs Lewis in Contex",298,"False","False","A",2,"O",20022,"","Research",2002,1
"172",4621,1,986,"['PHIL']","","['Charles Taliaferro']",200,"","IS/Enviro Organizing",298,"False","False","B",2,"O",20022,"","Research",2002,4
"173",4622,1,1057,"['PETH']","","['William Sean Goldsworthy']",200,"","Academic Internship",294,"True","False","",2,"O",20022,"","Research",2002,1
"174",4623,1,1058,"['PETH']","","['Gary Wicks']",200,"","IS/Drugs in XC Skiing",298,"False","False","",2,"O",20022,"","Research",2002,1
"177",4626,1,1106,"['PSCI']","","['William A. Gorton']",100,"['HH 413']","Current Contr/Us Poli",114,"False","False","",2,"C",20022,"['M-F 0100-0300PM']","Research",2002,31
"178",4627,1,1120,"['PSCI']","","['D Christopher Brooks']",200,"['HH 301']","Balkan Politics",250,"False","False","",2,"O",20022,"['M-F 0800-1000']","Research",2002,14
"179",4628,1,1136,"['PSCI']","","['Robert Flaten']",200,"['HH 301']","Amer Foreign Policy",281,"False","False","",2,"C",20022,"['M-F 1040-1240PM']","Research",2002,19
"180",4629,1,1139,"['PSCI']","","['Daniel Hofrenning']",200,"","Academic Internship",294,"True","False","",2,"O",20022,"","Research",2002,1
"181",4630,1,1152,"['PSCI']","","['Charles E. Umbanhowar Sr']",300,"","IR/Water Pol of Mid E",398,"False","False","",2,"O",20022,"","Research",2002,1
"192",4641,1,1197,"['REL']","","['L. DeAne Lagerquist']",200,"['BMC 102']","Intro Feminist Theol",209,"False","False","",2,"C",20022,"['M-F 0100-0300PM']","Research",2002,37
"193",4642,1,1204,"['REL']","","['Philip E. Stoltzfus']",200,"","Liberation Theologies",219,"False","False","",2,"O",20022,"","Research",2002,11
"194",4643,1,1206,"['REL']","","['Margaret Odell']",200,"['HH 501', 'BMC 101']","The Biblical God",222,"False","False","A",2,"C",20022,"['M-F 0900-1000', 'M-F 1100-1200PM']","Research",2002,32
"195",4644,1,1206,"['REL']","","['Margaret Odell']",200,"['HH 501', 'BMC 101']","The Biblical God",222,"False","False","B",2,"C",20022,"['M-F 0900-1000', 'M-F 0100-0200PM']","Research",2002,33
"196",4645,1,1208,"['REL']","","['William Poehlmann']",200,"['BMC 110']","Adam, Eve & Serpent",224,"False","False","",2,"O",20022,"['M-F 0100-0300PM']","Research",2002,10
"197",4646,1,1225,"['REL']","","['Eric Lund']",200,"","Rome and Wittenberg",262,"False","False","",2,"C",20022,"","Research",2002,24
"198",4647,1,1226,"['REL']","","['Daniel Malotky']",200,"['CH 111']","The Death Penalty",267,"False","False","",2,"C",20022,"['M-F 0100-0300PM']","Research",2002,25
"199",4648,1,1231,"['REL']","","['W. Bruce Benson']",200,"","Histor Geograph Bible",275,"False","False","",2,"C",20022,"","Research",2002,28
"200",4649,1,1236,"['REL']","","['Jennifer Koenig']",200,"","Academic Internship",294,"True","False","",2,"O",20022,"","Research",2002,1
"201",4650,1,1237,"['REL']","","['Anantanand Rambachan']",200,"['BMC 102']","Rel Pluralsm/Communit",295,"False","False","",2,"C",20022,"['M-F 1040-1240PM']","Research",2002,32
"202",4651,1,1246,"['REL']","","['Susan Lindley']",300,"['BMC 110']","Feminist/Christ Ethic",344,"False","False","",2,"O",20022,"['M-F 1040-1240PM']","Research",2002,10
"203",4652,1,1247,"['REL']","","['Edmund Santurri']",300,"['BMC 109']","Christ Theol/Pol Life",366,"False","False","",2,"O",20022,"['M-F 1040-1240PM']","Research",2002,16
"204",4653,1,1253,"['REL']","","['James Hanson']",300,"","Academic Internship",394,"True","False","",2,"O",20022,"","Research",2002,2
"205",4654,1,1257,"['REL']","","['L. DeAne Lagerquist']",300,"","IR/Luth/Catholic Ed",398,"False","False","",2,"O",20022,"","Research",2002,1
"206",4655,1,1257,"['REL']","","['David Booth']",300,"","IR/Bib ISrael & Pal",398,"False","False","A",2,"O",20022,"","Research",2002,1
"207",4656,1,1257,"['REL']","","['Elizabeth C. Galbraith']",300,"","IR/Bonhoeffer's Faith",398,"False","False","B",2,"O",20022,"","Research",2002,1
"208",4657,1,1271,"['RUSSN']","","['Marc Robinson']",200,"","Capitals/Russ Lit-Tr",255,"False","False","",2,"C",20022,"","Research",2002,20
"209",4658,1,1287,"['SOAN']","","['Thomas A. Williamson']",100,"['HH 515']","Modern Elixirs",116,"False","False","",2,"C",20022,"['MTThF 1040-1240PM']","Research",2002,21
"210",4659,1,1292,"['SOAN']","","['Christopher L. Chiappari']",100,"['TB 216']","Food Work and Culture",124,"False","False","",2,"O",20022,"['M-F 0100-0300PM']","Research",2002,8
"211",4660,1,1296,"['SOAN']","","['Deborah Engelen-Eigles']",200,"['OM 015']","Sociology of Internet",220,"False","False","",2,"O",20022,"['MTThF 1040-0100PM']","Research",2002,20
"212",4661,1,1298,"['SOAN']","","['Carolyn Anderson']",200,"","Modern Ireland",231,"False","False","",2,"C",20022,"","Research",2002,24
"213",4662,1,1315,"['SOAN']","","['Thomas A. Williamson']",200,"","Academic Internship",294,"True","False","",2,"O",20022,"","Research",2002,2
"214",4663,1,1316,"['SOAN']","","['Phyllis G. Myers']",200,"","IS/Vietnamese Wedding",298,"False","False","",2,"O",20022,"","Research",2002,1
"215",4664,1,1316,"['SOAN']","","['Bruce Nordstrom-Loeb']",200,"","IS/Women and Islam",298,"False","False","A",2,"O",20022,"","Research",2002,1
"216",4665,1,1316,"['SOAN']","","['Christopher L. Chiappari']",200,"","IS/Counseling Perspec",298,"False","False","B",2,"O",20022,"","Research",2002,1
"217",4666,1,1316,"['SOAN']","","['Christopher L. Chiappari']",200,"","IS/Latino Immersion",298,"False","False","C",2,"O",20022,"","Research",2002,1
"218",4667,1,1319,"['SOAN']","","['Christopher L. Chiappari']",300,"","Academic Internship",394,"True","False","",2,"O",20022,"","Research",2002,1
"219",4668,1,1320,"['SOAN']","","['Bruce Nordstrom-Loeb']",300,"","IR/Images of Intimacy",398,"False","False","",2,"O",20022,"","Research",2002,1
"220",4669,1,1320,"['SOAN']","","['Christopher L. Chiappari']",300,"","IR/Resist in Ctrc Amr",398,"False","False","A",2,"O",20022,"","Research",2002,1
"225",4674,1,1362,"['SWRK']","","['Naurine Lennox']",200,"","Fam Soc Srv Cntrl Mex",256,"False","False","",2,"C",20022,"","Research",2002,23
"226",4675,1,1365,"['SWRK']","","['Naurine Lennox']",200,"","Eval/Sw Practice/Prog",274,"False","False","",2,"O",20022,"","Research",2002,2
"227",4676,1,1366,"['SWRK']","","['Charlynn Overvoorde']",200,"","Academic Internship",294,"True","False","",2,"O",20022,"","Research",2002,1
"228",4677,1,1376,"['THEAT']","","['Dona W. Freeman']",100,"['CHM 140']","Acting for Non-Majors",115,"False","False","",2,"C",20022,"['M-F 1040-0300PM']","Research",2002,18
